atmosphere,fbcount,fbscore,food,id,overall,reviewcount,selection,service
4.5,,,0,6877,86.6666,1,4,4.5
4.5,,,0,3170,93.3334,1,5,4.5
4,,,4.5,12822,83.3334,1,4.5,4
4.5,,,0,11118,93.33335,1,4.75,4.75
4.75,,,4.75,20904,96.66665,1,4.75,5
4,,,0,655,83.33335,1,4.25,4.25
3.75,,,3,671,79.9999,2,3.5,4.75
5,,,3.75,9456,79.9998,1,3,4
2.5,,,1.75,7837,34.99986667,3,1.083333333,1.666666667
4.5,,,0,18312,93.33335,1,4.75,4.75
1,,,0,705,21.6665,1,0.25,2
3,,,4,707,73.3334,1,4,4
4.75,,,2.5,20461,81.66655,1,3.5,4
4.571428571,,,0,748,93.57145714,7,4.821428571,4.642857143
4.25,,,0,2497,91.6667,2,4.75,4.75
4,,,0,8411,83.3333,1,4,4.5
4,,,0,14961,83.3335,1,5,3.5
3.75,,,0,9425,77.5001,2,4.375,3.5
3.25,,,2.625,801,60.833225,2,2.5,3.375
5,,,0,1121,100,1,5,5
4.5,,,0,10362,83.3333,1,4,4
4.75,,,4.5,866,89.9999,1,4,4.75
4.5,,,0,2500,86.6666,1,4,4.5
4.55,,,4.5,885,93.500025,10,4.8,4.675
3,,,5,17495,63.3334,2,3.5,3
4.575,,,0,900,88.83338,10,4.675,4.075
3.833333333,,,4,10934,77.7778,3,4,3.833333333
4.346153846,,,0,930,88.46158846,13,4.673076923,4.25
4.5,,,0,17545,95,1,4.75,5
4.75,,,3.75,3173,95.00005,1,5,4.5
4,,,0,3850,69.9999,1,3,3.5
3.75,,,3.75,1938,83.33345,1,4.75,4
3.5,,,3.5,3172,83.3335,1,5,4
3,,,3.5,13483,66.6667,1,3.5,3.5
3.75,,,4.5,12351,83.33345,1,4.75,4
5,,,0,8460,94.99995,2,4.5,4.75
4.916666667,,,4.375,972,90.5555,3,4.25,4.416666667
4.25,,,0,16377,88.33335,2,4.5,4.5
4,,,0,9423,80.833475,2,4.75,3.375
4.625,,,0,3869,96.666675,2,4.875,5
4,,,0,11833,46.6664,1,1,2
1.5,,,0,981,63.3335,1,4,4
3.25,,,4,15001,71.666725,2,3.875,3.625
5,,,0,13980,96.6667,1,5,4.5
4.208333333,,,3.6875,998,86.11114167,6,4.458333333,4.25
4.5,,,3.25,1003,84.99995,2,4,4.25
4.25,,,0,3872,88.33335,1,4.5,4.5
4.5,,,4,19069,86.6666,1,4,4.5
4.25,,,0,16193,88.33335,1,4.5,4.5
4.5,,,2.25,1027,68.333275,2,3.125,2.625
4.1,,,4.05,1028,82,5,4.1,4.1
4.5,,,0,18380,93.3333,1,4.5,5
3.916666667,,,0,1070,87.22228333,3,4.666666667,4.5
4.25,,,3.5,20629,79.9999,1,3.5,4.25
4.75,,,0,8377,93.33335,1,4.75,4.5
4.125,,,4.375,5300,83.33335,2,4.25,4.125
3,,,4,3875,70,1,3.5,4
4,,,4,10932,79.999975,2,3.875,4.125
3.714285714,,,3.958333333,1098,74.28573571,7,3.821428571,3.607142857
4,,,4.25,7690,86.6667,1,4.5,4.5
3.5,,,3.75,1116,76.6667,2,4,4
3.5,,,4,1119,71.666725,2,3.875,3.375
4.333333333,,,4.625,1126,81.66656667,3,3.583333333,4.333333333
4.5,,,3.333333333,3519,76.66651667,3,3.083333333,3.916666667
3.5,,,0,1161,66.11118333,3,3.666666667,2.75
2,,,0,18084,35.00005,2,2,1.25
4.75,,,4.75,3868,93.333275,2,4.375,4.875
3,,,3.75,1210,71.6667,1,3.75,4
3.666666667,,,0,1213,90.00006667,3,4.833333333,5
5,,,0,18241,100,1,5,5
4.5,,,4.25,1226,83.3333,1,4,4
3.892857143,,,3.541666667,1250,83.09535,7,4.714285714,3.857142857
4.75,,,5,1269,93.75,4,4.6875,4.625
4.5,,,0,3876,85.0001,1,4.75,3.5
4.53125,,,4,11829,94.3750125,8,4.78125,4.84375
4.5,,,0,2506,86.6666,1,4,4.5
4,,,0,10503,80.0001,1,4.5,3.5
4.5,,,0,11292,88.33325,1,4,4.75
4.7,,,4.6,1332,89.99999,5,4.45,4.35
4,,,0,2509,76.6667,1,4,3.5
3.75,,,0,10398,77.500125,2,4.5,3.375
4.625,,,4.5,8808,95.4167,4,4.9375,4.75
2,,,2,15994,40,1,2,2
3.276315789,,,3.366666667,1360,61.40352105,19,3.131578947,2.802631579
3.5,,,0,10131,81.6667,2,4.25,4.5
5,,,0,16384,93.3332,1,4,5
4.25,,,4,8352,85,2,4.25,4.25
3.65,,,3.166666667,1390,71.99991,5,3.15,4
4,,,3.25,982,76.6667,1,4,3.5
2.25,,,0,19961,49.9998,1,1.5,3.75
4.75,,,0,14578,98.33335,1,5,5
4.386363636,,,4.071428571,1433,87.12122727,11,4.431818182,4.25
4.75,,,4.5,284,93.3333,1,4.5,4.75
3.5,,,0,1939,83.3335,1,5,4
3.75,,,0,16951,76.6666,1,3.5,4.25
4.5,,,4.75,254,95.00005,1,5,4.75
4,,,0,16952,83.3333,1,4,4.5
4.5,,,0,11913,91.6667,1,4.75,4.5
4.5,,,5,12923,93.3333,1,4.5,5
3.75,,,0,1173,64.99995,1,3,3
4.25,,,0,1316,89.1667,2,4.625,4.5
4.125,,,4.25,1421,90.000025,2,4.625,4.75
3,,,0,10095,71.66675,1,4,3.75
3.75,,,0,16205,83.33335,1,4.25,4.5
4.5,,,0,19713,86.6667,1,4.5,4
3.75,,,4.5,2249,83.33345,1,4.75,4
4.75,,,3.875,13280,95,2,4.75,4.75
4,,,4.25,13291,78.3333,1,3.75,4
3.875,,,3.75,2250,79.16675,2,4.375,3.625
4.95,,,4.666666667,2253,97.66666,5,4.85,4.85
4.75,,,5,10718,93.3333,1,4.5,4.75
4.875,,,4.5,18543,97.5,2,4.875,4.875
4.875,,,5,10231,95,2,4.75,4.625
5,,,4,2260,86.6664,1,3,5
4.2,,,4.125,7942,85.00001,5,4.3,4.25
2.75,,,2,3758,56.6668,1,3.5,2.25
4.25,,,0,2708,88.88895,3,4.75,4.333333333
4.625,,,4.25,11290,94.5833875,4,5,4.5625
4.5,,,0,20102,91.6667,1,4.75,4.5
3.75,,,0,2709,78.33335,1,4,4
4.25,,,4.125,13058,89.166725,2,4.75,4.375
4.2,,,4.15,364,82.99998,5,4.05,4.2
4.375,,,4.125,504,84.16665,2,4.125,4.125
4.25,,,4.25,17561,78.33325,1,3.5,4
4.125,,,4,5466,86.666775,2,4.875,4
4,,,0,11386,79.99995,1,3.75,4.25
5,,,4.75,2292,88.33335,1,4.5,3.75
4.75,,,4.75,7950,88.3333,1,4.25,4.25
4.5,,,4.25,12779,90.5556,3,4.75,4.333333333
4.25,,,0,9765,85,1,4.25,4.25
4.5,,,4.625,11180,91.666725,2,4.875,4.375
3.5,,,2.5,2315,74.166825,2,4.5,3.125
4.5,,,0,18799,83.3333,1,4,4
4,,,3.5,2318,77.50005,2,4.125,3.5
4.5,,,0,2732,89.999925,2,4.125,4.875
4.5,,,4.75,16644,88.3333,1,4.25,4.5
4,,,0,20246,79.99995,1,3.75,4.25
4,,,0,4094,83.33335,1,4.25,4.25
4,,,3.75,2330,80,1,4,4
4.083333333,,,0,11092,82.2222,3,4,4.25
4,,,0,16500,78.3333,1,3.75,4
3.75,,,3.75,15954,80.00005,1,4.25,4
4.25,,,4.25,15167,85.00005,1,4.5,4
4.5,,,4.75,13826,86.66665,1,4.25,4.25
4.25,,,4.25,15801,86.6667,1,4.5,4.25
4.5,,,4.5,14899,86.6666,1,4,4.5
4.791666667,,,4.45,368,92.50005833,6,4.916666667,4.166666667
4.791666667,,,0,369,92.77775,6,4.5,4.625
4.5,,,4.75,13827,83.3332,1,3.5,4.5
4.25,,,3.75,14873,86.66665,1,4.25,4.5
4,,,0,456,85,1,4.25,4.5
4.25,,,4.5,16031,89.166675,2,4.5,4.625
4.75,,,0,3726,95.8333,2,4.625,5
4.25,,,4.416666667,665,87.22223333,3,4.416666667,4.416666667
4.1875,,,4.166666667,668,88.750025,4,4.5625,4.5625
4.5,,,4.5,15164,86.6666,1,4,4.5
4.25,,,4.5,15166,86.66665,1,4.25,4.5
4.25,,,4.5,15165,86.66665,1,4.25,4.5
4.25,,,0,18566,86.66665,1,4.25,4.5
4,,,0,15257,76.66665,1,3.75,3.75
4.25,,,4.25,15838,81.66665,1,4,4
4,,,4.25,15357,83.33335,1,4.25,4.25
3.916666667,,,4.041666667,1275,82.22223333,6,4.166666667,4.25
4.125,,,0,3082,83.33325,2,3.75,4.625
4.5,,,4.5,14063,91.6667,2,4.75,4.5
4.75,,,4.5,17820,91.6667,1,4.75,4.25
4,,,4.25,15225,86.6667,1,4.5,4.5
4.5,,,4.25,6485,88.33335,1,4.5,4.25
1.75,,,0,12799,76.6669,1,5,4.75
4.25,,,4.25,17498,83.3333,1,4,4.25
3.583333333,,,4.166666667,6,76.11113333,3,3.916666667,3.916666667
3.5,,,0,7,75.83335,2,3.875,4
3,,,0,9443,63.3335,1,4,2.5
4,,,0,10686,76.6666,1,3.5,4
4,,,0,10689,79.99995,1,3.75,4.25
4.5,,,0,43,81.6667,1,4.25,3.5
3.875,,,4.375,133,80.833275,2,3.75,4.5
4,,,3.75,10246,82.5,2,4.125,4.25
4.375,,,4,5155,74.166575,2,3.25,3.5
4,,,0,20603,78.33335,1,4,3.75
4.5,,,0,9638,84.99995,1,4,4.25
4,,,0,18777,79.9999,1,3.5,4.5
3.75,,,3.75,12582,80.00005,1,4.25,4
4.5,,,4.75,217,83.3333,1,4,4
4,,,4.25,10845,86.66675,1,4.75,4.25
4.75,,,0,14257,95,1,4.75,4.75
4.25,,,4.25,280,88.33325,1,4,5
4.416666667,,,4.5,9727,90.55561667,6,4.833333333,4.333333333
4.5,,,0,11242,89.9999,1,4,5
4,,,0,10109,86.6667,1,4.5,4.5
4.25,,,0,21060,91.6667,1,4.75,4.75
4.25,,,0,13772,83.3333,1,4,4.25
4.25,,,3.75,385,82.499975,2,4,4.125
4,,,0,14234,83.33335,1,4.25,4.25
5,,,5,9751,91.6667,1,4.75,4
3.25,,,0,19621,66.66665,1,3.25,3.5
4.25,,,0,11538,90,1,4.5,4.75
4.25,,,0,14364,81.66665,2,4,4
3.75,,,0,6033,51.666875,2,3.625,0.375
4,,,4,17496,73.3332,1,3,4
4.25,,,4,6025,83.33325,1,3.75,4.5
4,,,0,11594,93.3334,1,5,5
4.25,,,4.25,14709,90.00005,1,4.75,4.5
4.625,,,3.75,12746,87.5,2,4.375,4.125
4,,,0,19995,78.3333,1,3.75,4
4,,,4,11656,71.66645,1,2.5,4.25
4.75,,,4,713,84.1665,2,3.375,4.5
3,,,0,15314,73.3334,1,4,4
2.5,,,0,3486,75.0001,1,4.25,4.5
5,,,5,826,93.3332,1,4,5
5,,,5,827,94.9999,1,4.25,5
4.5,,,4.25,12064,86.6667,1,4.5,4
4.25,,,0,13986,83.3333,1,4,4.25
3.5,,,0,19430,73.3334,1,4,3.5
4,,,4,11590,78.3333,1,3.75,4
4.75,,,4.25,11593,93.33335,1,4.75,4.5
4.75,,,4.25,9860,90.00005,1,4.75,4
5,,,3.75,12040,95,1,4.75,4.5
4.5,,,0,16164,91.6667,1,4.75,4.5
1.5,,,0,7059,50.0004,1,4.5,1.5
4.5,,,0,15811,84.99995,1,4,4.25
4.375,,,0,971,89.5833375,4,4.5,4.5625
4.75,,,0,19435,86.6666,1,4,4.25
4.25,,,0,14139,85,1,4.25,4.25
4.25,,,4.5,1041,86.6666,1,4,4.75
5,,,4.5,10276,86.6664,1,3,5
4.5,,,0,9797,95,2,4.75,5
4,,,4,17497,83.3333,1,4,4.5
3.5,,,3,1080,62.49985,2,2.375,3.5
4.5,,,4.5,14182,90,1,4.5,4.5
3.5,,,0,10687,71.6667,1,3.75,3.5
3.625,,,0,1167,70.833275,2,3.25,3.75
3,,,0,15290,75.0001,1,4.25,4
4,,,4.25,10272,86.6666,1,4,5
4.5,,,0,12452,96.6667,1,5,5
4.4375,,,3.833333333,1303,86.6666625,4,4.3125,4.25
3.75,,,0,21061,78.3333,1,3.75,4.25
4,,,0,17728,80,1,4,4
5,,,4.25,20012,84.99995,1,4,3.75
5,,,0,12453,100,1,5,5
3.75,,,0,10688,73.3333,1,3.5,3.75
4.125,,,4.5,1330,84.1667,2,4.375,4.125
4.25,,,0,8344,90.00005,1,4.75,4.5
,,,,15964,0,,,
4.25,,,3.5,17818,90.00005,1,4.75,4.5
4.5,,,0,12782,95,1,4.75,5
4.125,,,0,1441,78.333125,2,2.875,4.75
4.75,,,4.25,442,89.9999,2,4,4.75
4.083333333,,,4.25,4646,78.88888333,3,3.916666667,3.833333333
4.75,,,4.5,10619,93.3333,2,4.5,4.75
4.5,,,4.25,4109,83.3333,1,4,4
3.5,,,0,40,75.0001,1,4.25,3.5
4.25,,,4.5,4102,87.22225,3,4.5,4.333333333
3.75,,,4,21066,83.3335,1,5,3.75
4.25,,,0,17257,91.66665,1,4.5,5
4.785714286,,,4.375,3500,95.00003571,7,4.928571429,4.535714286
4.5,,,4,255,81.66655,2,3.5,4.25
4,,,0,3962,78.33335,1,4,3.75
4.25,,,4.125,6611,84.999975,2,4.125,4.375
4.5,,,3.75,318,88.33325,2,4,4.75
4.5,,,4.5,11739,91.66665,1,4.5,4.75
2.125,,,3.5,338,46.666525,2,1.625,3.25
5,,,3,9828,100,1,5,5
5,,,0,17487,100,1,5,5
2.125,,,2.875,3609,39.166675,2,2,1.75
4,,,4.5,5512,80,1,4,4
4,,,0,4106,90.833375,2,4.75,4.875
4.5,,,0,5309,94.16665,2,4.625,5
3.5,,,2.5,4105,61.66665,1,3,2.75
4.125,,,3.375,500,69.999775,2,2.375,4
4,,,0,3611,87.5001,2,4.875,4.25
4.5,,,0,3612,90.0001,1,5,4
3.75,,,0,5233,75,1,3.75,3.75
4,,,4,18893,78.3333,1,3.75,4
4.625,,,0,10494,94.166675,2,4.75,4.75
4.25,,,0,12174,88.33335,1,4.5,4.5
3,,,0,6490,75,1,3.75,4.5
4.5,,,4.5,822,90.33335,5,4.6,4.45
3,,,0,4117,81.66685,1,5,4.25
4.75,,,0,16986,93.33335,1,4.75,4.5
3,,,0,4635,71.6667,1,3.75,4
4.166666667,,,4.1,873,80.27771667,6,3.708333333,4.166666667
3.25,,,0,18492,80.00015,1,4.75,4
4.25,,,4.5,8973,88.88896667,3,4.833333333,4.25
3.5,,,0,9301,73.33335,1,3.75,3.75
4,,,0,3961,81.66665,1,4,4.25
4.75,,,0,17258,91.66655,1,4,5
4.3,,,0,1295,77.6667,5,4.05,3.3
4,,,0,9766,81.6667,1,4.25,4
3,,,3.5,3683,76.6668,1,4.5,4
3.75,,,0,3686,74.99995,1,3.5,4
4.5,,,4,3691,93.3334,1,5,4.5
4.625,,,3.5,8778,94.166725,2,5,4.5
3.5,,,3.5,3698,82.5001,2,4.625,4.25
3.75,,,4,3699,76.6666,1,3.5,4.25
4,,,3.75,3700,80,1,4,4
4.5,,,4.25,11335,88.3333,1,4.25,4.5
4.125,,,0,3823,86.6667,4,4.5,4.375
4,,,0,4664,86.6668,1,5,4
4,,,0,9827,80.000025,2,4.125,3.875
3.5,,,0,3626,81.66685,1,5,3.75
4.5,,,0,9754,93.33335,1,4.75,4.75
4.5,,,0,4682,80,1,4,3.5
4.25,,,4,6512,88.88895,3,4.75,4.333333333
3.75,,,3.75,3751,80.8334,2,4.375,4
3.875,,,4.5,3627,87.5001,2,4.875,4.375
5,,,4,14175,98.3333,1,4.75,5
4.5,,,4.5,16407,88.3333,1,4.25,4.5
4.75,,,4,10737,92.499975,2,4.5,4.625
4,,,4.25,13819,76.66665,1,3.75,3.75
4,,,0,18590,90.00005,1,4.75,4.75
4.75,,,4.75,18890,93.33335,1,4.75,4.5
4.75,,,4.5,6339,83.3332,1,3.5,4.25
4,,,0,14620,78.3333,1,3.75,4
4,,,0,14621,73.3333,1,3.5,3.5
5,,,4.75,15148,91.6666,1,4.25,4.5
4.75,,,4.5,14313,83.33325,1,3.75,4
4.25,,,4.5,16394,86.66665,1,4.25,4.5
3.5,,,3.75,11211,71.6667,1,3.75,3.5
4.75,,,4.5,505,86.6666,1,4,4.25
4.5,,,4.5,21036,95.00005,1,5,4.75
4.5,,,4.5,12947,84.99995,1,4,4.25
4,,,0,12946,78.3333,1,3.75,4
4,,,4,16409,85.00005,1,4.5,4.25
5,,,0,17064,93.3332,1,4,5
4.75,,,4.5,18606,95,1,4.75,4.75
5,,,4.75,15150,96.6667,1,5,4.5
5,,,4.75,16403,98.3333,1,4.75,5
2.5,,,2.5,11212,63.3334,1,3.5,3.5
4,,,0,16410,80.0001,1,4.5,3.5
3.25,,,0,16412,70.00005,1,3.75,3.5
3.5,,,0,16411,70.0001,1,4,3
5,,,4.5,16405,88.3332,1,3.75,4.5
4.25,,,4,12581,80,1,4,3.75
4.75,,,4.5,12944,88.3333,1,4.25,4.25
4.25,,,4.25,18349,86.66665,1,4.25,4.5
4.75,,,4.5,15245,91.666625,2,4.375,4.625
2.5,,,0,9445,61.6668,1,3.75,3
4.9375,,,3.6875,5393,95,4,4.75,4.5625
4.625,,,4.625,724,91.666675,2,4.625,4.5
3.75,,,0,16402,78.33345,1,4.5,3.5
4.75,,,4,14231,81.66655,1,3.5,4
4,,,0,19353,90,1,4.5,5
4.625,,,0,8995,94.16665,2,4.625,4.875
4.5,,,4.25,18925,86.6666,1,4,4.5
4.583333333,,,4.5,820,91.6667,3,4.75,4.416666667
3.25,,,0,839,81.66675,1,4.5,4.5
4.5,,,4.5,14167,88.33335,1,4.5,4.25
4.25,,,4.5,16664,88.3334,1,4.75,4.25
5,,,4.5,9444,79.9998,1,3,4
4,,,4,11336,81.66665,1,4,4.25
5,,,4.5,15808,95,1,4.75,4.5
5,,,4.5,15541,95,1,4.75,4.5
4.5,,,4.5,18730,90.00005,1,4.75,4.25
4.75,,,4.5,17339,86.66655,1,3.75,4.5
5,,,5,16406,81.6665,1,3.25,4
4,,,3.75,13181,79.99995,1,3.75,4.25
4,,,4,12532,79.9999,1,3.5,4.5
4.75,,,4.75,20253,93.3333,1,4.5,4.75
3.5,,,0,11441,83.33345,1,4.75,4.25
4,,,0,11442,81.6667,1,4.25,4
4,,,4.25,20204,88.33335,1,4.5,4.75
3.75,,,4,16588,76.66665,1,3.75,4
5,,,4.75,18924,83.33315,1,3.25,4.25
5,,,4.25,18589,91.6666,1,4.25,4.5
4.5,,,4.25,19354,84.99995,1,4,4.25
4.5,,,5,15576,93.3334,1,5,4.5
3.5,,,0,14627,80.0001,1,4.5,4
4.5,,,4.25,12828,79.99995,1,3.75,3.75
3.75,,,0,14688,76.6667,1,4,3.75
4.375,,,4.25,6236,91.66675,2,5,4.375
2,,,4,6556,70.0001,1,4,4.5
4.5,,,0,13771,90,1,4.5,4.5
4,,,4.25,10629,79.16665,2,3.875,4
4.5,,,4.25,10630,83.3333,1,4,4
4,,,4.5,118,90,1,4.5,5
4.5,,,4.375,10628,88.33335,2,4.5,4.25
4.5,,,0,10614,93.3334,2,5,4.5
2.833333333,,,0,10632,54.44456667,3,3.333333333,2
3.75,,,0,11930,71.66665,2,3.5,3.5
4.75,,,0,12313,94.99995,1,4.5,5
4.25,,,4.5,17834,88.33335,1,4.5,4.5
5,,,4.5,10613,88.33325,1,4,4.25
3.25,,,4.5,11952,79.166725,2,4.25,4.375
4.1875,,,0,523,87.9166625,4,4.375,4.625
4.333333333,,,4.75,7117,86.66663333,3,4.166666667,4.5
4.375,,,4.75,10611,88.333325,2,4.375,4.5
4.625,,,0,744,90.833325,2,4.5,4.5
4.5,,,4.5,823,87.500025,2,4.5,4.125
4.25,,,0,847,86.66665,1,4.25,4.5
3.25,,,2.5,863,59.9998,1,2,3.75
3.75,,,0,11931,85,1,4.25,4.75
4.5,,,4.3125,1017,92.0833,4,4.4375,4.875
4,,,0,20414,83.3333,1,4,4.5
4.4375,,,4.4375,1044,87.5,4,4.375,4.3125
3.5,,,4.5,9480,83.33335,1,4.25,4.75
5,,,5,10618,89.9999,1,4,4.5
4.25,,,0,15879,79.99995,1,3.75,4
3.5,,,0,17833,73.3334,1,4,3.5
4.2,,,4.375,1235,84.3334,5,4.55,3.9
4,,,0,1290,81.6666,1,3.75,4.5
4.625,,,0,12010,89.16655,2,3.875,4.875
3.625,,,4.375,1416,85.00005,2,4.5,4.625
4,,,4.25,10631,80,1,4,4
3,,,0,9299,76.6668,1,4.5,4
2.333333333,,,0,1464,67.77795,3,4.25,3.583333333
4,,,0,19233,88.3334,1,4.75,4.5
5,,,0,12151,91.6666,1,4.25,4.5
3.833333333,,,0,4676,79.44445,3,4,4.083333333
3.5,,,0,6229,75,1,3.75,4
3.75,,,0,12132,59.99995,1,2.75,2.5
4,,,0,12131,76.6666,1,3.5,4
3.75,,,0,11599,80.0001,1,4.5,3.75
3.666666667,,,0,2940,84.44446667,3,4.333333333,4.666666667
4,,,0,11586,83.3333,1,4,4.5
4.25,,,4.25,5327,78.333225,2,3.375,4.125
3.25,,,4,1466,69.999975,2,3.375,3.875
4.416666667,,,4.5,2990,84.99995,3,4,4.333333333
4,,,4,13626,83.3333,1,4,4.5
4,,,4,7497,84.166675,2,4.25,4.375
4.285714286,,,4.285714286,3521,87.38101429,7,4.678571429,4.142857143
3.75,,,2.5,1469,63.33345,1,3.75,2
3.85,,,3.875,1470,76.33339,5,4.1,3.5
5,,,0,17552,100,1,5,5
4,,,0,11683,88.3333,2,4.25,5
4,,,3.583333333,115,84.44451667,3,4.583333333,4.083333333
3.5,,,0,1471,59.9999,1,2.5,3
3.5,,,4.25,11240,71.66665,1,3.5,3.75
3,,,0,1472,56.6664,1,1.5,4
3.5,,,0,10090,75,1,3.75,4
3.5,,,0,7721,71.6666,1,3.25,4
4.75,,,4.125,10299,92.4999,2,4.125,5
3.5,,,0,10704,85,1,4.25,5
3.75,,,0,11430,81.66665,1,4,4.5
3.625,,,0,6150,80.833375,2,4.25,4.25
4.0625,,,0,1563,86.6667,4,4.5,4.4375
4,,,0,11111,90.00005,1,4.75,4.75
4.25,,,0,13066,86.6667,1,4.5,4.25
4.5,,,0,12146,76.6667,1,4,3
3.375,,,0,1473,73.33345,2,4.25,3.375
3.6875,,,0,1564,76.2500375,4,4,3.75
3.125,,,0,1474,73.33345,2,4.25,3.625
3.5,,,0,3586,67.22235,3,4,2.583333333
3.25,,,0,1475,68.33345,1,4,3
3.25,,,0,12145,68.3335,1,4.25,2.75
5,,,0,12125,88.33335,1,4.5,3.75
3.625,,,0,2941,78.3334,2,4.25,3.875
3.416666667,,,0,1476,76.11121667,3,4.333333333,3.666666667
3.75,,,0,12148,66.66685,1,4.25,2
4.5,,,0,4531,93.3333,2,4.5,5
3.375,,,0,10726,77.500075,2,4.25,4
3.5,,,0,12147,73.3335,1,4.5,3
3.75,,,0,12149,81.66665,1,4,4.5
4,,,0,9758,81.666725,2,4.375,3.875
4.4,,,0,6435,88.33336,5,4.55,4.3
4,,,0,3424,80.55561667,3,4.333333333,3.75
3.75,,,5,12901,81.6667,1,4.25,4.25
4.416666667,,,0,11680,88.33326667,3,4.083333333,4.75
4.5,,,0,5055,82.500025,2,4.25,3.625
4.5,,,4.75,168,90.00005,1,4.75,4.25
4.75,,,3.875,7720,88.3333,2,4.25,4.25
3.75,,,0,9759,76.6666,1,3.5,4.25
3.9375,,,4,7984,80,4,4,4.0625
3.75,,,3.5,20977,78.33335,1,4,4
4.25,,,0,12677,85,1,4.25,4.25
4.25,,,0,10728,85,1,4.25,4.25
4.375,,,4.75,1482,84.166625,2,4,4.25
4.25,,,4.5,10654,86.66665,1,4.25,4.5
3.375,,,0,7272,78.3334,2,4.25,4.125
3.75,,,0,14446,75.00005,1,4,3.5
4.25,,,0,16150,90,1,4.5,4.75
3,,,0,12136,66.6667,1,3.5,3.5
4,,,0,13444,80,1,4,4
3.25,,,0,4668,74.16675,2,4.125,3.75
3.25,,,0,6536,76.66675,1,4.25,4
4.25,,,0,262,87.5001,2,4.875,4
3,,,3,11987,80.0001,1,4.5,4.5
3.75,,,4.25,9735,75.0001,1,4.25,3.25
4,,,0,17970,76.6664,1,2.5,5
4.25,,,0,7365,83.3333,1,4,4.25
2.25,,,3.5,6540,65.0001,2,3.75,3.75
4.5,,,4,1486,77.2221,3,3.25,3.833333333
3.875,,,0,3100,82.4999,2,3.625,4.875
3,,,0,13970,73.3334,1,4,4
4.5,,,4,8708,89.99995,1,4.25,4.75
4.291666667,,,0,1487,86.38890833,6,4.416666667,4.25
4,,,0,10983,81.66665,1,4,4.25
3.875,,,4.25,3234,78.3333,2,3.75,4.125
3.375,,,0,1488,80.000075,2,4.375,4.25
3.5,,,0,12128,59.9999,1,2.5,3
2.5,,,0,1489,49.9999,1,2,3
4,,,4.5,9920,76.6668,1,4.5,3
3.75,,,0,6893,74.99995,1,3.5,4
3,,,0,1490,53.3336,1,4,1
3,,,0,5391,70.0001,1,4,3.5
4.5,,,0,6344,83.3333,1,4,4
4.05,,,0,1491,83.66672,5,4.45,4.05
4.5,,,4.5,14300,93.3333,1,4.5,5
4.1,,,3.9375,6585,84.66667,5,4.25,4.35
4,,,0,2942,78.3333375,4,3.9375,3.8125
3.25,,,0,8829,71.6667,2,3.75,3.75
4,,,0,7019,78.33345,1,4.5,3.25
3.5,,,0,10772,76.66665,2,3.75,4.25
4.25,,,4,17839,83.3333,1,4,4.25
4.5,,,4.25,12681,81.66665,1,4,3.75
4.5,,,3.5,1492,79.9999,1,3.5,4
4,,,4.25,10310,85.83345,2,4.875,4
3.05,,,3.5,3323,72.00021,5,4.65,3.1
2,,,0,5162,70.0002,1,4.5,4
4.75,,,0,19599,85,1,4.25,3.75
3,,,3.5,1495,59.9998,1,2,4
3.375,,,4,5417,72.499975,2,3.5,4
4.25,,,4.125,10311,84.999975,2,4.125,4.375
3.75,,,3.95,414,70.47621429,7,3.642857143,3.178571429
3.833333333,,,3.5,8378,76.6666,3,3.5,4.166666667
3.833333333,,,3.625,416,76.6667,3,4,3.666666667
3.5,,,0,17006,80.00005,1,4.25,4.25
4.5,,,4.5,18448,93.3334,1,5,4.5
3,,,0,3144,66.6668,1,4,3
4,,,0,12002,86.6667,1,4.5,4.5
3.5,,,3.75,5418,68.33335,1,3.5,3.25
3.5,,,0,1500,56.6663,1,1,4
3.5,,,0,11798,76.6667,1,4,4
3.75,,,0,3809,75.8334,2,4.125,3.5
3.75,,,0,10603,80.83335,2,4.125,4.25
3.083333333,,,0,3587,71.11113333,3,3.666666667,3.916666667
5,,,5,5057,96.6666,1,4.5,5
4,,,3.75,11156,78.3333,1,3.75,4
4,,,0,8674,80,1,4,4
4.25,,,4.25,1501,84.99995,1,4,4.5
4.40625,,,4.208333333,1589,91.04169375,8,4.6875,4.5625
2,,,0,8684,60.0001,1,3.5,3.5
3.75,,,3.625,7902,75.833325,2,3.75,3.875
4.458333333,,,4.272727273,448,89.0277875,12,4.5,4.395833333
4.25,,,0,7724,85.00005,1,4.5,4
3.75,,,0,20898,78.3334,1,4.25,3.75
4,,,0,16153,80.83335,2,4.125,4
4.5,,,4.5,12044,90,1,4.5,4.5
4.5,,,4,11221,88.3333,1,4.25,4.5
3.5,,,0,10602,76.66675,1,4.25,3.75
4,,,0,10060,81.6667,1,4.25,4
4.5,,,0,9914,81.6666,1,3.75,4
4.166666667,,,4.416666667,11222,78.8888,3,3.5,4.166666667
3.75,,,4.5,12904,79.99995,1,3.75,4.5
3.625,,,0,5505,70.833325,2,3.5,3.5
4,,,0,12173,80,1,4,4
3.666666667,,,0,3422,75.55558333,3,3.916666667,3.75
3.25,,,3.125,11257,70.833325,2,3.5,3.875
3.75,,,0,11235,76.66665,1,3.75,4
3.85,,,3.7,5085,77.33332,5,3.8,3.95
4,,,3.75,10730,74.99995,1,3.5,3.75
