"id","name","street","location_id","postal_code","country","phone","brewery_type_id","url","web"
"3,741",Cool Runnings Brewery,"4110 NE Fremont St","10,960","97212",USA,,6,/brewers/cool-runnings-brewery/5558/,http://_
"3,742",Cool Springs Brewing Company,"600-A Frazier Drive",123,"37067",USA,(615) 503-9626,6,/brewers/cool-springs/10868/,https://www.facebook.com/pages/Cool-Springs-Brewery/213432356995
"3,743",COOP Ale Works,"4745 Council Heights Road","4,845","73179",USA,(405) 842-2667,4,/brewers/coop-ale-works/10276/,https://www.facebook.com/coopaleworks
"3,745",Cooper River Brewing Company,"2201 Mechanic Street","5,567","29403",USA,,4,/brewers/cooper-river/27221/,https://www.facebook.com/Cooper-River-Brewing-Company-1513524798909387
"3,746",Cooperage Brewing Company,"981 Airway Ct","22,924","95403",USA,(707) 293-9787,6,/brewers/cooperage/23554/,https://www.facebook.com/CooperageBrewing
"3,747",Coopers Cave Ale Company,"2 Sagamore Street","13,057","12801",USA,(518) 792-0007,6,/brewers/coopers-cave-ale-company/2976/,https://www.facebook.com/CoopersCaveAle
"3,748",CooperSmiths Pub & Brewing,"5 Old Time Square","4,667","80524",USA,(970) 498-0483,6,/brewers/coopersmiths-pub-and-brewing/483/,https://www.facebook.com/CooperSmithsPub
"3,749",Cooperstown Brewing Co.,River Street,"12,515","13807",USA,(607) 286-9330,4,/brewers/cooperstown/600/,https://www.facebook.com/CooperstownBrewingCompany
"3,750",Coors Brewing Company (MillerCoors),"311 Tenth Street","13,424","80401",USA,(800) 642-6116,3,/brewers/coors-millercoors/113/,http://www.coors.com/
"3,751",Copp Winery and Brewery,"11 NE 4th Avenue","9,818","34429",USA,(352) 564-9463,4,/brewers/copp-winery-and-brewery/14826/,http://www.coppbrewery.com
"3,752",Copper Beach Winery,"146 Londonderry Turnpike, Building 3, Unit 23","29,888","03106",USA,(603) 400-2595,8,/brewers/copper-beach-winery/29919/,https://www.facebook.com/CopperBeechWinery
"3,753",Copper Canyon Brewery Restaurant (MI),"27522 Northwestern Hwy",519,"48034",USA,(248) 223-1700,6,/brewers/copper-canyon-brewery-restaurant-mi/2554/,https://www.facebook.com/pages/Copper-Canyon-Brewery/97988982924
"3,754",Copper Canyon Brewing Company,"1519 Queens Bay #101","6,182","86403",USA,(928) 733-6039,5,/brewers/copper-canyon/23074/,https://www.facebook.com/pages/Copper-Canyon-Brewing-Company/1594374890785287
"3,755",Copper Canyon Grill & Brew Pub (AZ),"5945 W. Ray Road","8,485","85226",USA,,6,/brewers/copper-canyon-brew-pub-az/327/,http://www.coppercanyongrill.com/
"3,756",Copper City Brewing Company,"1111 Oneida Street","20,437","13440",USA,(315) 225-9958,4,/brewers/copper-city/29604/,https://www.facebook.com/romenewyork
"3,757",Copper Club Brewing,"233 E Aspen Ave","23,945","81521",USA,(970) 858-4700,4,/brewers/copper-club-brewing/17132/,https://www.facebook.com/CopperClubBrewingCompany
"3,758",Copper Creek Brewing Company,"140 E. Washington St.","10,240","30601",USA,(706) 546-1102,6,/brewers/copper-creek/3640/,https://www.facebook.com/coppercreekathens
"3,759",Copper Crow Brewing Company,"646 Germantown Pike","11,978","19444",USA,,5,/brewers/copper-crow/1210/,https://www.facebook.com/pages/Copper-Crow-Beer/141395775906419
"3,760",Copper Dragon Brewing Co.,"700 E. Grand","21,169","62901",USA,,4,/brewers/copper-dragon/328/,http://www.pubcrawler.com/Template/ReviewWC.cfm/flat/BrewerID=101216
"3,762",Copper Kettle Brewery (PA),"339 Fairground Rd","20,190","17845",USA,,4,/brewers/copper-kettle-brewery-pa/9552/,http://www.ckbrewery.com
"3,763",Copper Kettle Brewing (CO),"1338 S Valentia St #100","8,398","80247",USA,(720) 443-2522,4,/brewers/copper-kettle-brewing-co/12784/,https://www.facebook.com/CopperKettleBrewing
"3,764",Copper Mine Brewing Company,"3455 S Palo Verde Road","16,373","85713",USA,(520) 333-6140,4,/brewers/copper-mine/30547/,https://www.facebook.com/copperminebrewing
"3,765",Copper Mountain Brewing Company,P.O.Box 717,"25,012","46217",USA,(317) 839-2504,1,/brewers/copper-mountain/25559/,http://www.brewerydb.com/brewery/9tIw2j/beers
"3,766",Copper State Brewing Company,"313 Dousman Street","19,302","54303",USA,(920) 489-8575,6,/brewers/copper-state/31535/,https://www.facebook.com/copperstatebrewing
"3,768",Copper Trail Brewing Company,"410 30th Ave E, #103","29,410","56308",USA,(320) 219-6688,4,/brewers/copper-trail/29761/,https://www.facebook.com/coppertrailbrewing
"3,769",Copperhead Brewery,"822 N. Frazier Street","19,563","77301",USA,(281) 919-6134,5,/brewers/copperhead-brewery/21326/,https://www.facebook.com/copperheadbrewery
"3,770",Copperpoint Brewing Company,"151 Commerce Drive","23,617","33426",USA,(561) 508-7676,4,/brewers/copperpoint/23036/,https://www.facebook.com/CopperpointBrewingCo
"3,771",Coppertail Brewing,"2601 E. 2nd Ave.","24,636","33605",USA,(813) 247-1500,4,/brewers/coppertail-brewing/19630/,https://www.facebook.com/Coppertailbrewing
"3,772",Coppertop Alehouse,"220 S. Montezuma St.","7,578","86303",USA,(928) 351-7712,6,/brewers/coppertop-alehouse/30572/,https://www.facebook.com/hometownbrewing
"3,773",CopperWild Brewing,"43 E Park Street","16,959","59701",USA,(406) 782-1700,4,/brewers/copperwild-brewing/20235/,https://www.facebook.com/copperworksbrewing
"3,779",Corcoran Brewing Company,"205 East Hirst Road, Suite 105","29,287","20132",USA,(540) 441-3102,4,/brewers/corcoran/13397/,https://www.facebook.com/pages/Corcoran-Brewing-Co/112367885519078
"3,780",Corcoran Vineyards and Cider,"14635 Corkys Farm Lane","5,296","20197",USA,(540) 8829073,7,/brewers/corcoran-vineyards-and-cider/26701/,https://www.facebook.com/CorcoranVineyardsCider
"3,781",Core Brewing and Distilling,"2470 Lowell Road #A3","25,477","72764",USA,(479) 879-2469,4,/brewers/core-brewing-and-distilling/13425/,https://www.facebook.com/corebrew
"3,785",Cornels Brewing Company,"13410 Hwy 105","23,034","77713",USA,(409) 504-2389,4,/brewers/cornels/15411/,https://www.facebook.com/pages/Gulf-Coast-Brewing-Company/259073776408
"3,787",Corner Cafe & Brewery,"289 US Highway 1",,"33469",USA,(561) 743-7619,6,/brewers/corner-brewery/10124/,https://www.facebook.com/pages/The-Corner-Cafe-Brewery/71863304385
"3,788",Corner Pub Brewery & Bakery,"100 W. Main St.","27,755","53959",USA,(608) 524-8989,6,/brewers/corner-pub-brewery-and-bakery/4015/,https://www.facebook.com/pages/CORNER-PUB-ROCKS/296776924662
"3,789",Cornerstone Brewing Company,"58 Front St.","13,041","44017",USA,(440) 239-9820,6,/brewers/cornerstone/5523/,https://www.facebook.com/pages/Cornerstone-Brewing-Company/168802092707
"3,795",Coronado Brewing Company,"170 Orange Ave","25,043","92118",USA,(619) 437-4452,5,/brewers/coronado/331/,https://www.facebook.com/coronadobrewingcompany
"3,796",Corrales Bistro Brewery,"4908 Corrales Road","20,236","87048",USA,(505) 897-1036,6,/brewers/corrales-bistro-brewery/12983/,https://www.facebook.com/pages/Corrales-Bistro-Brewery/148709469322
"3,797",Corralitos Brewing Company,"2536 Freedom Blvd","2,547","95076",USA,(831) 728-2311,4,/brewers/corralitos/21817/,https://www.facebook.com/pages/Corralitos-Brewing-Co/1542976102609897
"3,798",Corridor Brewery & Provisions,"3446 North Southport","11,056","60657",USA,(773) 270-4272,5,/brewers/corridor-brewery-and-provisions/24833/,https://www.facebook.com/corridorchicago
"3,800",Corsair High Gravity Beer Lab,"1200 Clinton Street #110","27,901","37203",USA,(615) 200-0320,4,/brewers/corsair-high-gravity-beer-lab/25125/,https://www.facebook.com/corsairartisan
"3,803","Cortland Beer Company, LLC","16 Court Street","23,039","13045",USA,(607) 662-4389,4,/brewers/cortland-beer-company-llc/12426/,https://www.facebook.com/pages/Cortland-Beer/1453463560
"3,805",Cosmic Ales,"20316 Gramercy Pl","13,628","90501",USA,(424) 259-2337,4,/brewers/cosmic-ales/12134/,https://www.facebook.com/cosmicales
"3,806",Cosmic Beer & Distributing,"2323 Greenlaw Ln #4","10,615","86004",USA,(928) 814-0770,1,/brewers/cosmic-beer-and-distributing/15722/,https://www.facebook.com/CosmicBeer
"3,807",Cosmos Brewing,,"5,032","55038",USA,,4,/brewers/cosmos-brewing/29824/,https://www.facebook.com/cosmosbrewing/
"3,808",CoStar Brewing,Highland Park,"18,744","15206",USA,,4,/brewers/costar-brewing/16671/,https://www.facebook.com/pages/Costar-Brewing/163169643830543
"3,818",Cotton Brewing Company,"343 Lawrence Ave","5,720","49221",USA,(517) 902-6608,4,/brewers/cotton/20341/,https://www.facebook.com/cottonbrewingco
"3,820",Cottonwood Wine & Brewing,"1 E Cottonwood Road","5,415","88210",USA,(575) 365-3141,4,/brewers/cottonwood-wine-and-brewing/28339/,https://www.facebook.com/Cottonwood-Wine-Brewing-1422726204662661
"3,821",Cottrell Brewing Company,"100 Mechanic St.","24,683","06379",USA,(860) 599-8213,4,/brewers/cottrell/1251/,https://www.facebook.com/CottrellBrewingCo
"3,823",Council Brewing Company,"7705 Convoy Ct","6,960","92111",USA,(858) 256-0038,4,/brewers/council/19637/,https://www.facebook.com/councilbrewing
"3,824",Council Rock Brewery,"4861 State Highway 28","16,805","13326",USA,(607) 643-3016,6,/brewers/council-rock-brewery/14956/,https://www.facebook.com/pages/Council-Rock-Brewery/353979051301402
"3,825",Counter Weight Brewing Company,"23 Raccio Park Rd","14,267","06514",USA,(203) 821-7333,4,/brewers/counter-weight/30687/,https://www.facebook.com/Counter-Weight-Brewing-Company-1007910862641645/
"3,826",Counterbalance Brewing Company,"503B S. Michigan Street","13,678","98108",USA,(206) 453-3615,4,/brewers/counterbalance/21581/,https://www.facebook.com/counterbalancebeer
"3,827",Country Boy Brewing,"436 Chair Ave.","6,648","40508",USA,(859) 554-6200,4,/brewers/country-boy-brewing/14109/,https://www.facebook.com/CountryBoyBrewing
"3,828",Country Heritage Winery and Vineyard,"185 Country Road 68",,"46763",USA,(260)  637-2980,8,/brewers/country-heritage-winery-and-vineyard/15273/,https://www.facebook.com/countryheritagewinery
"3,830",Country Mill,"4648 Otto Road","20,300","48813",USA,(517) 543-1019,7,/brewers/country-mill/13933/,https://www.facebook.com/thecountrymill
"3,834",County Line Brewing,"9115 W Chinden Blvd #107",,"83714",USA,(208) 830-2456,4,/brewers/county-line-brewing/21934/,https://www.facebook.com/countylinebrewing
"3,836",Court Avenue Brewing Company,"309 Court Avenue","17,490","50309",USA,(515) 282-2739,5,/brewers/court-avenue/509/,https://www.facebook.com/pages/Court-Avenue-Restaurant-Brewing-Company/44381378947
"3,838",Courthouse Pub,"1001 South Eighth Street","5,843","54220",USA,(920) 686-1166,6,/brewers/courthouse-pub/3263/,https://www.facebook.com/CourthousePubWI
"3,840",Cousins Revolution Ale Works,,"4,663",,USA,,4,/brewers/cousins-revolution-ale-works/31382/,https://www.facebook.com/revolutionales
"3,841",Covered Bridge Brewhaus,"15 Campbell Road","25,879","17820",USA,(570) 672-1283,4,/brewers/covered-bridge-brewhaus/20523/,https://www.facebook.com/cbbhaus
"3,843",Covered Bridge Craft Brewery,Sleepy Hollow Lane,"27,638",,USA,,1,/brewers/covered-bridge-craft-brewery/14676/,https://www.facebook.com/pages/Covered-Bridge-Craft-Brewery/479104465492320
"3,844",Covington Brewhouse,"226 Lockwood Street","25,029","70433",USA,(985) 893-2884,4,/brewers/covington-brewhouse/5941/,https://www.facebook.com/CovingtonBrewhouse
"3,848",Cox Brewing Company,"276 Heisey Quarry Road","5,759","17022",USA,(717) 449-992,4,/brewers/cox/26414/,https://www.facebook.com/Cox-Brewing-Company-437431516296911
"3,851",Crabby Larrys Brewpub,"237 West Butler Avenue","4,244","18914",USA,(215) 822-8788,6,/brewers/crabby-larrys-brewpub/4967/,https://www.facebook.com/pages/Crabby-Larrys/150447044980115
"3,852",Crabtree Brewing Company,"2961 29th Street","3,213","80631",USA,(970) 356-0516,4,/brewers/crabtree/6916/,https://www.facebook.com/pages/Crabtree-Brewing-Company/173082785978
"3,855",Craft 64,"6922 East Main Street","20,028","85251",USA,(480) 946-0542,1,/brewers/craft-64/26494/,https://www.facebook.com/craft64
"3,856",Craft Artisan Ales,PO Box 52093,"24,550","93950",USA,(831) 717-7543,1,/brewers/craft-artisan-ales/20066/,https://www.facebook.com/handcraftedales
"3,860",Craft Brewing Company,"530 Crane St. Suite C","29,925","92530",USA,(951) 226-0149,4,/brewers/craft/11571/,https://www.facebook.com/craftbrewingcompany
"3,862",Craft Kitchen and Brewery,"803 SW Industrial Way #202","4,847","97702",USA,(541) 647-2772,6,/brewers/craft-kitchen-and-brewery/24076/,https://www.facebook.com/craftkitchenandbrewery
"3,863",Craft Life Brewing,"2624 Land O Lakes Blvd","29,092","34639",USA,(813) 575-8440,4,/brewers/craft-life-brewing/29966/,https://www.facebook.com/CraftLifeBrewing
"3,865",Craft Roots Brewing,,"10,929","01757",USA,(508) 662-4871,4,/brewers/craft-roots-brewing/26777/,https://www.facebook.com/CraftRootsBrewing
"3,868",Crafted Artisan Meadery,"1189 State Route 43","19,262","44260",USA,(330) 628-4444,8,/brewers/crafted-artisan-meadery/15369/,https://www.facebook.com/CraftedArtisanMeadery
"3,870",Crafted Pints Brewing Company,Downtown,"4,356",,USA,(937) 612-2337,4,/brewers/crafted-pints/20042/,https://www.facebook.com/craftedpints
"3,871",CraftHaus Brewery,"7350 Eastgate Rd, Ste 110","10,073","89011",USA,(702) 415-9184,4,/brewers/crafthaus-brewery/17758/,https://www.facebook.com/CraftHausBrewery
"3,873",Craftsman Brewing Co.,"1260 Lincoln Ave #100","16,845","91103",USA,(626) 296-2537,4,/brewers/craftsman/2600/,https://www.facebook.com/pages/Craftsman-Brewing-Company-FAN-PAGE/107059815978730
"3,875",CraftWorks Restaurants & Breweries -Rock Bottom Corporate Office,"201 W Main Street, Ste 301","9,236","37408",USA,(423) 424-2000,6,/brewers/craftworks-restaurants-and-breweries-rock-bottom-corporate-office/1152/,http://www.rockbottom.com/
"3,876",Crafty Ales & Lagers,"2 Exchange Street","7,233","14532",USA,(315) 332-1606,4,/brewers/crafty-ales-and-lagers/18338/,https://www.facebook.com/pages/Crafty-Ales-and-Lagers/298191123568227
"3,877",Crafty Bastard Brewery,"6 Emory Place","10,184","37917",USA,(865) 755-2358,4,/brewers/crafty-bastard-brewery/24469/,https://www.facebook.com/craftybastardbrewery
"3,881",Craggie Brewing Company,"197 Hillard Avenue","13,139","28801",USA,,4,/brewers/craggie/10188/,https://www.facebook.com/craggiebrewingco
"3,886",Crane Brewing Company,"6515 Railroad Street",,"64133",USA,(816) 352-6782,4,/brewers/crane/25311/,https://www.facebook.com/CraneBrewCo
"3,887",Cranes Winery,"6054 124th Ave.","23,956","49408",USA,(269) 561-2297,7,/brewers/cranes-winery/24373/,https://www.facebook.com/cranespiepantryandwinery
"3,888",Crank Arm Brewing,"319 W. Davie St.","4,415","27601",USA,(919) 291-0643,5,/brewers/crank-arm-brewing/17319/,https://www.facebook.com/CrankArmBrewingCompany
"3,889",Crankers Brewery,"213 S. State Street","23,578","49307",USA,(231) 796-1919,6,/brewers/crankers-brewery/13918/,https://www.facebook.com/pages/Crankers-Brewery/236020726413104
"3,893",Crave Mead,"7 Main Street","4,738","01504",USA,(508) 499-8319,8,/brewers/crave-mead/27205/,https://www.facebook.com/cravemead
"3,894",Cravings Bistro and Brew Pub,"1599 Mall Drive","19,227","49022",USA,(269) 934-9700,6,/brewers/cravings-bistro/24209/,https://www.facebook.com/cravingsbistroandbrewpub
"3,897",Crazy Eye Brewing,"107 Oregon Street",128,"66434",USA,(785) 741-3575,4,/brewers/crazy-eye-brewing/15319/,https://www.facebook.com/CrazyEyeBrewing
"3,898",Crazy Mountain Brewing Company,"439 Edwards Access Rd","17,329","81632",USA,(970) 926-3009,4,/brewers/crazy-mountain/11251/,https://www.facebook.com/pages/Crazy-Mountain-Brewing-Company/271572677939
"3,899",Crazy Sista Brewing,"200 E 25th Ave","27,582","36542",USA,,1,/brewers/crazy-sista-brewing/17606/,https://www.facebook.com/CrazySistaBrew
"3,901",Creative Shepherd Farm Brewing Company,"6141 W Ava Road","21,422","13303",USA,(315) 358-4038,4,/brewers/creative-shepherd-farm/24726/,https://www.facebook.com/creativeshepherdfarm
"3,902",Creature Comforts Brewing Company,"271 W. Hancock Ave.","10,240","30601",USA,,4,/brewers/creature-comforts/19463/,https://www.facebook.com/CreatureComfortsBeer
"3,904",Creede Brewing Company,"7314 Washington Street","8,398","80229",USA,(303) 287-4824,4,/brewers/creede/19358/,https://www.facebook.com/pages/Creede-Brewing-Company/375307579276123
"3,905",Creek Bottom Brewing,"307 North Meadow Street","27,162","24333",USA,(276) 236-2337,5,/brewers/creek-bottom-brewing/29971/,https://www.facebook.com/CreekBottomBrews
"3,906",Creek Monkey Tap House (Rocksteady Brewing),"611 Escobar Street","22,333","94553",USA,(925) 228-8787,6,/brewers/creek-monkey-tap-house-rocksteady-brewing/15767/,https://www.facebook.com/CreekMonkeyTapHouse
"3,907",Creekside Brewing Company,"1040 Broad Street","14,153","93401",USA,(805) 542-9804,6,/brewers/creekside/10481/,https://www.facebook.com/pages/Creekside-Brewing-Company/195384703831515
"3,910",Crescent Brewery,"1521 Front Street","19,698","83687",USA,(208) 968-1034,4,/brewers/crescent-brewery/12081/,https://www.facebook.com/pages/Crescent-Brewery/119311208154978
"3,912",Crescent City Brewery,"527 Decatur St","25,059","70130",USA,(888) 819-9330,6,/brewers/crescent-city-brewery/2061/,https://www.facebook.com/pages/Crescent-City-Brewhouse/154819086159
"3,913",Crested Butte Brewing,"1600 West Evans Ave, Ste L","8,765","80110",USA,(720) 884-1023,5,/brewers/crested-butte-brewing/2142/,http://www.cbbrewery.com/
"3,914",Creston Brewery,"1504 Plainfield Ave NE","13,540","49505",USA,,6,/brewers/creston-brewery/28561/,https://www.facebook.com/crestonbrewery
"3,915",Crestone Brewing Company,"187 Silver Ave","21,265","81131",USA,(719) 256-6400,5,/brewers/crestone/30937/,http://www.crestonebrewingco.com
"3,918",Cricket Hill Brewing Co.,"24 Kulick Rd.","14,825","07204",USA,(973) 276-9415,4,/brewers/cricket-hill/2923/,https://www.facebook.com/crickethill.brewery
"3,920",Crime & Punishment Brewing Company,"2711 W Girard Ave","10,106","19130",USA,(215) 235-2739,4,/brewers/crime-and-punishment/22622/,https://www.facebook.com/pages/Crime-Punishment-Brewing-Co/332769353525129
"3,921","Crimson Sunset Vineyards, Winery and Cidery","24765 US-151","12,061","52033",USA,(563) 495-0842,7,/brewers/crimson-sunset-vineyards-winery-and-cidery/22391/,https://www.facebook.com/pages/Crimson-Sunset-Vineyards-Winery/250643225058724
"3,923",Crispin Cider Company (Tenth and Blake Beer Co. - MillerCoors),"1213 S. Auburn St","16,453","95713",USA,(530) 346-9699,7,/brewers/crispin-cider-company-tenth-and-blake-beer-co--millercoors/10073/,https://www.facebook.com/CrispinCider
"3,925",Critz Farms Brewing & Cider Company,"3232 Rippleton Road","20,709","13035",USA,(315) 662-3355,4,/brewers/critz-farms-brewing-and-cider-company/28946/,https://www.facebook.com/CritzFarms
"3,932",Crooked Can Brewing Company,"426 West Plant Street","28,189","34787",USA,(407) 496-6102,4,/brewers/crooked-can/22402/,https://www.facebook.com/crookedcanbrewingcompany
"3,933",Crooked Current Brewery,"560 Mineral Spring Avenue","16,492","02860",USA,(401) 473-8312,4,/brewers/crooked-current-brewery/21879/,https://www.facebook.com/CrookedCurrentBrewery
"3,935",Crooked Ewe Brewery,"1047 Lincoln Way E","15,207","46601",USA,(574) 000-0000,5,/brewers/crooked-ewe-brewery/22773/,https://www.facebook.com/pages/Crooked-Ewe-Brewery-Ale-House/429315957146643
"3,936",Crooked Eye Brewery,"13 E. Montgomery Ave. Suite 3","7,457","19040",USA,(267) 246-5046,4,/brewers/crooked-eye-brewery/18512/,https://www.facebook.com/crookedeyebrewery
"3,937",Crooked Fence Brewing Company,"5242 Chinden Boulevard",,"83714",USA,(208) 901-2090,4,/brewers/crooked-fence/13919/,https://www.facebook.com/crookedfencebrewing
"3,938",Crooked Goat Brewing,"120 Morris St #120","21,937","95472",USA,(707) 835-4256,4,/brewers/crooked-goat-brewing/29141/,https://www.facebook.com/crookedgoatbrewing
"3,939",Crooked Halo Cider House,"46 Church Street","27,217","04345",USA,(207) 751-1875,7,/brewers/crooked-halo-cider-house/27571/,https://www.facebook.com/LostOrchardBrewing
"3,940",Crooked Hammock Brewery,"16989 Kings Highway","17,499","19958",USA,(302) 644-7837,6,/brewers/crooked-hammock-brewery/24312/,https://www.facebook.com/CrookedHammockBrewpub
"3,941",Crooked Handle Brewing Company,"760 N Main Street","29,661","45066",USA,(937) 790-3450,4,/brewers/crooked-handle/25515/,https://www.facebook.com/crookedhandle
"3,942",Crooked Ladder Brewing Company,"70 West Main Street","10,095","11901",USA,(631) 591-3565,4,/brewers/crooked-ladder/17431/,https://www.facebook.com/CrookedLadderBrewingCompany
"3,943",Crooked Lane Brewing Company,"536 Grass Valley Hwy","1,770","95603",USA,,4,/brewers/crooked-lane/29114/,https://www.facebook.com/CrookedLaneBrewing
"3,944",Crooked Letter Brewing Company,"1805 Government St","24,405","39564",USA,(228) 2381414,4,/brewers/crooked-letter/16074/,https://www.facebook.com/CrookedLetterBrewing
"3,946",Crooked River Brewery (Snyder Intl),"4607 Wedgewood Blvd","25,963","21703",USA,(301) 694-7899,1,/brewers/crooked-river-brewery-snyder-intl/290/,http://
"3,947",Crooked River Meadery,,"11,782",,USA,,8,/brewers/crooked-river-meadery/22392/,https://www.facebook.com/pages/Crooked-River-Meadery/356792957782662
"3,948",Crooked Run Brewing,"205 Harrison St SE","23,579","20175",USA,(703) 609-9241,4,/brewers/crooked-run-brewing/17177/,https://www.facebook.com/CrookedRunBrewing
"3,949",Crooked Stave,"3350 Brighton Blvd","8,398","80216",USA,(720) 550-8860,4,/brewers/crooked-stave/12624/,https://www.facebook.com/CrookedStave
"3,950",Crooked Thumb Brewery,"555 10th Avenue South","25,984","34698",USA,(727) 724-5953,4,/brewers/crooked-thumb-brewery/25217/,https://www.facebook.com/crookedthumbbrew
"3,951",Crooked Tongue Brewing,"2516 Benjamin  Franklin Highway","15,249","16116",USA,(724) 856-3765,6,/brewers/crooked-tongue-brewing/26222/,https://www.facebook.com/Crooked-Tongue-Brewing-LLC-1398235150424597
"3,952",Crooked Tooth Brewing Co.,"228 E 6th St","16,373","85705",USA,(520) 403-2721,4,/brewers/crooked-tooth/29324/,https://www.facebook.com/crookedtoothbrewery/
"3,953",Crooks Winery,"47146 257th Street","24,779","57020",USA,(605) 376-2893,7,/brewers/crooks-winery/11254/,https://www.facebook.com/pages/Crooks-Winery/210158128997581
"3,954",Crop Bistro and Brewery,"1859 Mountain Road","26,725","05672",USA,(802) 253.4765,6,/brewers/crop-brewery/17045/,https://www.facebook.com/cropvt
"3,956",Cross Country Brewing,"320 E Allard","24,987","59330",USA,(406) 377-6912,4,/brewers/cross-country-brewing/30080/,https://www.facebook.com/xcbrews
"3,957",Cross Plains Beer Company,"2109 Hickory Street","28,635","53528",USA,(608) 798-3911,4,/brewers/cross-plains-beer-company/1571/,https://www.facebook.com/CrossPlainsBrewery
"3,962",Crossroads Brewing Company (NY),"21 Second Street","8,271","12015",USA,(518) 945-2337,5,/brewers/crossroads-ny/12684/,https://www.facebook.com/pages/Crossroads-Brewing-Company/156298684385965
"3,964",Crow Hop Brewery,"217 East 3rd Street","10,371","80537",USA,(970) 633-0643,4,/brewers/crow-hop-brewery/18115/,https://www.facebook.com/pages/Crow-Hop-Brewing-Co/165143837009093
"3,965",Crow Peak Brewing Company,"125 West Highway 14","15,715","57783",USA,(605) 717-0006,5,/brewers/crow-peak/8687/,https://www.facebook.com/CrowPeakBrewing
"3,966",Crowded Castle Beer Company,"242 Bridge St","5,778","19460",USA,(844) 722-7853,6,/brewers/crowded-castle-beer-company/25719/,https://www.facebook.com/crowdedcastle
"3,969",Crown Brewing,"211 S. East Street","15,369","46307",USA,(219) 663-4545,4,/brewers/crown-brewing/9673/,https://www.facebook.com/CrownBrewing
"3,970",Crown City Brewery,"300 S. Raymond","16,845","91105",USA,,6,/brewers/crown-city-brewery/1966/,http://www.crowncitybrew.com/
"3,971",Crown Valley Brewing & Distilling,"13326 State Route F",,"63670",USA,(573) 756-9700,4,/brewers/crown-valley-brewing-and-distilling/10479/,https://www.facebook.com/crownvalleybrewing
"3,972",Crucible Brewing Company,"909 SE Everett Mall Way Unit D440","19,820","98208",USA,(425) 374-7293,4,/brewers/crucible/24666/,https://www.facebook.com/cruciblebrewing
"3,974",Crux Fermentation Project,"50 SW Division Street","4,847","97702",USA,(541) 385-3333,4,/brewers/crux-fermentation-project/14822/,https://www.facebook.com/cruxfermentationproject
"3,975",Crying Eagle Brewing Company,"1165 E McNeese Street","24,799","70607",USA,(337) 990-4871,4,/brewers/crying-eagle/30311/,https://www.facebook.com/cryingeaglebrewingLA
"3,977",Crystal Ball Brewing Company,"1612 W. King St.",345,"17404",USA,,4,/brewers/crystal-ball/14923/,https://www.facebook.com/crystalballbrewing
"3,979",Crystal Lake Brewing,"150 North Main Street","15,552","60014",USA,(779) 220-9288,5,/brewers/crystal-lake-brewing/21236/,https://www.facebook.com/CrystalLakeBrewing
"3,980",Crystal Springs Brewing Company,"657 S Taylor Ave. Unit E","26,553","80027",USA,(303) 665-8888,4,/brewers/crystal-springs/11866/,https://www.facebook.com/pages/Crystal-Springs-Brewing-Company/373653759464
"3,981",Cucamonga Brewing Company,"11837 Foothill Boulevard","4,271","91730",USA,(909) 477-4377,6,/brewers/cucamonga/6064/,https://www.facebook.com/CucamongaBrewingCo
"3,982",Cueni Brewing Co.,"945 Huntley Ave.","7,767","34698",USA,(727)  266-4102,4,/brewers/cueni/29421/,https://www.facebook.com/CueniBrewingCo
"3,986",Culmination Brewing Company,"2117 NE Oregon Ave","10,960","97232",USA,(503) 353-6368,5,/brewers/culmination/21870/,https://www.facebook.com/CulminationBrewing
"3,987",Cultivate Brewing Company,"961 East Shawnee Road","6,217","49103",USA,(269) 422-1324,4,/brewers/cultivate/23867/,https://www.facebook.com/cultivatebrewing
"3,988",Culture Brewing Company,"111 S Cedros Ave, Ste 200","16,863","92075",USA,(858) 345-1144,4,/brewers/culture/16426/,https://www.facebook.com/CultureBrewingCo
"3,989",Culture Club LLC / JBs Hard Cider,"686 S Taylor Ave #102","26,553","80027",USA,(303) 775-0064,7,/brewers/culture-club-llc--jbs-hard-cider/20885/,https://www.facebook.com/cultureclubllc
"3,990",Culver Beer Company,"2719 Loker Ave W, Ste D","2,614","92010",USA,(760) 814-2355,4,/brewers/culver-beer-company/26071/,https://www.facebook.com/PalomarBrewCo
"3,994",Cumberland Brews (US),"1576 Bardstown Rd","11,333","40205",USA,(502) 458-8727,6,/brewers/cumberland-brews-us/798/,https://www.facebook.com/pages/Cumberland-Brewery/158011480876028
"3,997",Currahee Brewing Company,"100 Lakeside Drive","22,740","28734",USA,(828) 634-0078,4,/brewers/currahee/28083/,https://www.facebook.com/curraheebrew
"3,999",Cushwa Brewing Company,"10212 Governor Lane Blvd., Suite 1012","3,514","21795",USA,,4,/brewers/cushwa/30111/,https://www.facebook.com/cushwabrewingco
"4,001",Custom Brewcrafters,"300 Village Square Blvd.",586,"14472",USA,(716) 624-4386,4,/brewers/custom-brewcrafters/994/,https://www.facebook.com/CBsBrewing
"4,002",Custom Tap Brews (Genesee/High Falls),"445 St. Paul St.","17,760","14605",USA,(585) 263-9354,1,/brewers/custom-tap-brews-genesee-high-falls/24110/,http://
"4,003",Cut Bank Creek Brewery,"315 East Railroad","14,235","59427",USA,(406) 229-0298,4,/brewers/cut-bank-creek-brewery/31571/,https://www.facebook.com/cutbankcreekbrewery
