"","id","brewery_id","beer_style_id","brewery_type_id","post_code","loc_id","name","description","abv","calories","ibu","num_ratings","overall_rating","beer_style_rating","mean_rating","beer_style_name","beer_style_norm","brewery_name","brewery_type","city","state","zip_code","country","lat","long","style_score"
"962","1,433","13,842",64,4,"10,571","14117","Victory Altbier","Refreshing character with a pleasing depth of flavor.",5,150,NA,47,83,96,NA,"Altbier","Brown/Amber Ale","Victory Brewing Company (ABV)","Microbrewery","Downingtown","PA","19335","USA",40.02342,-75.71389,8
"963","975","",54,NA,NA,NA,"Extraomnes Hopbloem","With Kaffir lime leaves.

Schiuma fine ed abbondante su un dorato opalescente. Al naso spiccano i riconoscimenti di citronella , melissa e di un fruttato che vira dall''agrumato al tropicale. Il sorso ?? asciutto, con un finale amaro prolungato sul quale si interseca un vegetale di essenza di limetta.",5.7,171,NA,47,96,99,NA,"Belgian Ale","Saison",NA,NA,NA,NA,NA,NA,NA,NA,4
"964","976","12,491",54,1,"2,278","7362","Stillwater Tenacity (/t????nas??d??/)","Wild Farmhouse IPA",6,180,NA,64,96,99,NA,"Belgian Ale","Saison","Stillwater Artisanal","Client Brewer","Baltimore","MD","21224","USA",39.284607,-76.55696,4
"965","977","6,593",54,5,"35,214","13678","Holy Mountain The Third (3rd) Nail","In celebration of the third anniversary of one of our very favorite bars, we present the Third Nail: a Belgian-style Pale Ale brewed with American hops, aged in white wine barrels sourced from the Napa Valley with Brett taken from one of our favorite Belgian breweries.",6,180,NA,15,96,99,3.87,"Belgian Ale","Saison","Holy Mountain Brewing Company","Brew Pub/Brewery","Seattle","WA","98119","USA",47.63877,-122.36694,4
"966","978","4,819",54,1,"4,794","4881","Evil Twin Femme Fatale Brett","Danish: IPA g??ret 100% med brettanomyces og humlet med Galaxy, Citra, Summit og Cascade.
 
English: To take up the challenge and make a 100% true Brett beer can very easily become a fatal attraction for the Brewmaster. Ones you get acquainted with Bretts irresistible, seductive, alluring and very charming nature, it will ensnare you and drive you to the point of obsession to create the desirable tangy, funky, tart flavor in ya mouth.",6,180,NA,362,96,99,NA,"Belgian Ale","Saison","Evil Twin Brewing","Client Brewer","Brooklyn","NY","11249","USA",40.645099,-73.945032,4
"967","979","1,898",54,NA,NA,NA,"Dunham No Tahoma Farmhouse Pale Ale","Our head brewer had the romantic idea of doing a 100% Tahoma hop farmhouse ale. After testing the hops in an infusion tea, we found it was so bad, and so dead that we had to look somewhere else for the hop bill. But Tahoma was such a cool name that we decided to keep it even if there is No Tahoma hop in this beer! This Farmhouse pale ale is brewed with oat malt, hopped with Ella, Magnum and Smaragd. Dry-hopped with Simcoe, Centennial and Rakau.",5.9,177,55,43,96,99,NA,"Belgian Ale","Saison",NA,NA,NA,NA,NA,NA,NA,NA,4
"968","980","5,871",54,4,"34,303","6960","Green Flash Rayon Vert","If Green Flash were founded in historical Belgium, Rayon Vert would have been our flagship brew. A bold layering of hops finds balance from traditional malts. Bottle conditioning with fresh ale yeast and Brettanomyces finishes the beer, adding a delightful effervescence, dryness and continuously evolving character. Rayon Vert is Green Flash.",7,210,32,820,96,99,NA,"Belgian Ale","Saison","Green Flash Brewing Company","Microbrewery","San Diego","CA","92121","USA",32.899996,-117.20722,4
"969","981","",54,NA,NA,NA,"De la Senne PinPon","House beer at PinPon restaurant/caf?? in the Marolles district of Brussels.",5.2,156,NA,22,96,99,3.81,"Belgian Ale","Saison",NA,NA,NA,NA,NA,NA,NA,NA,4
"970","982","4,267",54,NA,NA,NA,"Dieu du Ciel Derni??re Volont??","Derni??re volont?? (French for ""Last Will"") is a mix of Belgian and English brewing traditions. Complex flavours of hop flowers and spicy, fruity esters from our belgian yeast are perfectly balanced with the robust flavours and aromas of malt. The finish is commandeered by an assertive aroma from dry-hopping.",7,210,NA,845,96,99,NA,"Belgian Ale","Saison",NA,NA,NA,NA,NA,NA,NA,NA,4
"971","983","10,151",54,4,"33,751","4037","Perennial Hommel Bier","In the hop capital of Belgium, Hommel is the word for humulus, the plant genus where hops reside. Our Hommel Bier defies tradition by combining North American malts, Pacific Northwest hops, and a Belgian yeast strain. The result is a beer that combines earthy and spicy tones from the yeast with a slight orange note contributed by the hops. We think it's buzzworthy.",5.9,177,NA,189,96,99,NA,"Belgian Ale","Saison","Perennial Artisan Ales","Microbrewery","Saint Louis","MO","63111","USA",38.559302,-90.25174,4
"972","1,368","",61,NA,NA,NA,"L??Am??re ?? Boire LNH","",5,150,NA,21,88,99,3.62,"Dunkel/Tmav??","Brown/Amber Ale",NA,NA,NA,NA,NA,NA,NA,NA,8
"973","984","",54,NA,NA,NA,"De la Senne Brussels Calling 2016","We're happy to announce?? the return of BRUSSELS CALLING!
We brew our birthday beer every year on December 22nd, the day of the first brew with our new Brussels installations on December 22nd, 2010. 
The base is always a blond beer, 6.5%, but just for fun we change the hops every year. This time we go for Slovenia, with experimental varieties that were literally selected on the field. The result is something like a very balanced ??Belgian IPA', where - something rare - there is some place for fermentation flavours.
The bouquet of this vintage 2016 is an explosion at once fruity (melon, pineapple, pear) and floral, with an harmonious mix of white flowers and daffodils. These flavours persist while they deepen in the taste, merging with a nice malty base, and structured by an intense but elegant bitterness, which gives even more freshness. In its finale, the fruity side merges with a long and dry bitterness, which allows to extend the pleasure",6.5,195,NA,38,95,99,3.74,"Belgian Ale","Saison",NA,NA,NA,NA,NA,NA,NA,NA,4
"974","985","2,556",54,4,"8,451","16805","Ommegang Belgian-style Pale Ale (BPA)","This fine pale ale has citrus and tropical fruit aromatic shared with a well-balanced ?? yet abundant ?? hop character. It uses our own Belgian yeast, five malts, two hops, and plenty of patience. Finishing touches include dry-hopping with Cascade hops and warm-cellaring.",6.2,186,NA,614,95,99,NA,"Belgian Ale","Saison","Brewery Ommegang  (Duvel-Moortgat)","Microbrewery","Cooperstown","NY","13326","USA",42.703091,-74.91413,4
"975","986","11,372",54,5,"34,794","22924","Russian River Redemption (Batch 002+)","Editor's Note:  There is no brettanomyces in the base Redemption beer served at the brewpub.  This entry is for the draught version as well as bottled batches 002 and onward.
 
 ABV info: 
Batch 002: bottle listed as 4.8%, actual ABV 6.14%. 
Batch 003: bottle listed as 5.3%, actual ABV 6.01%. 
Batch 004: bottle listed as 5.65% 
Batch 005: bottle listed as 5.65%  
Batch 008: bottle listed as 5.15%  
Batch 009: bottle listed as 5.15% 
Batch 010: bottle listed as 5.15%",5.15,155,NA,683,95,99,NA,"Belgian Ale","Saison","Russian River Brewing","Brew Pub/Brewery","Santa Rosa","CA","95404","USA",38.457611,-122.69317,4
"976","996","10,179",54,4,"17,446","13536","pFriem Brett Brux Pale Ale","Although Brett wild yeasts fell out of favor after the Industrial revolution for being too unwieldy, pFriem has reintroduced them in our Brett Brux Pale. Its flavors of plum, spice and green tomato, paired with an effervescent finish and lingering bitterness will have you toasting Brett's big come back.",6.9,207,NA,14,95,99,3.84,"Belgian Ale","Saison","pFriem Family Brewers","Microbrewery","Hood River","OR","97031","USA",45.673147,-121.5368,4
"977","987","2,556",54,4,"8,451","16805","Ommegang Fleur De Houblon","Nothing is more evocative of summer than the beautiful aroma of flowers, and the favored flowers of brewers are hops. Our brand new summer ale, Fleur de Houblon (Hop Flowers), is brewed to bring the many elements of summer into a refreshing and easy-to-drink Belgian-style ale.

Fleur de Houblon is a rich gold color with distinct floral hops in the aroma that follow through in the taste. Whole-cone Bravo hops are used to impart their earthy, fruity, and floral aromas and flavors. The body and flavor are clean and dry, with pleasing complexity and spicy notes from both primary and secondary fermentation with our unique Ommegang house yeast.",6.8,204,NA,411,95,99,NA,"Belgian Ale","Saison","Brewery Ommegang  (Duvel-Moortgat)","Microbrewery","Cooperstown","NY","13326","USA",42.703091,-74.91413,4
"978","988","",54,NA,NA,NA,"Extraomnes Blond","La birra della sete. Solo malto chiaro, luppoli con profumi
agrumati e rinfrescanti, lieviti dalle speziature balsamiche.
Amara... con un equilibrio gustativo dissetante e coraggioso. La prima cosa che si nota ?? la schiuma: prorompente, candida e di una pannosit?? quasi solida. Giallo paglierino con netti riflessi verdi brillante. Olfatto dominato da un fruttato agrumato che ricorda il pompelmo e il bergamotto. Al palato ?? molto leggera di corpo, con lievi iniziali note maltate che lasciano il campo ad un finale rinfrescante con un taglio amaro di discreta persistenza. E' una birra da aperitivo, ideale complemento di piatti delicati a base di verdure o carni bianche. Da provare con frutti di mare e pesce anche crudo. 

From the brewer: in our production both Blond and Zest are dry hopped.",4.4,132,NA,85,95,99,NA,"Belgian Ale","Saison",NA,NA,NA,NA,NA,NA,NA,NA,4
"979","989","12,491",54,1,"2,278","7362","Stillwater Babylonian Style Ale (Omnipollo Nebuchadnezzar Remix)","Inspired by the artistry and assertiveness of Omnipollo's Nebuchadnezzar.  I decided on a demure approach.  Expressing the lovely hop profile of the original & tying it together with farmhouse yeast & brettanomyces for a fruity, funky fiesta. - Brian (Stillwater Artisanal)",6,180,NA,93,95,99,NA,"Belgian Ale","Saison","Stillwater Artisanal","Client Brewer","Baltimore","MD","21224","USA",39.284607,-76.55696,4
"980","990","",54,NA,NA,NA,"De Dochter van de Korenaar Noblesse Extra-Ordinaire Pure-Oak","",7,210,NA,34,95,99,3.73,"Belgian Ale","Saison",NA,NA,NA,NA,NA,NA,NA,NA,4
"981","991","173",54,4,"30,945","11808","Allagash House Beer","A Belgian style pale ale dubbed House Beer. A brewery only release brewed to be an easy drinker to compliment food. Much like a table wine.",4.5,135,NA,93,95,99,NA,"Belgian Ale","Saison","Allagash Brewing Company","Microbrewery","Portland","ME","04103","USA",43.685882,-70.2903,4
"982","992","9,329",54,4,"26,685","20574","New Glarus R & D Golden Ale (2015)","The 2015 Golden Ale was brewed by Diploma Master Brewer Daniel Carey. The 2015 Golden Ale is a Belgian Trappist Style Ale brewed with Czech & Munich malts. German Saphir and French Strisselspalt hops were used for the kettle boil. The 2015 Golden Ale was than dry hopped and is naturally bottle conditioned with Ale and Brett yeast.",6,180,38,36,95,99,3.73,"Belgian Ale","Saison","New Glarus Brewing Company","Microbrewery","New Glarus","WI","53574","USA",42.81636,-89.64075,4
"983","993","1,868",54,NA,NA,NA,"La Rulles Estivale","Malts: Pilsner & pale malt 
Hops: Warrior and Amarillo (Yakima Valley, Washington State USA), Cascade 
Yeast: Top fermenting yeast from Orval Trappiste Brewery 

Very fresh and hoppy in the nose and on the palate - ideal ""complex"" summer refresher with an amazing array of fruity-citrusy notes

IBU 35",5.2,156,NA,617,95,99,NA,"Belgian Ale","Saison",NA,NA,NA,NA,NA,NA,NA,NA,4
"984","1,007","13,171",74,4,"26,021","15101","Three Floyds Dark Lord Russian Imperial Stout - Bourbon Barrel Aged","Dark Lord aged in a variety of Bourbon barrels including Woodford Reserve and Heaven Hill. 
 
This listing is specifically for Bourbon barrel aged variants of Dark Lord. NOT Brandy.",15,450,NA,413,100,100,NA,"Imperial Stout","Stout","Three Floyds Brewing Company","Microbrewery","Munster","IN","46321","USA",41.551457,-87.50143,10
"985","1,471","",90,NA,NA,NA,"De Molen Tsarina Esra Reserva","",11,330,92,322,100,99,NA,"Imperial Porter","Porter",NA,NA,NA,NA,NA,NA,NA,NA,9
"986","994","",54,NA,NA,NA,"Tempest Harvest IPA- Mosaic Saison","The first in a new series showcasing our favourite Belgian yeast strain and hops to shine with it, the Harvest IPA: Mosaic.  This is one of our favourite North American hops used as a blend in the Armadillo and our black IPA (rich in citrus, earthy pine, tropical fruit, herbal and stone fruit notes). The purists may well wonder what on earth a Belgian IPA is supposed to be?? And we might wonder the same. However, this was a no brainer in terms of building a beer with a tonne of flavour, derived from a distinct yeast character and generous amount of dry hopping. 
 
??Juicy' comes to mind when describing this beer. We allowed the beer to free rise in fermentation. This means rather than fermenting at a controlled temperature (usually around 20 degrees c), the yeast is allowed to go crazy, climbing up to around 30 degrees c  ?? the idea here being that a warmer fermentation produces much more of the fruit and spice esters that characterise a Saison yeast. It also helps to produce a dry finish in the beer (1.009) which ultimately brings a nice bit of balance to those big, juicy fruit flavours. 
  
Mosaic works beautifully well in this beer; favoured this time for its heavily aromatic character but with a much more rounded fruit profile (think tropical, soft fruits, berry etc) than most big American hop varieties. As for the malt ??  nice and light, a bit of oats and wheat for mouthfeel and head retention, but kept simple enough to let the hops and yeast do most of the talking. Dangerously drinkable at 6.7%",6.7,201,NA,70,95,99,NA,"Belgian Ale","Saison",NA,NA,NA,NA,NA,NA,NA,NA,4
"987","995","173",54,4,"30,945","11808","Allagash Hoppy Table Beer","While Hoppy Table Beer was inspired by the Belgian tradition of low-ABV, easily drinkable beers, it still occupies a hop-forward spot all its own. Brewed with our 2-row malt blend, Maris Otter malt, and oats, the beer is then spiced with a subtle addition of coriander. We ferment it with our house yeast for classic Belgian citrus aromas. Hoppy Table Beer is hopped with Chinook, Cascade, Comet, and Azacca hops, then dry hopped with more Comet and Azacca. A mildly hoppy aroma full of grapefruit springs from this straw-colored, light-bodied ale. Flavors of pine and stone fruit balance the beer's clean, slightly bitter finish.",4.9,147,NA,82,95,99,NA,"Belgian Ale","Saison","Allagash Brewing Company","Microbrewery","Portland","ME","04103","USA",43.685882,-70.2903,4
"988","1,015","4,008",74,4,"33,903","14425","Cycle / 3 Sons Rare Scooop","Imperial stout with Neapolitan ice cream treatment",NA,NA,NA,24,100,100,4.5,"Imperial Stout","Stout","Cycle Brewing","Microbrewery","Saint Petersburg","FL","33701","USA",27.770955,-82.63931,10
"989","997","11,957",54,3,"7,067","17127","Sierra Nevada Ovila Brown - Mandarin Orange & Cocoa","In Europe, the combination of chocolate and orange has been a traditional mix for generations. Belgian-style brown ales naturally feature hints of chocolate, but this twist on the style is accented by the use of cocoa and abbey-grown mandarins for an updated interpretation of the classic pairing.",7,210,NA,53,95,99,NA,"Belgian Ale","Saison","Sierra Nevada Brewing Company","Commercial Brewery","Chico","CA","95928","USA",39.720955,-121.81888,4
"990","998","",54,NA,NA,NA,"De Ranke XX Bitter","XX-bitter is our most bitter, high-fermenting beer. Despite its low alcohol content, it produces a very rich, long lasting, full flavour.
 
Taste: Very bitter but still balanced. Long-lasting, distinct hop taste. Hops: Brewers Gold & Hallertau Mittelfr??h. 16??. 10 EBC. 60-65 IBU.",6,180,65,1448,95,99,NA,"Belgian Ale","Saison",NA,NA,NA,NA,NA,NA,NA,NA,4
"991","999","4,267",54,NA,NA,NA,"Dieu du Ciel Wallonade","",4,120,NA,66,95,99,NA,"Belgian Ale","Saison",NA,NA,NA,NA,NA,NA,NA,NA,4
"992","1,000","3,524",54,4,"38,089","24636","Cigar City Jean Ribault French Pale Ale","",6,180,NA,26,95,99,3.75,"Belgian Ale","Saison","Cigar City Brewing","Microbrewery","Tampa","FL","33607","USA",27.963798,-82.49537,4
"993","1,001","7,919",54,1,"20,324","5233","Leelanau Petoskey Pale Ale","Hand-crafted Pale Ale aged in French Oak Barrels. Our Petoskey Pale ale is aged in custom made, over-sized French oak vats with Petoskey stones.
 
A Grand Cru pale ale by The Leelanau Brewing Company. Created Exclusively for the Leelanau Brewing Company by Captain Ron Jeffries at Jolly Pumpkin Artisan Ales.",5.5,165,NA,151,95,99,NA,"Belgian Ale","Saison","Leelanau Brewing Company","Client Brewer","Lake Leelanau","MI","49653","USA",44.975051,-85.72325,4
"994","1,002","2,978",54,NA,NA,NA,"Buxton Anglo-Belgique","Pale ale with accentuated, IPA style hop character, fermented with Belgian a strain descended from Buxton's Patersbier.
V in Buxton's Belgian series.",6.8,204,NA,143,94,99,NA,"Belgian Ale","Saison",NA,NA,NA,NA,NA,NA,NA,NA,4
"995","1,003","",54,NA,NA,NA,"De la Senne / Pleine Lune / Bi??res Cultes S??neke","Collaboration entre Brasserie de la Senne - Brasserie de la Pleine Lune et Bi??res Cultes. Brass??e pour le Paris Beer Week 2016.",5.8,174,NA,70,94,99,NA,"Belgian Ale","Saison",NA,NA,NA,NA,NA,NA,NA,NA,4
"996","1,004","14,267",54,6,"1,502","13139","Wicked Weed Barrel Aged Lunatic","Belgian Blonde Ale aged in French Oak Foeders",7,210,NA,17,94,99,3.79,"Belgian Ale","Saison","Wicked Weed Brewing (AB-InBev)","Brew Pub","Asheville","NC","28801","USA",35.595661,-82.55632,4
"997","1,005","13,331",74,4,"9,749","18793","Toppling Goliath Mornin?? Delight","A huge Imperial Stout with an explosive espresso aroma followed by strong notes of maple syrup and vanilla.",12,360,50,193,100,100,NA,"Imperial Stout","Stout","Toppling Goliath","Microbrewery","Decorah","IA","52101","USA",43.345879,-91.77187,10
"998","1,006","13,331",74,4,"9,749","18793","Toppling Goliath Kentucky Brunch","This beer is the real McCoy. Barrel aged and crammed with coffee, none other will stand in it's way. Sought out for being delicious, it is notoriously difficult to track down. If you can find one, shoot to kill, because it is definitely wanted... dead or alive.",12,360,NA,122,100,100,NA,"Imperial Stout","Stout","Toppling Goliath","Microbrewery","Decorah","IA","52101","USA",43.345879,-91.77187,10
"999","1,008","3,524",74,4,"38,089","24636","Cigar City Hunahpu??s Imperial Stout - Double Barrel Aged","50% aged in Rum barrels, 50% aged in Apple Brandy barrels",11,330,NA,296,100,100,NA,"Imperial Stout","Stout","Cigar City Brewing","Microbrewery","Tampa","FL","33607","USA",27.963798,-82.49537,10
"1000","1,009","151",74,4,"34,375","6960","AleSmith Speedway Stout - Bourbon Barrel Aged","Special Markings: Gold foil neck and white numbering above rear label.  Some bottles have paper labels, some do not. We've matured our Russian Imperial Stout in premium bourbon barrels for up to one year to create the perfect blend of flavors. Notes of oak, vanilla, and bourbon add another level of complexity to this beer's already massive flavor profile of chocolate, Ryan Bros. Coffee, and roasted barley. Designed to be enjoyed now or aged in the bottle for years to come, this special release is truly a unique beer that is smooth as it is rare.",12,360,NA,857,100,100,NA,"Imperial Stout","Stout","AleSmith Brewing Company","Microbrewery","San Diego","CA","92126","USA",32.914346,-117.14116,10
"1001","1,010","13,171",74,4,"26,021","15101","Three Floyds Dark Lord Russian Imperial Stout - Bourbon Vanilla Bean","Dark Lord Russian Imperial Stout aged in a variety of Bourbon barrels with vanilla beans.

 

This listing is specifically for Bourbon Vanilla Bean Dark Lord. NOT Brandy.",14,420,NA,427,100,100,NA,"Imperial Stout","Stout","Three Floyds Brewing Company","Microbrewery","Munster","IN","46321","USA",41.551457,-87.50143,10
"1002","1,011","",74,NA,NA,NA,"Bell??s Black Note Stout","One of the most sought-after stouts in Bell's history, Black Note Stout blends the complex aromatics of Expedition Stout with the velvety smooth texture of Double Cream Stout, each aged in freshly retired oak bourbon barrels for months.

The resulting harmony of flavors captures the finest features of all three components: malty notes of dark chocolate, espresso and dried fruits, all buoyed by the warmth and fragrance of the bourbon barrel. Aimed squarely at the stout and bourbon aficionados, Black Note makes a grand statement about the art of the dark.",10.8,324,NA,936,100,100,NA,"Imperial Stout","Stout",NA,NA,NA,NA,NA,NA,NA,NA,10
"1003","1,012","3,524",74,4,"38,089","24636","Cigar City Final Push Imperial Stout","Imperial Stout aged on kopi luwak coffee, vanilla and cacao nibs",11,330,NA,152,100,100,NA,"Imperial Stout","Stout","Cigar City Brewing","Microbrewery","Tampa","FL","33607","USA",27.963798,-82.49537,10
"1004","1,013","151",74,4,"34,375","6960","AleSmith Speedway Stout","Bottle conditioned. 
Speedway Stout's ominous, pitch-black appearance has become a hallmark of this modern-day classic. Chocolate and roasted malts dominate the flavor, supported by notes of dark fruit, toffee, and caramel. A healthy dose of locally-roasted coffee from Ryan Bros. Coffee, Inc. added to each batch brings out the beer's dark chocolate flavors and enhances its drinkability. Despite its intensity, Speedway Stout's fine carbonation and creamy mouthfeel make it very smooth and surprisingly easy to drink. This beer ages very well and will continue to mature for many years to come.",12,360,70,2939,100,100,NA,"Imperial Stout","Stout","AleSmith Brewing Company","Microbrewery","San Diego","CA","92126","USA",32.914346,-117.14116,10
"1005","1,014","151",74,4,"34,375","6960","AleSmith Speedway Stout - Bourbon Barrel Aged: Vietnamese Coffee","Vietnamese Speedway stout aged in bourbon barrels.",12,360,NA,160,100,100,NA,"Imperial Stout","Stout","AleSmith Brewing Company","Microbrewery","San Diego","CA","92126","USA",32.914346,-117.14116,10
"1006","1,016","3,524",74,4,"38,089","24636","Cigar City Hunahpu??s Imperial Stout","In Mayan mythology, Hun Hunahpu was the father of the Mayan hero twins Hunahpu and Xbalanque. Hun Hunahpu, along with his brother Vucub Hunahpu, was tricked by the Dark Lords of the underworld and slain. Hun Hunahpu's corpse morphed into a cacao tree, his head becoming a cacao pod, which in typically awesome mythology fashion, spit upon the hand of a young maiden named Xiquic who promptly became pregnant with the hero twins. The twins would ultimately grow up to avenge their father and uncle and defeat the Dark Lords and ascend the heavens to become the moon and sun.
 
We brew Hunahpu's Imperial Stout once a year and release it only at the brewery. We will continue to do so until the end of the cycle. 

Released on the second Saturday in March at the brewery.",11,330,NA,989,100,100,NA,"Imperial Stout","Stout","Cigar City Brewing","Microbrewery","Tampa","FL","33607","USA",27.963798,-82.49537,10
"1007","1,017","13,171",74,4,"26,021","15101","Three Floyds Dark Lord Russian Imperial Stout","A Demonic Imperial Russian stout brewed
with Dark Matter Coffee coffee,vanilla, and molasses.
 DarkLord is only available once a year at DarkLord Day at the Three Floyds Brewpub. Vintage guide: 
Red wax = 2004 
Orange wax = 2005 
Gold wax = 2006 
Silver wax = 2007 
Black wax = 2008 
White wax = 2009 
Green wax = 2010 - 15% ABV 
Yellow wax = 2011 - 15% ABV 
Red wax = 2012 - 15% ABV 
Orange wax = 2013 - New Label 15% ABV 
Blue wax = 2014 - 15% ABV 
Burgundy wax = 2015",15,450,NA,1842,100,100,NA,"Imperial Stout","Stout","Three Floyds Brewing Company","Microbrewery","Munster","IN","46321","USA",41.551457,-87.50143,10
"1008","1,018","5,239",74,4,"15,169","13540","Founders KBS (Kentucky Breakfast Stout)","A bit of backwoods pleasure without the banjo. This strong stout is brewed with a hint of coffee and vanilla then aged in oak bourbon barrels. Our process ensures that strong bourbon undertones come through in the finish in every batch we brew. We recommend decanting at room temperature and best enjoyed in a brandy snifter.",11.2,336,70,2624,100,100,NA,"Imperial Stout","Stout","Founders Brewing Company","Microbrewery","Grand Rapids","MI","49503","USA",42.964176,-85.65885,10
"1009","1,027","4,008",74,4,"33,903","14425","Cycle Trademark Dispute (Yellow)","Bourbon barrel aged imperial stout with Coffee, Cinnamon.  
Previously known as Pallet #1",NA,NA,NA,107,100,100,NA,"Imperial Stout","Stout","Cycle Brewing","Microbrewery","Saint Petersburg","FL","33701","USA",27.770955,-82.63931,10
"1010","1,175","",30,NA,NA,NA,"Lawson??s Finest Double Sunshine IPA","This American Double India Pale Ale is packed with juicy tropical fruit flavors and bright herbal aroma, thanks to the abundance of US-grown hops.",8,240,NA,218,100,100,NA,"Imperial IPA","IPA",NA,NA,NA,NA,NA,NA,NA,NA,6
"1011","1,019","5,740",74,3,"6,982","11056","Goose Island Bourbon County Stout","""I really wanted to do something special for our 1000th batch at the original brewpub.  Goose Island could have thrown a party.  But we did something better.  We brewed a beer.  A really big batch of stout-so big the malt was coming out of the top of the mash tun.  After fermentation we brought in some bourbon barrels to age the stout.  One hundred and fifty days later, Bourbon County Stout was born-A liquid as dark and dense as a black hole with a thick foam the color of bourbon barrels.  The nose is a mix of charred oak, vanilla,carmel and smoke.  One sip has more flavor than your average case of beer.  It overpowers anything in the room.  People have even said that it's a great cigar beer, but I haven't yet tried a cigar that would stand up to it.""  Brewmaster Greg Hall;   
 
IBU's 60-High
Color - Midnight
 
Was 11% abv, 
2007 and 2008 - 13% abv  
2011 - 14.5% abv  
2012 - 15% abv 
2013 - 14.9% abv 
2014 - 14.4% abv  
2015 - 14.2% abv  
2016 - 13.9% abv  
 
Editor's Note: Baudoinia Fulton & Wood Series offering (And the Low Storage entry from FoBAB 2012) is simply Bourbon County Stout aged in the same barrels. It has been alted as it offers no different recipe or barrel type simply the presence of a distillers fungus on the barrels that adds no distinct characteristic to the beer from the fungus itself except for possible oxygen exposure changes. While Brewers Intent indicates that they consider it a new beer, no true distinction aside from this oxidation amount and possible aging time differences separates the beers. It's essentially a single barrel Bourbon County version something we have always treated as regular Bourbon County Stout in the past.",13.9,417,60,2868,100,100,NA,"Imperial Stout","Stout","Goose Island Beer Company (AB-InBev)","Commercial Brewery","Chicago","IL","60612","USA",41.880682,-87.6877,10
"1012","1,020","",74,NA,NA,NA,"Bell??s Expedition Stout","One of the earliest examples of the Russian Imperial Stout in the United States, Expedition Stout offers immensely complex flavors crafted specifically with vintage aging in mind, as its profile will continue to mature and develop over the years. A huge malt body is matched to a heady blend of chocolate, dark fruits, and other aromas. Intensely bitter in its early months, the flavors will slowly meld and grow in depth as the beer ages.  Available October-March.",10.5,315,NA,3181,100,100,NA,"Imperial Stout","Stout",NA,NA,NA,NA,NA,NA,NA,NA,10
"1013","1,021","10,151",74,4,"33,751","4037","Perennial Abraxas - Barrel Aged","Imperial Stout aged 11 months in Rittenhouse Rye Whiskey barrels with cacao nibs, ancho chilies, vanilla beans, and cinnamon.",11,330,NA,211,100,100,NA,"Imperial Stout","Stout","Perennial Artisan Ales","Microbrewery","Saint Louis","MO","63111","USA",38.559302,-90.25174,10
"1014","1,022","5,740",74,3,"6,982","11056","Goose Island Bourbon County Stout - Coffee","Everyday Goose Island smells the wonderful coffee roasting next to our brewery at Chicago's Intelligentsia Coffee and Tea. This world class roaster puts the same passion and skill into their coffee as Goose Island does with its beer. This excellent stout is made with a different coffee from our friends next door each year. With the change in coffee comes a change in the flavor profile, making each release truly unique from the previous years.
 
- First bottle release seen in Spring 2010 as ""Bourbon County Coffee Stout"".
 
- Also available previous years at the brewpub as ""Black Cat Bourbon County Stout""
 
2010 Bottling: Intelligentsia Black Cat
 2010 Draft: Intelligentsia Bosque Lya
 2011 Draft: Intelligentsia Honey Badger
 2011 Draft: Intelligentsia Edelweiss
 2011 Bottling: Intelligentsia Anjilanaka
 2012 Bottling: Intelligentsia La Tortuga
 2013 Draft: Intelligentsia El Diablo
 2013 Draft: Kangocho Kenyan Coffee
 2013 Draft: Fazenda Brazilian Coffee
 2013 Bottling: Intelligentsia Los Inmortales
 2014 Release - Intelligentsia Zirikana from Rwanda
 2015 Release - Intelligentsia Los Delirios from Nicaragua",13.4,402,60,957,100,100,NA,"Imperial Stout","Stout","Goose Island Beer Company (AB-InBev)","Commercial Brewery","Chicago","IL","60612","USA",41.880682,-87.6877,10
"1015","1,050","14,139",74,4,"25,875","6745","Westbrook Mexican Cake Imperial Stout - Bourbon Coconut","",10.5,315,NA,54,100,99,NA,"Imperial Stout","Stout","Westbrook Brewing","Microbrewery","Mount Pleasant","SC","29464","USA",32.813518,-79.85899,10
"1016","1,065","",91,NA,NA,NA,"La Brique Manoir du Parc Authentic Poire","100% Fermented Pear Juice from Normandy",3,90,NA,17,81,99,3.49,"Perry","Other (Cider, Mead, etc.)",NA,NA,NA,NA,NA,NA,NA,NA,1
"1017","1,023","",74,NA,NA,NA,"Mikkeller Beer Geek Vanilla Shake (Bourbon Edition)","In the beer geek breakfast series ?? the beer that really put Mikkeller on the map, we decided to shake things up by adding a truck load of vanilla to the french press coffee trick, creating a whole new dimension to the beer that are loved by freaks and geeks worldwide. Not only that, we then placed it in bourbon barrels for 8 months for a truly unique beer experience. It's dark, dangerous, sweet and incredibly tasty as you would expect, but most of all; it's ready to conquer your breakfast table routines.
Please note: The label is the same as the regular version. This one comes with a limited edition yellow wax.",13,390,NA,224,100,100,NA,"Imperial Stout","Stout",NA,NA,NA,NA,NA,NA,NA,NA,10
