"","id","brewery_id","beer_style_id","brewery_type_id","post_code","loc_id","name","description","abv","calories","ibu","num_ratings","overall_rating","beer_style_rating","mean_rating","beer_style_name","beer_style_norm","brewery_name","brewery_type","city","state","zip_code","country","lat","long"
"466","934","3,524",65,4,"38,089","24636","Cigar City Enthalpy of Vaporization","",5.4,162,NA,13,63,92,3.4,"California Common","Pils/Lager","Cigar City Brewing","Microbrewery","Tampa","FL","33607","USA",27.963798,-82.49537
"467","935","4,934",65,4,"31,446","9116","Fat Point Big Boca Ale","Light and crisp session ale brewed with Pilsner base and a blend of Caramel and Vienna malts. Smooth and easy to drink, this California Common has a mild and pleasant hop character that subtly hits you up front and finishes with spicy, herbal, and citrus tones.",5.1,153,38,10,64,91,3.43,"California Common","Pils/Lager","Fat Point Brewing","Microbrewery","Punta Gorda","FL","33950","USA",26.914393,-82.04106
"468","938","1,125",65,4,"42,578","9821","Berryessa Common Sense","Pours a nice deep straw color with a thick white head a light floral aroma and a soft malt base perfect for sipping with friends. IT JUST MAKES SENSE!",4.8,144,20,16,61,89,3.35,"California Common","Pils/Lager","Berryessa Brewing Company","Microbrewery","Winters","CA","95694","USA",38.537434,-121.97757
"469","939","7,733",65,4,"1,273","25073","Lake Louie Hop-A-Louie Series #  1: Mosquito Beach","Our first Lager beer! A deep gold ??California Common??. Hoppy, refreshing and perfect for summer.",5.8,174,30,28,60,88,3.3,"California Common","Pils/Lager","Lake Louie Brewing","Microbrewery","Arena","WI","53503","USA",43.150122,-89.92545
"470","942","1,153",65,6,"1,502","13139","Bhramari Carolina Common","Notes of caramel and sweet corn.",5.8,174,17,11,60,90,3.39,"California Common","Pils/Lager","Bhramari Brewing Co.","Brew Pub","Asheville","NC","28801","USA",35.595661,-82.55632
"471","943","7,416",65,4,"10,776","14237","Key Chesapeake Common","Our take on the great California steam beers where a lager is fermented at ale fermentation temperatures which lead to a pleasant fruity pale ale-like flavor and aroma profiles. The Northern Brewer hops adds a unique and pleasing mint and woody flavor.",4.8,144,37,12,56,88,3.35,"California Common","Pils/Lager","Key Brewing Company","Microbrewery","Dundalk","MD","21222","USA",39.263162,-76.5082
"472","944","9,156",65,4,"20,289","6182","Mudshark Spring Training Steam","This is an uncommon ""common"" ale that will help bring in the summer through spring training. A golden ale that is malty and toasted with a pronounced earthy spicy hopiness to balance out the sweetness. Whether you are watching spring baseball or need to be refreshed after your own spring workout there is no better way to lead into summer.",5.2,156,NA,10,56,88,3.36,"California Common","Pils/Lager","Mudshark Brewing Company","Microbrewery","Lake Havasu City","AZ","86403","USA",34.483582,-114.33694
"473","1,174","6,469",30,4,"15,509","16829","Hill Farmstead Society & Solitude #6","Imperial Pale Ale featuring the Mosaic hop variety.",8,240,NA,106,100,100,NA,"Imperial IPA","IPA","Hill Farmstead Brewery","Microbrewery","Greensboro Bend","VT","05842","USA",44.574196,-72.24333
"474","1,503","4,819",90,1,"4,794","4881","Evil Twin Imperial Doughnut Break - Raspberry","",11.5,345,NA,41,99,96,NA,"Imperial Porter","Porter","Evil Twin Brewing","Client Brewer","Brooklyn","NY","11249","USA",40.62327,-74.0295
"475","945","821",65,4,"30,980","10960","Base Camp Gold Rush India Oat Common","The traditional character of a warm-fermented California Common hitches up with a big velvety dose of oats and a mother lode of hops.  If you're prospecting for your lupulin fix, look no further.  Dosed with Summit, Meridian, Santiam, Cascade, and US Fuggle, the Gold Rush is rich with hoppy flavor and aroma.  The rich flavor of Vienna malt and English toasted oat malt provides plenty of deep, smooth balance.",7.4,222,59,12,69,92,3.49,"California Common","Pils/Lager","Base Camp Brewing Company","Microbrewery","Portland","OR","97214","USA",45.51379,-122.6458
"476","947","13,282",65,6,"15,393","19302","Titletown Steam Engine Common","This beer is brewed using a lager yeast which is then fermented at ale temperatures. That is why it is considered a hybrid beer. This process provides a crsip and clean flavor but without the fruity esters of an ale. 
Caramel and Pale Ale malts with Amarillo Hops were used to create this somewhat hoppy, copper colored ale.",5.3,159,NA,10,72,85,3.51,"California Common","Pils/Lager","Titletown Brewing Company","Brew Pub","Green Bay","WI","54303","USA",44.530892,-88.04482
"477","948","13,171",65,4,"26,021","15101","Three Floyds Kalifornia Uncommon","Brewers of Indiana Guild Beer 2005",5,150,NA,23,71,88,3.35,"California Common","Pils/Lager","Three Floyds Brewing Company","Microbrewery","Munster","IN","46321","USA",41.551457,-87.50143
"478","949","10,312",65,6,"12,079","16146","Pizza Boy Uncommonly Common","",4.9,147,NA,10,54,84,3.33,"California Common","Pils/Lager","Pizza Boy Brewing","Brew Pub","Enola","PA","17025","USA",40.28807,-76.94251
"479","950","3,535",65,5,"31,721","18899","Cismontane Chardonnay Barrel Aged The Citizen","",6,180,45,12,71,83,3.46,"California Common","Pils/Lager","Cismontane Brewing","Brew Pub/Brewery","Rancho Santa Margarita","CA","92688","USA",33.639994,-117.60351
"480","951","13,331",65,4,"9,749","18793","Toppling Goliath Dorothy??s New World Lager","Our flagship beer was named after our founder's grandmother, Dorothy. Easy drinking light, in color and in body, this steam lager is meant to be enjoyed any time of day. We usually have ours with breakfast.",5.5,165,11,283,51,83,NA,"California Common","Pils/Lager","Toppling Goliath","Microbrewery","Decorah","IA","52101","USA",43.345879,-91.77187
"481","952","862",65,4,"24,922","23182","Bauhaus Brew Labs Wagon Party West C??ast Lager","All kinds of people made the wagon trip into the Wild West: bankers from Boston, carpenters from Ohio, even brewers from Bavaria. After fording rivers and not dying of cholera or exhaustion, these brave folks would have enjoyed a tasty beer at the end of the trail. Fermented with lager yeast at higher ale temperatures, this beer is an homage to an American beer style that emerged during the California Gold Rush. Its firm, grainy maltiness and hoppy aromas of tangerine, apricot and citrus will make you want to party like it's 1849.",5.4,162,55,34,52,83,3.24,"California Common","Pils/Lager","Bauhaus Brew Labs","Microbrewery","Minneapolis","MN","55413","USA",44.997665,-93.24927
"482","954","6,469",54,4,"15,509","16829","Hill Farmstead E.","E. is for Edward (1917-2002), my grandfather, as well as the name of the first beer that I brewed in my brewery on March 30, 2010.  E. is for Easter; brewing in Denmark revealed a European tradition of crafting Easter (P??ske) beer.  Thus, in honor of E., to the past and future emprises here on Hill Road, a special first anniversary release.  Edward fermented with yeasts of Belgian origin, tank conditioned over four months, dry hopped with Galaxy hops, and bottle conditioned.  E is for Entelechy, the continued actualization of our potential through spirited effort and vision. 
 

13??P 6.2% abv. Pale and Caramel Malt; Centennial, Chinook, Columbus, Simcoe, Warrior, and Galaxy Hops; Saison and Brettanomyces Yeast, and our Well Water.

 
Released usually every year. No 2013 version released. Last batch released March of 2016.",6.2,186,NA,238,99,100,NA,"Belgian Ale","Saison","Hill Farmstead Brewery","Microbrewery","Greensboro Bend","VT","05842","USA",44.574196,-72.24333
"483","958","11,512",54,4,"5,825","13512","Sante Adairius Cuspid to Cuspid","Cuspid to Cuspid is a blend of two distinct Belgian-style ales fermented in oak barrels. Its impressive ruby-hue and dry, tannic mouthfeel are derived from aging on black currants. Rouse the fruit and yeast into suspension as you pour it into a stemmed glass. We hope this offering from our cellar will inspire warm conversation and many smiles. Sante!
 
2014 Cellar Release",7.5,225,NA,13,99,100,4.1,"Belgian Ale","Saison","Sante Adairius Rustic Ales","Microbrewery","Capitola","CA","95010","USA",36.9761,-121.95316
"484","959","3,949",54,4,"10,036","8398","Crooked Stave Beer Table Table Beer","I brew beer for the love of science. Every batch we brew has new parameters and new variables and I plush to continually evolve our process and the flavors of our beers. This is a lightly tart golden beer with a small touch of Brett and heavy handed hopping. - Chad Yakobson, Owner/Brewer, Crooked Stave Artisan Beer Project",3.6,108,NA,62,99,100,NA,"Belgian Ale","Saison","Crooked Stave","Microbrewery","Denver","CO","80216","USA",39.784622,-104.96214
"485","962","7,193",54,4,"10,276","25362","Jolly Pumpkin Luciernaga  (The Firefly)","The Firefly, an artisan pale ale brewed in the Grand Cru tradition. Enjoy its golden effervescence and gentle hop aroma. Coriander and Grains of Paradise round out the spicy palate, melting o so softly into a silken finish of hoppiness and bliss! Make any season a celebration!",6.5,195,NA,940,98,100,NA,"Belgian Ale","Saison","Jolly Pumpkin Artisan Ales","Microbrewery","Dexter","MI","48130","USA",42.344837,-83.89907
"486","963","2,556",54,4,"8,451","16805","Ommegang Game of Thrones #6 - Seven Kingdoms","Seven Hells! Seven Kingdoms Hoppy Wheat Ale, the newest beer in the Game of Thrones series from HBO Global Licensing and Brewery Ommegang, is slated to debut this spring ahead of the premiere of season six of HBO's critically-acclaimed and Emmy award-winning show. The brew will be available all throughout the realm ?? the United States that is ?? both on draft and in large-format 750ml bottles. 
 
Seven Kingdoms is a marriage of a traditional Belgian-style wheat and a hop-forward American ale ?? but unlike so many of the marriages on the show, the resulting hoppy wheat is pleasant, playful and inspired. At 6.9% ABV, it possesses a nuanced complexity that pairs nicely with the hop-forward characteristics that make it surprisingly refreshing. 

??We love bringing as much inspiration, thoughtfulness and creativity to the Game of Thrones beers as we can,?? said Mike McManus, Innovation Manger at Brewery Ommegang. ??This last season, the imaginativeness of the show was pretty astounding so we aimed for a beer that could hope to match that. A fusion of two wonderful styles was an idea that really excited our team.?? 

??With Seven Kingdoms, Ommegang has crafted another excellent brew which we know our fans will love,?? said Josh Goodstadt, Vice President of Global Licensing at HBO. ??The world of Westeros is varied and complex and this varietal embodies those characteristics while offering a new and unique taste to beer drinkers.?? 

Seven Kingdoms pours a hazy pale yellow with a thick cap of pure white foam. The aroma is floral, citrusy with a touch of passion fruit and a slightly herbal hop aroma underpinned with yeast notes of banana, ripe fruit, and spicy phenols. The taste is a full, round hop flavor with tart orange and lemon with a substantial wheat maltiness and the finish has slightly lingering hop notes without being harshly bitter. The mouthfeel is smooth and silken owing to the wheat and oats. 

The new brew is hopped with Bravo, Centennial, Citra, Cascade, and Columbus, and brewed with pilsner, white and red wheat, oats, and a touch of sugar to lighten the body. Ommegang's unique house yeast is used in both primary fermentation and bottling conditioning.",6.9,207,NA,204,97,100,NA,"Belgian Ale","Saison","Brewery Ommegang  (Duvel-Moortgat)","Microbrewery","Cooperstown","NY","13326","USA",42.703091,-74.91413
"487","964","7,193",54,4,"10,276","25362","Jolly Pumpkin Fuego del Otono (Autumn Fire)","Autumn Fire 
 Ale brewed with chestnut and spices
 To catch a bit of soft radiance in each special bottle, we wait for fall colors to begin their bright and fleeting glow before brewing this wonderful ale under their autumn fire. Gentle amber malts lead smooth caramel notes, gently lapping against a shore of distant forgotten spice. A beer to contemplate and enjoy!",6.1,183,NA,654,97,100,NA,"Belgian Ale","Saison","Jolly Pumpkin Artisan Ales","Microbrewery","Dexter","MI","48130","USA",42.344837,-83.89907
"488","965","173",54,4,"30,945","11808","Allagash Sixteen Counties Ale (2016 - )","We named this beer to honor the rich tradition of farming in the sixteen counties of Maine. We brew the beer with malted Maine-grown barley, unmalted Maine-grown red wheat, and Maine-grown organic oats.
Sixteen Counties has a bright copper hue with aromas of lemon rind, flowers, and candied grapefruit.  The first sip opens with herbal hop notes, wheat cracker, and citrus and ends with a balanced, dry finish.",7.3,219,NA,93,97,100,NA,"Belgian Ale","Saison","Allagash Brewing Company","Microbrewery","Portland","ME","04103","USA",43.685882,-70.2903
"489","1,385","10,315",61,6,"5,901","2614","Pizza Port Junkle N Da Trunkle Dunkle","",5.2,156,NA,42,83,99,NA,"Dunkel/Tmav??","Brown/Amber Ale","Pizza Port (Carlsbad)","Brew Pub","Carlsbad","CA","92008","USA",33.158137,-117.32646
"490","966","12,491",54,1,"2,278","7362","Stillwater Beer Table Table Beer","So for designing my table beer I had to balance all my imbibing desires into a product that would always quench my thirst. I compiled some of my favorite attributes into a format that would be pleasing on any day or time. Low abv, dry finish with a light funky yeast esters that are accented with a abundance of earthy & fruity hops. Balance is always the goal, but for this I also wanted extreme quaff-ability, refreshment, and subtle complexity.. Classic? perhaps. www.tablebeer.com",4.7,141,NA,201,97,100,NA,"Belgian Ale","Saison","Stillwater Artisanal","Client Brewer","Baltimore","MD","21224","USA",39.284607,-76.55696
"491","968","173",54,4,"30,945","11808","Allagash Confluence Ale","Allagash Confluence Ale is created with a mixed fermentation; utilizing our house primary Belgian style yeast in combination with our proprietary Brettanomyces strain. The two yeast strains work in tandem creating a marriage between spice and fruit flavors that ultimately leave a lingering silky mouth feel.

Confluence is brewed with a blend of both imported pilsner and domestic pale malts as well as a portion of caramel malt, resulting in a complex malty profile. Tettnang and East Kent Golding hops are added in the brew process to balance the intricate malty profile while adding a sweet and spicy citrus aroma.

After fermentation, Confluence undergoes a lengthy aging process in stainless steel tanks to enhance the flavors. Prior to bottling, it is dry hopped with a Glacier hops, providing a pleasant balance of aromas. Confluence is then bottle conditioned and aged in our cellar prior to release.
ABV: 7.4%
Original Gravity: 1064
Recommended Cellaring Temp: 50??F
Recommended Serving Temp: 40-50??F",7.4,222,NA,449,97,100,NA,"Belgian Ale","Saison","Allagash Brewing Company","Microbrewery","Portland","ME","04103","USA",43.685882,-70.2903
"492","969","10,391",54,4,"34,651","17796","Lost Abbey Saints Devotion","A Brett-finished version of our Devotion Ale. Saint's Devotion is bottle conditioned with brettanomyces to deepen the layers of flavor on our most hop-forward beer from Lost Abbey lineup.",6.8,204,NA,428,97,100,NA,"Belgian Ale","Saison","Port Brewing Company / The Lost Abbey","Microbrewery","San Marcos","CA","92069","USA",33.144908,-117.17128
"493","973","8,828",54,4,"973","29536","Midnight Sun 2007 Deadly Sins: Pride","Pride is the excessive belief in one's own abilities and achievements.

PRIDE Belgian-style Strong Pale Ale is the smart, sexy, strong 'golden child' of the series. Aged in chardonnay oak barrels and infused with Brettanomyces, Pride has much, much, too much to boast about.

PRIDE...It really isn't you...it's ME.",6.5,195,40,100,96,99,NA,"Belgian Ale","Saison","Midnight Sun Brewing Company","Microbrewery","Anchorage","AK","99507","USA",61.154834,-149.82865
"494","976","12,491",54,1,"2,278","7362","Stillwater Tenacity (/t????nas??d??/)","Wild Farmhouse IPA",6,180,NA,64,96,99,NA,"Belgian Ale","Saison","Stillwater Artisanal","Client Brewer","Baltimore","MD","21224","USA",39.284607,-76.55696
"495","977","6,593",54,5,"35,214","13678","Holy Mountain The Third (3rd) Nail","In celebration of the third anniversary of one of our very favorite bars, we present the Third Nail: a Belgian-style Pale Ale brewed with American hops, aged in white wine barrels sourced from the Napa Valley with Brett taken from one of our favorite Belgian breweries.",6,180,NA,15,96,99,3.87,"Belgian Ale","Saison","Holy Mountain Brewing Company","Brew Pub/Brewery","Seattle","WA","98119","USA",47.57487,-122.39392
"496","978","4,819",54,1,"4,794","4881","Evil Twin Femme Fatale Brett","Danish: IPA g??ret 100% med brettanomyces og humlet med Galaxy, Citra, Summit og Cascade.
 
English: To take up the challenge and make a 100% true Brett beer can very easily become a fatal attraction for the Brewmaster. Ones you get acquainted with Bretts irresistible, seductive, alluring and very charming nature, it will ensnare you and drive you to the point of obsession to create the desirable tangy, funky, tart flavor in ya mouth.",6,180,NA,362,96,99,NA,"Belgian Ale","Saison","Evil Twin Brewing","Client Brewer","Brooklyn","NY","11249","USA",40.627946,-73.94552
"497","980","5,871",54,4,"34,303","6960","Green Flash Rayon Vert","If Green Flash were founded in historical Belgium, Rayon Vert would have been our flagship brew. A bold layering of hops finds balance from traditional malts. Bottle conditioning with fresh ale yeast and Brettanomyces finishes the beer, adding a delightful effervescence, dryness and continuously evolving character. Rayon Vert is Green Flash.",7,210,32,820,96,99,NA,"Belgian Ale","Saison","Green Flash Brewing Company","Microbrewery","San Diego","CA","92121","USA",32.899996,-117.20722
"498","983","10,151",54,4,"33,751","4037","Perennial Hommel Bier","In the hop capital of Belgium, Hommel is the word for humulus, the plant genus where hops reside. Our Hommel Bier defies tradition by combining North American malts, Pacific Northwest hops, and a Belgian yeast strain. The result is a beer that combines earthy and spicy tones from the yeast with a slight orange note contributed by the hops. We think it's buzzworthy.",5.9,177,NA,189,96,99,NA,"Belgian Ale","Saison","Perennial Artisan Ales","Microbrewery","Saint Louis","MO","63111","USA",38.559302,-90.25174
"499","985","2,556",54,4,"8,451","16805","Ommegang Belgian-style Pale Ale (BPA)","This fine pale ale has citrus and tropical fruit aromatic shared with a well-balanced ?? yet abundant ?? hop character. It uses our own Belgian yeast, five malts, two hops, and plenty of patience. Finishing touches include dry-hopping with Cascade hops and warm-cellaring.",6.2,186,NA,614,95,99,NA,"Belgian Ale","Saison","Brewery Ommegang  (Duvel-Moortgat)","Microbrewery","Cooperstown","NY","13326","USA",42.703091,-74.91413
"500","986","11,372",54,5,"34,794","22924","Russian River Redemption (Batch 002+)","Editor's Note:  There is no brettanomyces in the base Redemption beer served at the brewpub.  This entry is for the draught version as well as bottled batches 002 and onward.
 
 ABV info: 
Batch 002: bottle listed as 4.8%, actual ABV 6.14%. 
Batch 003: bottle listed as 5.3%, actual ABV 6.01%. 
Batch 004: bottle listed as 5.65% 
Batch 005: bottle listed as 5.65%  
Batch 008: bottle listed as 5.15%  
Batch 009: bottle listed as 5.15% 
Batch 010: bottle listed as 5.15%",5.15,155,NA,683,95,99,NA,"Belgian Ale","Saison","Russian River Brewing","Brew Pub/Brewery","Santa Rosa","CA","95404","USA",38.457611,-122.69317
"501","987","2,556",54,4,"8,451","16805","Ommegang Fleur De Houblon","Nothing is more evocative of summer than the beautiful aroma of flowers, and the favored flowers of brewers are hops. Our brand new summer ale, Fleur de Houblon (Hop Flowers), is brewed to bring the many elements of summer into a refreshing and easy-to-drink Belgian-style ale.

Fleur de Houblon is a rich gold color with distinct floral hops in the aroma that follow through in the taste. Whole-cone Bravo hops are used to impart their earthy, fruity, and floral aromas and flavors. The body and flavor are clean and dry, with pleasing complexity and spicy notes from both primary and secondary fermentation with our unique Ommegang house yeast.",6.8,204,NA,411,95,99,NA,"Belgian Ale","Saison","Brewery Ommegang  (Duvel-Moortgat)","Microbrewery","Cooperstown","NY","13326","USA",42.703091,-74.91413
"502","1,388","7,016",61,6,"26,462","29575","Iron Hill Munich Dunkel","This dark brown lager has a pronounced malty aroma and flavor that dominates the crisp, clean, moderate hop bitterness.",5,150,NA,33,87,99,3.49,"Dunkel/Tmav??","Brown/Amber Ale","Iron Hill Newark","Brew Pub","Newark","DE","19711","USA",39.700561,-75.7431
"503","989","12,491",54,1,"2,278","7362","Stillwater Babylonian Style Ale (Omnipollo Nebuchadnezzar Remix)","Inspired by the artistry and assertiveness of Omnipollo's Nebuchadnezzar.  I decided on a demure approach.  Expressing the lovely hop profile of the original & tying it together with farmhouse yeast & brettanomyces for a fruity, funky fiesta. - Brian (Stillwater Artisanal)",6,180,NA,93,95,99,NA,"Belgian Ale","Saison","Stillwater Artisanal","Client Brewer","Baltimore","MD","21224","USA",39.284607,-76.55696
"504","991","173",54,4,"30,945","11808","Allagash House Beer","A Belgian style pale ale dubbed House Beer. A brewery only release brewed to be an easy drinker to compliment food. Much like a table wine.",4.5,135,NA,93,95,99,NA,"Belgian Ale","Saison","Allagash Brewing Company","Microbrewery","Portland","ME","04103","USA",43.685882,-70.2903
"505","992","9,329",54,4,"26,685","20574","New Glarus R & D Golden Ale (2015)","The 2015 Golden Ale was brewed by Diploma Master Brewer Daniel Carey. The 2015 Golden Ale is a Belgian Trappist Style Ale brewed with Czech & Munich malts. German Saphir and French Strisselspalt hops were used for the kettle boil. The 2015 Golden Ale was than dry hopped and is naturally bottle conditioned with Ale and Brett yeast.",6,180,38,36,95,99,3.73,"Belgian Ale","Saison","New Glarus Brewing Company","Microbrewery","New Glarus","WI","53574","USA",42.81636,-89.64075
"506","1,007","13,171",74,4,"26,021","15101","Three Floyds Dark Lord Russian Imperial Stout - Bourbon Barrel Aged","Dark Lord aged in a variety of Bourbon barrels including Woodford Reserve and Heaven Hill. 
 
This listing is specifically for Bourbon barrel aged variants of Dark Lord. NOT Brandy.",15,450,NA,413,100,100,NA,"Imperial Stout","Stout","Three Floyds Brewing Company","Microbrewery","Munster","IN","46321","USA",41.551457,-87.50143
"507","995","173",54,4,"30,945","11808","Allagash Hoppy Table Beer","While Hoppy Table Beer was inspired by the Belgian tradition of low-ABV, easily drinkable beers, it still occupies a hop-forward spot all its own. Brewed with our 2-row malt blend, Maris Otter malt, and oats, the beer is then spiced with a subtle addition of coriander. We ferment it with our house yeast for classic Belgian citrus aromas. Hoppy Table Beer is hopped with Chinook, Cascade, Comet, and Azacca hops, then dry hopped with more Comet and Azacca. A mildly hoppy aroma full of grapefruit springs from this straw-colored, light-bodied ale. Flavors of pine and stone fruit balance the beer's clean, slightly bitter finish.",4.9,147,NA,82,95,99,NA,"Belgian Ale","Saison","Allagash Brewing Company","Microbrewery","Portland","ME","04103","USA",43.685882,-70.2903
"508","996","10,179",54,4,"17,446","13536","pFriem Brett Brux Pale Ale","Although Brett wild yeasts fell out of favor after the Industrial revolution for being too unwieldy, pFriem has reintroduced them in our Brett Brux Pale. Its flavors of plum, spice and green tomato, paired with an effervescent finish and lingering bitterness will have you toasting Brett's big come back.",6.9,207,NA,14,95,99,3.84,"Belgian Ale","Saison","pFriem Family Brewers","Microbrewery","Hood River","OR","97031","USA",45.673147,-121.5368
"509","997","11,957",54,3,"7,067","17127","Sierra Nevada Ovila Brown - Mandarin Orange & Cocoa","In Europe, the combination of chocolate and orange has been a traditional mix for generations. Belgian-style brown ales naturally feature hints of chocolate, but this twist on the style is accented by the use of cocoa and abbey-grown mandarins for an updated interpretation of the classic pairing.",7,210,NA,53,95,99,NA,"Belgian Ale","Saison","Sierra Nevada Brewing Company","Commercial Brewery","Chico","CA","95928","USA",39.720955,-121.81888
"510","1,000","3,524",54,4,"38,089","24636","Cigar City Jean Ribault French Pale Ale","",6,180,NA,26,95,99,3.75,"Belgian Ale","Saison","Cigar City Brewing","Microbrewery","Tampa","FL","33607","USA",27.963798,-82.49537
"511","1,001","7,919",54,1,"20,324","5233","Leelanau Petoskey Pale Ale","Hand-crafted Pale Ale aged in French Oak Barrels. Our Petoskey Pale ale is aged in custom made, over-sized French oak vats with Petoskey stones.
 
A Grand Cru pale ale by The Leelanau Brewing Company. Created Exclusively for the Leelanau Brewing Company by Captain Ron Jeffries at Jolly Pumpkin Artisan Ales.",5.5,165,NA,151,95,99,NA,"Belgian Ale","Saison","Leelanau Brewing Company","Client Brewer","Lake Leelanau","MI","49653","USA",44.975051,-85.72325
"512","1,004","14,267",54,6,"1,502","13139","Wicked Weed Barrel Aged Lunatic","Belgian Blonde Ale aged in French Oak Foeders",7,210,NA,17,94,99,3.79,"Belgian Ale","Saison","Wicked Weed Brewing (AB-InBev)","Brew Pub","Asheville","NC","28801","USA",35.595661,-82.55632
"513","1,005","13,331",74,4,"9,749","18793","Toppling Goliath Mornin?? Delight","A huge Imperial Stout with an explosive espresso aroma followed by strong notes of maple syrup and vanilla.",12,360,50,193,100,100,NA,"Imperial Stout","Stout","Toppling Goliath","Microbrewery","Decorah","IA","52101","USA",43.345879,-91.77187
"514","1,006","13,331",74,4,"9,749","18793","Toppling Goliath Kentucky Brunch","This beer is the real McCoy. Barrel aged and crammed with coffee, none other will stand in it's way. Sought out for being delicious, it is notoriously difficult to track down. If you can find one, shoot to kill, because it is definitely wanted... dead or alive.",12,360,NA,122,100,100,NA,"Imperial Stout","Stout","Toppling Goliath","Microbrewery","Decorah","IA","52101","USA",43.345879,-91.77187
"515","1,008","3,524",74,4,"38,089","24636","Cigar City Hunahpu??s Imperial Stout - Double Barrel Aged","50% aged in Rum barrels, 50% aged in Apple Brandy barrels",11,330,NA,296,100,100,NA,"Imperial Stout","Stout","Cigar City Brewing","Microbrewery","Tampa","FL","33607","USA",27.963798,-82.49537
"516","1,009","151",74,4,"34,375","6960","AleSmith Speedway Stout - Bourbon Barrel Aged","Special Markings: Gold foil neck and white numbering above rear label.  Some bottles have paper labels, some do not. We've matured our Russian Imperial Stout in premium bourbon barrels for up to one year to create the perfect blend of flavors. Notes of oak, vanilla, and bourbon add another level of complexity to this beer's already massive flavor profile of chocolate, Ryan Bros. Coffee, and roasted barley. Designed to be enjoyed now or aged in the bottle for years to come, this special release is truly a unique beer that is smooth as it is rare.",12,360,NA,857,100,100,NA,"Imperial Stout","Stout","AleSmith Brewing Company","Microbrewery","San Diego","CA","92126","USA",32.914346,-117.14116
"517","1,010","13,171",74,4,"26,021","15101","Three Floyds Dark Lord Russian Imperial Stout - Bourbon Vanilla Bean","Dark Lord Russian Imperial Stout aged in a variety of Bourbon barrels with vanilla beans.

 

This listing is specifically for Bourbon Vanilla Bean Dark Lord. NOT Brandy.",14,420,NA,427,100,100,NA,"Imperial Stout","Stout","Three Floyds Brewing Company","Microbrewery","Munster","IN","46321","USA",41.551457,-87.50143
"518","1,012","3,524",74,4,"38,089","24636","Cigar City Final Push Imperial Stout","Imperial Stout aged on kopi luwak coffee, vanilla and cacao nibs",11,330,NA,152,100,100,NA,"Imperial Stout","Stout","Cigar City Brewing","Microbrewery","Tampa","FL","33607","USA",27.963798,-82.49537
"519","1,013","151",74,4,"34,375","6960","AleSmith Speedway Stout","Bottle conditioned. 
Speedway Stout's ominous, pitch-black appearance has become a hallmark of this modern-day classic. Chocolate and roasted malts dominate the flavor, supported by notes of dark fruit, toffee, and caramel. A healthy dose of locally-roasted coffee from Ryan Bros. Coffee, Inc. added to each batch brings out the beer's dark chocolate flavors and enhances its drinkability. Despite its intensity, Speedway Stout's fine carbonation and creamy mouthfeel make it very smooth and surprisingly easy to drink. This beer ages very well and will continue to mature for many years to come.",12,360,70,2939,100,100,NA,"Imperial Stout","Stout","AleSmith Brewing Company","Microbrewery","San Diego","CA","92126","USA",32.914346,-117.14116
"520","1,014","151",74,4,"34,375","6960","AleSmith Speedway Stout - Bourbon Barrel Aged: Vietnamese Coffee","Vietnamese Speedway stout aged in bourbon barrels.",12,360,NA,160,100,100,NA,"Imperial Stout","Stout","AleSmith Brewing Company","Microbrewery","San Diego","CA","92126","USA",32.914346,-117.14116
"521","1,015","4,008",74,4,"33,903","14425","Cycle / 3 Sons Rare Scooop","Imperial stout with Neapolitan ice cream treatment",NA,NA,NA,24,100,100,4.5,"Imperial Stout","Stout","Cycle Brewing","Microbrewery","Saint Petersburg","FL","33701","USA",27.770955,-82.63931
"522","1,016","3,524",74,4,"38,089","24636","Cigar City Hunahpu??s Imperial Stout","In Mayan mythology, Hun Hunahpu was the father of the Mayan hero twins Hunahpu and Xbalanque. Hun Hunahpu, along with his brother Vucub Hunahpu, was tricked by the Dark Lords of the underworld and slain. Hun Hunahpu's corpse morphed into a cacao tree, his head becoming a cacao pod, which in typically awesome mythology fashion, spit upon the hand of a young maiden named Xiquic who promptly became pregnant with the hero twins. The twins would ultimately grow up to avenge their father and uncle and defeat the Dark Lords and ascend the heavens to become the moon and sun.
 
We brew Hunahpu's Imperial Stout once a year and release it only at the brewery. We will continue to do so until the end of the cycle. 

Released on the second Saturday in March at the brewery.",11,330,NA,989,100,100,NA,"Imperial Stout","Stout","Cigar City Brewing","Microbrewery","Tampa","FL","33607","USA",27.963798,-82.49537
"523","1,017","13,171",74,4,"26,021","15101","Three Floyds Dark Lord Russian Imperial Stout","A Demonic Imperial Russian stout brewed
with Dark Matter Coffee coffee,vanilla, and molasses.
 DarkLord is only available once a year at DarkLord Day at the Three Floyds Brewpub. Vintage guide: 
Red wax = 2004 
Orange wax = 2005 
Gold wax = 2006 
Silver wax = 2007 
Black wax = 2008 
White wax = 2009 
Green wax = 2010 - 15% ABV 
Yellow wax = 2011 - 15% ABV 
Red wax = 2012 - 15% ABV 
Orange wax = 2013 - New Label 15% ABV 
Blue wax = 2014 - 15% ABV 
Burgundy wax = 2015",15,450,NA,1842,100,100,NA,"Imperial Stout","Stout","Three Floyds Brewing Company","Microbrewery","Munster","IN","46321","USA",41.551457,-87.50143
