,uid,name,price,rating,review_count,city,state,zip_code,latitude,longitude,name_norm,id,brewery_id,wtd_rating
491,blue-tractor-bbq-and-brewery-ann-arbor,Blue Tractor BBQ & Brewery,2.0,3.5,387,Ann Arbor,MI,48104,42.2805504,-83.7468163,Blue Tractor BBQ & Brewery,"3,547","1,627",3.70368893489
492,bluebonnet-beer-company-round-rock,Bluebonnet Beer Company,1.0,5.0,14,Round Rock,TX,78664,30.49208,-97.647148,Bluebonnet Beer Company,"5,073","1,629",3.88300395257
493,bluegrass-brewing-company-louisville-3,Bluegrass Brewing Company,2.0,3.5,216,Louisville,KY,40202,38.25628315,-85.7550507,Bluegrass Brewing Company,"6,673","1,630",3.69475576386
494,bluetick-brewery-maryville,Bluetick Brewery,1.0,4.5,7,Maryville,TN,37804,35.77023244,-83.958829,Bluetick Brewery,"1,762","1,637",3.8686440678
495,bluewater-brewing-florence,Bluewater Brewing,1.0,3.5,2,Florence,AL,35630,34.804142,-87.65973663,Bluewater Brewing Company,"8,434","1,638",3.79605263158
496,bns-brewing-and-distilling-co-santee,BNS Brewing & Distilling Co,1.0,4.0,126,Santee,CA,92071,32.8466568,-116.9583435,BNS Brewing & Distilling,"2,508","1,641",4.04144562334
497,boat-town-brewing-phillipsburg,Boat Town Brewing,1.0,4.0,4,Phillipsburg,MO,65772,37.59949043,-92.7128842,Boat Town Brewing,"8,874","1,644",4.0
498,boathouse-brewpub-and-restaurant-ely,Boathouse Brewpub & Restaurant,2.0,4.0,61,Ely,MN,55731,47.90337572,-91.86419964,Boathouse Brewpub and Restaurant,"5,325","1,645",4.08689839572
499,boathouse-brewery-ely,Boathouse Brewery,2.0,4.5,4,Ely,MN,55731,47.90387,-91.86599,Boathouse Brewpub and Restaurant,"5,324","1,645",4.27739726027
500,boatyard-brewing-company-kalamazoo,Boatyard Brewing Company,1.0,4.0,32,Kalamazoo,MI,49007,42.30326079,-85.57798348,Boatyard Brewing Company,"4,890","1,646",3.94816187828
501,bobtown-brewhouse-and-grill-roberts,Bobtown Brewhouse & Grill,1.0,4.0,9,Roberts,WI,54023,44.9834699,-92.5562,Bobtown Brewhouse & Grill,"1,065","1,653",4.0
502,a1a-ale-works-saint-augustine,A1A Ale Works,2.0,3.5,492,Saint Augustine,FL,32084,29.8919,-81.31112,A1A Ale Works,"7,222",3,3.62140077821
503,boerne-brewery-boerne,Boerne Brewery,1.0,4.5,6,Boerne,TX,78006,29.80696133,-98.73457199,Boerne Brewery,"6,535","1,665",4.5
504,boese-brothers-brewery-albuquerque,Boese Brothers Brewery,1.0,4.0,47,Albuquerque,NM,87102,35.08393496,-106.6543876,Boese Brothers Brewery,"1,691","1,666",4.05218661412
505,bog-brewing-company-saint-augustine,Bog Brewing Company,1.0,4.5,26,Saint Augustine,FL,32084,29.89112282,-81.32711029,Bog Brewing Company,"7,218","1,668",4.16896551724
506,bog-iron-brewing-norton,Bog Iron Brewing,2.0,4.5,18,Norton,MA,02766,41.9654083,-71.1906433,Bog Iron Brewing,115,"1,669",4.5
507,bog-turtle-brewery-oxford,Bog Turtle Brewery,2.0,5.0,1,Oxford,PA,19363,39.78479,-75.97948,Bog Turtle Brewery,59,"1,670",4.375
508,bog-water-brewery-westport,Bog Water Brewery,2.0,4.0,17,Westport,WA,98595,46.86003398,-124.1077319,Bog Water Brewing Company,71,"1,671",4.17975206612
509,bohemian-brewery-midvale,Bohemian Brewery,2.0,4.0,412,Midvale,UT,84047,40.6206699,-111.88805,Bohemian Brewery & Grill,"2,550","1,681",4.05341762873
510,boiler-brewing-company-lincoln,Boiler Brewing Company,2.0,4.0,19,Lincoln,NE,68508,40.8143955,-96.70756184,Boiler Brewing Company,581,"1,683",4.0
511,bold-city-brewery-jacksonville,Bold City Brewery,1.0,4.5,92,Jacksonville,FL,32204,30.31895142,-81.69528008,Bold City Brewery,"4,759","1,687",4.35888599106
512,the-bold-mariner-brewing-company-norfolk,The Bold Mariner Brewing Company,2.0,4.0,14,Norfolk,VA,23508,36.87617,-76.30539,Bold Mariner Brewing Company,"5,944","1,689",3.94329065908
513,bold-missy-brewery-charlotte,Bold Missy Brewery,2.0,3.5,7,Charlotte,NC,28205,35.24921,-80.79659,Bold Missy Brewery,"9,608","1,690",4.14919637844
514,bold-rock-hard-cider-nellysford,Bold Rock Hard Cider,1.0,4.5,115,Nellysford,VA,22958,37.88274229,-78.90354574,Bold Rock Cidery & Brewpub,"1,083","1,691",4.34795570698
515,bolt-brewery-la-mesa,Bolt Brewery,1.0,4.5,158,La Mesa,CA,91942,32.77196926,-117.0205417,Bolt Brewery,"2,513","1,698",4.3673486786
516,bombing-range-brewing-company-richland,Bombing Range Brewing Company,2.0,5.0,7,Richland,WA,99354,46.31878281,-119.3009338,Bombing Range Brewing Company,"6,506","1,703",3.91975806452
517,bombshell-beer-company-holly-springs,Bombshell Beer Company,1.0,3.5,31,Holly Springs,NC,27540,35.65822,-78.83684,Bombshell Beer Company,"3,411","1,704",3.76586102719
518,bond-brothers-beer-company-cary-2,Bond Brothers Beer Company,1.0,4.5,69,Cary,NC,27511,35.78818851,-78.77811447,Bond Brothers Beer Company,"3,406","1,708",4.41286416286
519,bone-hook-brewing-company-naples,Bone Hook Brewing Company,1.0,4.0,37,Naples,FL,34110,26.27214476,-81.78899914,Bone Hook Brewing Company,"7,144","1,710",4.0726484142
520,bone-island-brewing-key-west-3,Bone Island Brewing,1.0,3.5,18,Key West,FL,33040,24.56177686,-81.79606725,Bone Island Brewing Company,"10,256","1,711",3.95734597156
521,bone-up-brewing-everett,Bone Up Brewing,1.0,4.0,30,Everett,MA,02149,42.40549884,-71.06578094,Bone Up Brewing Company,"2,368","1,712",4.46231019523
522,boneshire-brew-works-harrisburg-2,Boneshire Brew Works,2.0,4.0,5,Harrisburg,PA,17111,40.26603323,-76.75881626,Boneshire Brew Works,"3,567","1,714",3.80874125874
523,boneyard-beer-bend,Boneyard Beer,1.0,4.5,185,Bend,OR,97701,44.05404,-121.30805,Boneyard Beer Company,"6,429","1,715",4.33190666464
524,bonfire-brewing-eagle,Bonfire Brewing,1.0,4.5,47,Eagle,CO,81631,39.65539,-106.82863,Bonfire Brewing,"5,217","1,717",4.3803030303
525,bonn-place-brewing-company-bethlehem,Bonn Place Brewing Company,1.0,4.5,32,Bethlehem,PA,18015,40.61161699,-75.37446108,Bonn Place Brewing,291,"1,718",3.96114369501
526,gunpowder-falls-brewing-shrewsbury-township,Gunpowder Falls Brewing,1.0,4.5,10,Shrewsbury Township,PA,17349,39.75555,-76.66206,Gunpowder Falls Brewing,33,,4.5
527,aiken-brewing-company-aiken,Aiken Brewing Company,2.0,3.5,98,Aiken,SC,29801,33.56026,-81.72265,Aiken Brewing Company,"1,244",98,3.55873715125
528,bonneville-brewery-tooele-2,Bonneville Brewery,2.0,3.0,89,Tooele,UT,84074,40.563553,-112.295464,Bonneville Brewery Company,"6,805","1,720",3.0
529,bonsai-brewing-project-whitefish-3,Bonsai Brewing Project,2.0,5.0,35,Whitefish,MT,59937,48.4214516,-114.3406982,Bonsai Brewing Project,"8,802","1,722",4.40384615385
530,boojum-brewing-company-waynesville,Boojum Brewing Company,2.0,4.0,89,Waynesville,NC,28786,35.4903297,-82.987587,Boojum Brewing Company,"5,532","1,723",4.06265432099
531,boojum-brewery-taproom-waynesville,Boojum Brewery Taproom,2.0,4.0,4,Waynesville,NC,28786,35.49033,-82.98759,Boojum Brewing Company,"5,534","1,723",4.18206278027
532,books-and-brews-indianapolis-2,Books & Brews,2.0,4.0,119,Indianapolis,IN,46256,39.92421519,-86.03673409,Books & Brews,"3,282","1,724",4.04882736741
533,boom-city-brewing-company-williamsport,Boom City Brewing Company,2.0,3.5,11,Williamsport,PA,17701,41.24072739,-77.00290172,Boom City Brewing Company,5,"1,725",3.94285714286
534,boom-island-brewing-company-minneapolis,Boom Island Brewing Company,1.0,4.5,40,Minneapolis,MN,55411,44.99987,-93.28133,Boom Island Brewing Company,"8,276","1,726",4.28158996352
535,boomtown-brewery-los-angeles,Boomtown Brewery,1.0,4.5,122,Los Angeles,CA,90012,34.05081,-118.23311,Boomtown Brewery,"2,049","1,728",4.38667194645
536,frogtown-brewery-los-angeles-4,Frogtown Brewery,1.0,4.5,37,Los Angeles,CA,90039,34.107,-118.25133,Boomtown Brewery,"2,056","1,728",4.36120367328
537,boondocks-brewing-tap-room-and-restaurant-west-jefferson,Boondocks Brewing Tap Room & Restaurant,2.0,3.5,87,West Jefferson,NC,28694,36.400784,-81.492077,Boondocks Brewing,"5,635","1,730",3.6119047619
538,boone-valley-brewing-boone,Boone Valley Brewing,1.0,4.5,8,Boone,IA,50036,42.0626183,-93.8806686,Boone Valley Brewing Company,"2,183","1,731",4.5
539,booneshine-brewing-boone,Booneshine Brewing,1.0,4.5,7,Boone,NC,28607,36.20125477,-81.6706356,Booneshine Brewing Company,"5,632","1,732",4.34462365591
540,boothbay-craft-brewery-boothbay-7,Boothbay Craft Brewery,2.0,4.0,53,Boothbay,ME,04537,43.88125062,-69.63318296,Boothbay Craft Brewery,"2,461","1,736",3.81736526946
541,bootleg-brewers-taylor,Bootleg Brewers,3.0,3.5,4,Taylor,NE,68879,41.86529545,-99.41387928,Bootleg Brewers,"7,786","1,738",3.5
542,bootleggers-brewery-fullerton,Bootlegger's Brewery,1.0,4.0,647,Fullerton,CA,92832,33.86963,-117.92845,Bootleggers Brewery,"3,190","1,741",4.0
543,bootleggers-restaurant-and-brewery-aurora,Bootleggers Restaurant & Brewery,2.0,4.0,18,Aurora,MO,65605,36.97501373,-93.72119904,Bootleggers Restaurant and Brewery,"4,477","1,743",4.0
544,holy-hound-taproom-york,Holy Hound Taproom,2.0,4.5,74,York,PA,17401,39.96067156,-76.72884008,Holy Hound Taproom,37,,4.32155688623
545,bootstrap-brewing-company-niwot,Bootstrap Brewing Company,1.0,4.5,26,Niwot,CO,80503,40.09988841,-105.1682138,Bootstrap Brewing,"7,269","1,745",4.37871287129
546,booze-brothers-brewing-vista,Booze Brothers Brewing,1.0,4.5,189,Vista,CA,92081,33.148172,-117.218047,Booze Brothers Brewing Co,"7,162","1,746",4.44451376999
547,border-brewing-company-kansas-city,Border Brewing Company,1.0,4.5,48,Kansas City,MO,64108,39.09173723,-94.57858317,Border Brewing Company,"6,404","1,750",4.06424962853
548,border-town-pub-momence,Border Town Pub,1.0,4.5,4,Momence,IL,60954,41.16264725,-87.66241455,Border Town Pub Brewery & Eatery,"7,510","1,752",4.5
549,borderlands-brewing-tucson,Borderlands Brewing,1.0,4.0,123,Tucson,AZ,85701,32.2259822,-110.9704242,Borderlands Brewing Company,"8,226","1,754",4.09168921238
550,boring-brewing-boring-2,Boring Brewing,1.0,5.0,8,Boring,OR,97009,45.43110928,-122.3734394,Boring Brewing Company,"6,103","1,760",5.0
551,boscos-restaurant-and-brewing-company-memphis,Boscos Restaurant & Brewing Company,2.0,3.5,267,Memphis,TN,38104,35.1369133,-89.99051666,Boscos Brewing Company (Roma Pomodori),"4,175","1,770",3.61398899094
552,bottle-logic-brewing-anaheim,Bottle Logic Brewing,1.0,4.5,505,Anaheim,CA,92806,33.84973388,-117.8599937,Bottle Logic Brewing,"3,187","1,783",4.48180247625
553,bottle-rocket-brewery-seward,Bottle Rocket Brewery,2.0,4.0,7,Seward,NE,68434,40.90652559,-97.09761389,Bottle Rocket Brewing Company,"6,109","1,784",4.0
554,bottom-shelf-brewery-bayfield,Bottom Shelf Brewery,2.0,4.0,19,Bayfield,CO,81122,37.22500992,-107.5990829,Bottom Shelf Brewery,"3,876","1,787",4.0
555,bottomless-brewing-geneva,Bottomless Brewing,1.0,4.5,16,Geneva,NY,14456,42.855298,-76.933268,Bottomless Brewing Company,"2,714","1,788",4.30169491525
556,boulder-beer-boulder-2,Boulder Beer,2.0,4.0,156,Boulder,CO,80301,40.02667999,-105.2479858,Boulder Beer Company,"7,256","1,791",4.16246805403
557,boulder-creek-brewery-boulder-creek-3,Boulder Creek Brewery,2.0,4.0,12,Boulder Creek,CA,95006,37.12384209,-122.1219461,Boulder Creek Brewing Co.,"6,464","1,792",4.0
558,boulder-dam-brewing-co-boulder-city,Boulder Dam Brewing Co.,2.0,3.5,276,Boulder City,NV,89005,35.97853,-114.83695,Boulder Dam Brewing Co.,"7,272","1,793",3.5
559,boulevard-brewing-tours-and-rec-center-kansas-city-2,Boulevard Brewing Tours & Rec Center,1.0,4.5,59,Kansas City,MO,64108,39.0811957,-94.5954116,Boulevard Brewing Company (Duvel-Moortgat),"5,833","1,795",4.09203338743
560,boulevard-brew-pub-kansas-city,Boulevard Brew Pub,2.0,2.0,45,Kansas City,MO,64153,39.29355488,-94.71902548,Boulevard Brewing Company (Duvel-Moortgat),"1,131","1,795",3.34631339894
561,boulevard-brewing-kansas-city,Boulevard Brewing,1.0,4.5,264,Kansas City,MO,64108,39.08266907,-94.59529128,Boulevard Brewing Company (Duvel-Moortgat),"5,829","1,795",4.31356643357
562,boundary-bay-brewery-and-bistro-bellingham,Boundary Bay Brewery & Bistro,2.0,4.0,653,Bellingham,WA,98225,48.74726862,-122.481063,Boundary Bay Brewery,370,"1,796",4.0323069463
563,bow-and-arrow-brewing-albuquerque,Bow & Arrow Brewing,1.0,4.5,64,Albuquerque,NM,87102,35.10481134,-106.6509698,Bow & Arrow Brewing Company,"1,693","1,803",4.24683102399
564,bowigens-beer-company-casselberry,Bowigens Beer Company,1.0,4.5,43,Casselberry,FL,32707,28.6456337,-81.3221664,Bowigens Beer Company,"2,633","1,804",4.5
565,bowling-green-beer-works-bowling-green,Bowling Green Beer Works,1.0,5.0,5,Bowling Green,OH,43402,41.37752151,-83.65299988,Bowling Green Beer Works,"2,771","1,807",5.0
566,boxcar-brewing-co-west-chester-2,Boxcar Brewing Co,2.0,4.5,3,West Chester,PA,19382,39.9619975,-75.5890351,Boxcar Brewing Company,"5,266","1,816",4.13863636364
567,boxcar-brewpub-west-chester-4,Boxcar Brewpub,2.0,3.5,46,West Chester,PA,19382,39.96072,-75.60175,Boxcar Brewing Company,"5,264","1,816",3.89591633466
568,boxing-bear-brewing-company-albuquerque,Boxing Bear Brewing Company,2.0,4.0,103,Albuquerque,NM,87114,35.2035624,-106.6458785,Boxing Bear Brewing Company,"1,712","1,818",4.03748944519
569,bozeman-brewing-company-bozeman,Bozeman Brewing Company,1.0,4.0,35,Bozeman,MT,59715,45.6844899,-111.02373,Bozeman Brewing Company,"6,205","1,824",4.08900190718
570,bozeman-taproom-and-fill-station-bozeman,Bozeman Taproom & Fill Station,2.0,3.5,25,Bozeman,MT,59715,45.68049857,-111.0322742,Bozeman Brewing Company,"6,211","1,824",3.87850016093
571,braindead-brewing-dallas-2,Braindead Brewing,2.0,3.5,359,Dallas,TX,75226,32.783817,-96.785385,BrainDead Brewing,"8,290","1,832",3.71476649958
572,brash-brewing-company-houston,Brash Brewing Company,2.0,4.0,43,Houston,TX,77016,29.82925587,-95.40787616,Brash Brewing Company,"2,073","1,859",4.12770502335
573,karbach-brewing-company-houston,Karbach Brewing Company,2.0,4.0,541,Houston,TX,77092,29.80584551,-95.46052589,Brash Brewing Company,"2,061","1,859",4.03652790302
574,brass-cannon-brewing-williamsburg-2,Brass Cannon Brewing,1.0,3.5,26,Williamsburg,VA,23188,37.3161429,-76.730715,Brass Cannon Brewing,268,"1,860",4.12669245648
575,brass-works-brewing-company-waterbury,Brass Works Brewing Company,1.0,4.5,16,Waterbury,CT,06704,41.59752237,-73.05650241,Brass Works Brewing,"3,592","1,865",4.5
576,brasserie-saint-james-reno,Brasserie Saint James,2.0,3.5,476,Reno,NV,89501,39.51667015,-119.8074107,Brasserie Saint James,"10,998","1,913",3.64257178106
577,brau-brothers-brewing-marshall,Brau Brothers Brewing,2.0,4.0,27,Marshall,MN,56258,44.43642807,-95.77603149,Brau Brothers Brewing Company,"5,469","1,946",4.0
578,brausch-brewery-wilmington,Brausch Brewery,2.0,2.5,3,Wilmington,OH,45177,39.4309299,-83.83138,Brausch Brewery,"6,910","2,452",2.5
579,bravery-brewing-lancaster,Bravery Brewing,1.0,4.5,95,Lancaster,CA,93534,34.658707,-118.145998,Bravery Brewing,402,"2,462",4.39486183074
580,bravo-restaurant-and-cafe-kalamazoo,Bravo Restaurant & Cafe,2.0,4.0,58,Kalamazoo,MI,49002,42.23883,-85.56068,Bravo! Restaurant,"4,641","2,464",3.95609628467
581,braxton-brewing-company-covington,Braxton Brewing Company,2.0,4.5,134,Covington,KY,41011,39.0830765,-84.5112991,Braxton Brewing Company,812,"2,465",4.5
582,brazos-valley-brewing-company-brenham,Brazos Valley Brewing Company,1.0,4.5,14,Brenham,TX,77833,30.1646551,-96.3986938,Brazos Valley Brewing Company,"6,370","2,470",4.640625
583,breakside-brewery-portland-2,Breakside Brewery,2.0,3.5,59,Portland,OR,97210,45.53391442,-122.6965689,Breakside Brewery,"6,126","2,475",4.10550217208
584,breakside-brewery-portland,Breakside Brewery,2.0,4.0,477,Portland,OR,97211,45.571523,-122.656946,Breakside Brewery,"8,799","2,475",4.08490433138
585,breakwater-brewing-company-oceanside,Breakwater Brewing Company,2.0,4.0,450,Oceanside,CA,92054,33.19508,-117.379052,Breakwater Brewing Company,"8,043","2,477",4.13182741552
586,brenner-brewing-co-milwaukee-3,Brenner Brewing Co,1.0,4.5,78,Milwaukee,WI,53204,43.023944,-87.916442,Brenner Brewing Company,"6,739","2,485",4.3181619256
587,brevard-brewing-brevard,Brevard Brewing,1.0,3.5,24,Brevard,NC,28712,35.23336954,-82.73332246,Brevard Brewing Company,"5,536","2,492",3.69379844961
588,brew-32-pulaski-2,Brew 32,1.0,3.0,2,Pulaski,PA,16143,41.10202408,-80.45103455,Brew 32,"6,118","2,494",3.0
589,brew-brothers-columbus,Brew Brothers,2.0,3.5,56,Columbus,OH,43207,39.83981038,-82.9966201,Brew Brothers Columbus (Scioto Downs Racino),"4,573","2,497",3.70097229866
590,brew-brothers-reno-2,Brew Brothers,2.0,2.5,4,Reno,NV,89502,39.50592466,-119.7789131,Brew Brothers Reno (El Dorado Casino),"9,178","2,498",4.08854492391
591,brew-brothers-reno-3,Brew Brothers,2.0,3.5,361,Reno,NV,89501,39.52956164,-119.8145651,Brew Brothers Reno (El Dorado Casino),"11,001","2,498",3.67543407102
592,brew-bus-brewing-tampa,Brew Bus Brewing,1.0,4.5,62,Tampa,FL,33603,27.98255803,-82.45887573,Brew Bus Brewing,"7,369","2,500",4.31967006369
593,brew-crew-riverside,Brew Crew,1.0,4.5,55,Riverside,CA,92503,33.895437,-117.484886,Brew Crew Inc,"8,908","2,502",4.40578358209
594,brew-detroit-detroit,Brew Detroit,1.0,4.0,35,Detroit,MI,48216,42.32751265,-83.06249991,Brew Detroit,"2,241","2,503",3.96021071838
595,brew-gentlemen-braddock,Brew Gentlemen,2.0,4.5,91,Braddock,PA,15104,40.404099,-79.870272,Brew Gentlemen,629,"2,506",4.5
596,brew-house-no-16-baltimore-2,Brew House No. 16,2.0,3.5,158,Baltimore,MD,21202,39.2996254,-76.61264038,Brew House No. 16,96,"2,508",3.71380195188
597,brew-hub-lakeland,Brew Hub,2.0,4.5,84,Lakeland,FL,33815,28.04419443,-82.02496313,Brew Hub,"2,749","2,509",4.36292834891
598,brew-link-brewing-company-plainfield-5,Brew Link Brewing Company,1.0,5.0,8,Plainfield,IN,46168,39.70373,-86.40098,Brew Link Brewing,"1,008","2,512",4.296875
599,brew-mentor-mentor,Brew Mentor,2.0,3.5,4,Mentor,OH,44060,41.6512866,-81.3810754,Brew Mentor,"7,780","2,513",3.27247191011
600,brew-practitioners-brewery-and-taproom-florence,Brew Practitioners Brewery & Taproom,2.0,3.5,10,Florence,MA,01062,42.3347985,-72.6687964,Brew Practitioners,"3,051","2,516",3.76612903226
601,brew-pub-and-kitchen-durango,Brew Pub & Kitchen,2.0,4.0,109,Durango,CO,81301,37.2704327,-107.8830635,BREW Pub & Kitchen,"9,382","2,517",4.03799460432
602,brew-republic-bierwerks-woodbridge,Brew Republic Bierwerks,2.0,4.0,66,Woodbridge,VA,22193,38.6272386,-77.2870327,Brew Republic Bierwerks,217,"2,519",4.0
603,brewbakers-brewing-company-visalia,Brewbakers Brewing Company,2.0,3.5,300,Visalia,CA,93291,36.33004338,-119.2906734,Brewbakers Brewing Company (Visalia),"5,340","2,528",3.46386255924
604,brewcaipa-brewing-yucaipa-3,Brewcaipa Brewing,2.0,4.0,42,Yucaipa,CA,92399,34.03419,-117.03969,Brewcaipa,"3,387","2,529",4.0
605,brewers-alley-frederick-3,Brewer's Alley,2.0,3.5,378,Frederick,MD,21701,39.41592042,-77.41046727,Brewer's Alley,663,"2,534",3.65778316172
606,brewers-union-local-180-oakridge,Brewers Union Local 180,2.0,4.0,89,Oakridge,OR,97463,43.74797,-122.456846,Brewers Union Local 180,"9,071","2,540",4.0
607,brewery-33-hocking-hills-logan,Brewery 33 Hocking Hills,2.0,5.0,11,Logan,OH,43138,39.54294426,-82.45006112,Brewery 33 Hocking Hills,880,"2,544",5.0
608,brewery-85-greenville,Brewery 85,1.0,4.5,21,Greenville,SC,29607,34.8043512,-82.3496308,Brewery 85,"3,294","2,545",4.35073141606
609,brewery-ars-philadelphia,Brewery ARS,1.0,4.5,19,Philadelphia,PA,19145,39.92395631,-75.1788754,Brewery ARS,"4,026","2,546",4.28064516129
610,brewery-becker-brighton,Brewery Becker,2.0,4.0,65,Brighton,MI,48116,42.529716,-83.785393,Brewery Becker,"3,551","2,548",4.0
611,brewery-bhavana-raleigh,Brewery Bhavana,2.0,4.0,117,Raleigh,NC,27601,35.77741,-78.63691,Brewery Bhavana,"3,408","2,549",4.04007393298
612,brewery-creek-brewpub-restaurant-mineral-point-2,Brewery Creek  Brewpub Restaurant,2.0,4.0,50,Mineral Point,WI,53565,42.85773468,-90.17676544,Brewery Creek Brewing (WI),"4,030","2,551",4.0
613,brewery-emperial-kansas-city,Brewery Emperial,2.0,4.5,68,Kansas City,MO,64108,39.09062,-94.57865,Brewery Emperial,"6,401","2,552",4.11226090789
614,brewery-ferment-traverse-city,Brewery Ferment,2.0,3.5,25,Traverse City,MI,49684,44.7588806,-85.6233368,Brewery Ferment,338,"2,553",3.93098137536
615,the-brewery-of-broken-dreams-hammondsport,The Brewery of Broken Dreams,1.0,4.5,14,Hammondsport,NY,14840,42.40510178,-77.24488831,Brewery of Broken Dreams,783,"2,555",4.22764227642
616,brewery-ommegang-cooperstown,Brewery Ommegang,2.0,4.0,258,Cooperstown,NY,13326,42.626342,-74.940342,Brewery Ommegang  (Duvel-Moortgat),"6,970","2,556",4.02607449857
617,brewery-rickoli-wheat-ridge,Brewery Rickoli,1.0,4.5,103,Wheat Ridge,CO,80033,39.7758026,-105.0815735,Brewery Rickoli,"4,356","2,558",4.34098939929
618,brewery-terra-firma-traverse-city,Brewery Terra Firma,1.0,4.5,35,Traverse City,MI,49685,44.71541841,-85.63510162,Brewery Terra Firma,333,"2,561",4.13612967914
619,brewery-vivant-grand-rapids,Brewery Vivant,2.0,4.0,409,Grand Rapids,MI,49506,42.95973563,-85.6460828,Brewery Vivant,502,"2,562",4.00464142617
620,vail-brewing-company-vail-2,Vail Brewing Company,1.0,4.5,2,Vail,CO,81657,39.64279,-106.37554,"Brewing Company of Vail, Inc.","2,407","2,579",4.5
621,vail-brewing-company-vail,Vail Brewing Company,2.0,4.5,33,Vail,CO,81657,39.62055226,-106.4697031,"Brewing Company of Vail, Inc.","5,214","2,579",4.5
622,brewlab-carpinteria-4,brewLAB,1.0,5.0,32,Carpinteria,CA,93013,34.4039078,-119.5341339,brewLAB,"8,105","2,582",4.74169597499
623,brewpop-brewery-auburndale,Brewpop Brewery,2.0,4.5,39,Auburndale,FL,33823,28.05770449,-81.81554488,Brewpop,"2,747","2,587",4.5
624,brews-brothers-galveston,Brews Brothers,2.0,4.0,141,Galveston,TX,77550,29.3068695,-94.7958603,Brews Brothers Brew Pub,"5,333","2,589",4.0
625,brewster-bros-brewing-chippewa-falls,Brewster Bros Brewing,1.0,5.0,4,Chippewa Falls,WI,54729,44.93205129,-91.39586214,Brewster Bros. Brewing Company,"2,741","2,598",4.85185185185
626,brewster-river-pub-and-brewery-jeffersonville,Brewster River Pub & Brewery,2.0,4.0,70,Jeffersonville,VT,05464,44.59114,-72.7933,Brewster River Pub & Brewery,555,"2,599",4.0
627,brewtus-brewing-company-sharon,Brewtus Brewing Company,2.0,3.5,37,Sharon,PA,16146,41.23242,-80.50749,Brewtus Brewing Company,716,"2,604",3.5
628,brewyard-beer-company-glendale-2,Brewyard Beer Company,1.0,4.5,89,Glendale,CA,91201,34.16731534,-118.2923559,Brewyard Beer Company,408,"2,605",4.57214964371
629,briar-common-brewery-eatery-denver-3,Briar Common Brewery + Eatery,2.0,4.0,75,Denver,CO,80211,39.75104877,-105.0202911,Briar Common Brewery + Eatery,"9,246","2,608",4.09581618498
630,brices-brewing-company-raleigh,Brice's Brewing Company,1.0,4.5,5,Raleigh,NC,27603,35.72497487,-78.6596176,Brice's Brewing Company,"3,418","2,612",4.10835023665
631,brick-and-barrel-cleveland,Brick And Barrel,1.0,4.5,49,Cleveland,OH,44113,41.48949051,-81.70079041,Brick And Barrel,"5,005","2,614",4.1254877369
632,brickhouse-brewery-and-restaurant-patchogue,Brickhouse Brewery & Restaurant,2.0,3.5,163,Patchogue,NY,11772,40.76596,-73.0168,Brick House Brewery & Restaurant,"6,002","2,617",3.73947492904
633,brick-street-brewing-company-woodbine,Brick Street Brewing Company,2.0,4.0,1,Woodbine,IA,51579,41.73735,-95.70172,Brick Street Brewing Company,"4,080","2,620",4.0
634,brick-works-brewing-and-eats-smyrna,Brick Works - Brewing And Eats,2.0,3.5,63,Smyrna,DE,19977,39.2988463,-75.59990364,Brick Works Brewing and Eats,"2,349","2,621",3.70283018868
635,brickside-brewery-copper-harbor,Brickside Brewery,1.0,4.0,27,Copper Harbor,MI,49950,47.4679184,-87.88800812,Brickside Brewery,"8,897","2,624",4.0
636,bricktown-brewery-oklahoma-city-3,Bricktown Brewery,2.0,3.5,292,Oklahoma City,OK,73104,35.466611,-97.510867,Bricktown Brewery,"2,924","2,626",3.57825059102
637,bricktown-brewery-oklahoma-city-2,Bricktown Brewery,2.0,3.5,18,Oklahoma City,OK,73111,35.52957,-97.46924,Bricktown Brewery,"3,907","2,626",3.81243257821
638,bricktowne-brewing-medford,Bricktowne Brewing,2.0,4.0,169,Medford,OR,97501,42.32573,-122.8717,Bricktowne Brewing Company,"8,320","2,628",4.08558252601
639,brickway-brewery-and-distillery-omaha-3,Brickway Brewery & Distillery,2.0,3.5,103,Omaha,NE,68102,41.25472,-95.93141,Brickway Brewery & Distillery,"6,306","2,629",3.7468892305
640,brickyard-brewing-woodinville,Brickyard Brewing,1.0,4.0,28,Woodinville,WA,98072,47.78244,-122.15445,Brickyard Brewing Company,"7,239","2,632",4.0
641,bridge-99-brewery-bend,Bridge 99 Brewery,1.0,5.0,23,Bend,OR,97701,44.09035945,-121.2915177,Bridge 99 Brewery,"6,432","2,635",4.24548632656
642,bridger-brewing-bozeman-2,Bridger Brewing,2.0,4.5,109,Bozeman,MT,59715,45.66286,-111.05263,Bridger Brewing,"6,206","2,643",4.43332482885
643,brieux-carr̩-brewing-company-new-orleans,Brieux Carr̩ Brewing Company,1.0,4.5,17,New Orleans,LA,70116,29.9626897,-90.0570876,Brieux Carre Brewing Company,"1,293","2,650",4.29987060101
644,brim-kitchen-brewery-willoughby,BRIM Kitchen + Brewery,2.0,3.5,61,Willoughby,OH,44094,41.64358,-81.40627,BRIM Kitchen + Brewery,"5,007","2,659",3.5
645,brink-brewing-cincinnati,Brink Brewing,1.0,4.5,19,Cincinnati,OH,45224,39.199,-84.54711,Brink Brewing Company,820,"2,663",4.19210188356
