"caption","credit","crediturl","directurl","height","id","imagedate","imageid","imageurl","score","thumburl","width"
"","","","","","15096","","","","","",""
"","","","","","14110","","","","","",""
"","Curmudgeon","https://beermapping.com/account/310","https://beermapping.com/maps/reviews/images.php?img=5280","360","16495","2012-11-26 15:56:10","5280","https://s3.amazonaws.com/beermapping/locations/Indian.jpg","0","https://s3.amazonaws.com/beermapping/locations/Indian.jpg","480"
"Brewery Store","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=222","600","661","2007-07-14 11:31:27","222","https://s3.amazonaws.com/beermapping/locations/InWfe.jpg","0","https://s3.amazonaws.com/beermapping/locations/InWfe.jpg","800"
"","","","","","10086","","","","","",""
"","","","","","21083","","","","","",""
"","","","","","14150","","","","","",""
"","","","","","18062","","","","","",""
"","","","","","17539","","","","","",""
"","","","","","9812","","","","","",""
"","","","","","3358","","","","","",""
"","Curmudgeon","https://beermapping.com/account/310","https://beermapping.com/maps/reviews/images.php?img=4918","480","12934","2012-02-14 21:18:49","4918","https://s3.amazonaws.com/beermapping/locations/Iron.jpg","0","https://s3.amazonaws.com/beermapping/locations/Iron.jpg","360"
"Iron Springs entry","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=2030","600","670","2008-09-07 10:32:38","2030","https://s3.amazonaws.com/beermapping/locations/IrnSpngE.jpg","0","https://s3.amazonaws.com/beermapping/locations/IrnSpngE.jpg","800"
"","Curmudgeon","https://beermapping.com/account/310","https://beermapping.com/maps/reviews/images.php?img=5740","480","16497","2013-08-08 16:22:58","5740","https://s3.amazonaws.com/beermapping/locations/Ironfist.jpg","0","https://s3.amazonaws.com/beermapping/locations/Ironfist.jpg","360"
"Island front entry in back","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=2766","600","672","2009-02-27 11:54:58","2766","https://s3.amazonaws.com/beermapping/locations/IsFront.jpg","0","https://s3.amazonaws.com/beermapping/locations/IsFront.jpg","800"
"","","","","","19223","","","","","",""
"","","","","","2545","","","","","",""
"","","","","","6579","","","","","",""
"Jack Russell entry","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=614","600","681","2007-10-08 22:08:32","614","https://s3.amazonaws.com/beermapping/locations/JkRslE.jpg","0","https://s3.amazonaws.com/beermapping/locations/JkRslE.jpg","800"
"","","","","","10990","","","","","",""
"Jack's Brewing Co entry","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=700","600","682","2007-11-26 21:49:10","700","https://s3.amazonaws.com/beermapping/locations/JacksE.jpg","0","https://s3.amazonaws.com/beermapping/locations/JacksE.jpg","800"
"Jack's from the beer garden area","beerist","https://beermapping.com/account/4","https://beermapping.com/maps/reviews/images.php?img=137","433","2217","2007-06-24 16:22:32","137","https://s3.amazonaws.com/beermapping/locations/da39a3ee5e6b4b0d3255bfef95601890afd80709.30.jpg","0","https://s3.amazonaws.com/beermapping/locations/da39a3ee5e6b4b0d3255bfef95601890afd80709.30.jpg","649"
"","","","","","19485","","","","","",""
"","","","","","2690","","","","","",""
"Jakes entry from parking lot","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=434","600","5909","2007-09-01 11:51:22","434","https://s3.amazonaws.com/beermapping/locations/JakesE.jpg","0","https://s3.amazonaws.com/beermapping/locations/JakesE.jpg","800"
"Jasons front entry","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=430","600","5905","2007-09-01 08:37:09","430","https://s3.amazonaws.com/beermapping/locations/JasonsE.jpg","0","https://s3.amazonaws.com/beermapping/locations/JasonsE.jpg","800"
"","","","","","10498","","","","","",""
"","","","","","19336","","","","","",""
"","","","","","18256","","","","","",""
"","","","","","2546","","","","","",""
"Jersey Joe's entry","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=2678","600","7806","2009-01-25 13:14:50","2678","https://s3.amazonaws.com/beermapping/locations/JsyJoesE.jpg","0","https://s3.amazonaws.com/beermapping/locations/JsyJoesE.jpg","800"
"","","","","","1974","","","","","",""
"","","","","","14470","","","","","",""
"","","","","","2547","","","","","",""
"","","","","","6648","","","","","",""
"","","","","","2218","","","","","",""
"","","","","","17987","","","","","",""
"","","","","","704","","","","","",""
"","","","","","2691","","","","","",""
"","Curmudgeon","https://beermapping.com/account/310","https://beermapping.com/maps/reviews/images.php?img=5853","364","17547","2014-02-24 17:54:11","5853","https://s3.amazonaws.com/beermapping/locations/Julian.jpg","0","https://s3.amazonaws.com/beermapping/locations/Julian.jpg","360"
"","","","","","19331","","","","","",""
"Jupiter from the street","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=2833","800","706","2009-04-03 15:34:30","2833","https://s3.amazonaws.com/beermapping/locations/JptrE.jpg","0","https://s3.amazonaws.com/beermapping/locations/JptrE.jpg","600"
"","","","","","13346","","","","","",""
"Kandamp;L Wine entry","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=2447","600","9633","2008-11-03 21:10:20","2447","https://s3.amazonaws.com/beermapping/locations/KandLe.jpg","0","https://s3.amazonaws.com/beermapping/locations/KandLe.jpg","800"
"","","","","","13348","","","","","",""
"","","","","","2175","","","","","",""
"","","","","","708","","","","","",""
"","","","","","18694","","","","","",""
"","","","","","2176","","","","","",""
"","","","","","18695","","","","","",""
"","","","","","2177","","","","","",""
"Front entrance","rmilliron","https://beermapping.com/account/652","https://beermapping.com/maps/reviews/images.php?img=1827","530","1975","2008-08-04 22:07:41","1827","https://s3.amazonaws.com/beermapping/locations/DSC_0118__Medium_.jpg","0","https://s3.amazonaws.com/beermapping/locations/DSC_0118__Medium_.jpg","800"
"","","","","","2178","","","","","",""
"Everything is nice in La Jolla!","rmilliron","https://beermapping.com/account/652","https://beermapping.com/maps/reviews/images.php?img=1831","536","2179","2008-08-04 22:15:05","1831","https://s3.amazonaws.com/beermapping/locations/DSC_0284__Medium_.jpg","0","https://s3.amazonaws.com/beermapping/locations/DSC_0284__Medium_.jpg","800"
"","","","","","1976","","","","","",""
"","","","","","2657","","","","","",""
"","","","","","2658","","","","","",""
"","","","","","2659","","","","","",""
"","","","","","16136","","","","","",""
"","","","","","15932","","","","","",""
"","","","","","18712","","","","","",""
"","","","","","1977","","","","","",""
"","","","","","8005","","","","","",""
"","","","","","4652","","","","","",""
"","","","","","18486","","","","","",""
"Kinetic entry","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=6070","600","14988","2014-12-01 22:21:40","6070","https://s3.amazonaws.com/beermapping/locations/KineticE.jpg","0","https://s3.amazonaws.com/beermapping/locations/KineticE.jpg","800"
"","","","","","18675","","","","","",""
"","","","","","15414","","","","","",""
"","","","","","10253","","","","","",""
"","","","","","18501","","","","","",""
"","","","","","21318","","","","","",""
"","","","","","20725","","","","","",""
"","","","","","14855","","","","","",""
"The building from the parking lot","dorandbob","https://beermapping.com/account/1006","https://beermapping.com/maps/reviews/images.php?img=5130","597","729","2012-04-30 10:33:46","5130","https://s3.amazonaws.com/beermapping/locations/PANASONIC_DMC_TZ5_P1050556.1.jpg","0","https://s3.amazonaws.com/beermapping/locations/PANASONIC_DMC_TZ5_P1050556.1.jpg","800"
"","","","","","18721","","","","","",""
"","","","","","16850","","","","","",""
"","","","","","2219","","","","","",""
"","","","","","18638","","","","","",""
"","","","","","14770","","","","","",""
"The front entrance from the parking lot","dorandbob","https://beermapping.com/account/1006","https://beermapping.com/maps/reviews/images.php?img=5052","600","11358","2012-04-08 13:33:19","5052","https://s3.amazonaws.com/beermapping/locations/PANASONIC_DMC_TZ5_P1050252.jpg","0","https://s3.amazonaws.com/beermapping/locations/PANASONIC_DMC_TZ5_P1050252.jpg","800"
"Lagunitas (closed weekends)","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=1484","600","734","2008-05-12 14:29:53","1484","https://s3.amazonaws.com/beermapping/locations/LagE.jpg","1","https://s3.amazonaws.com/beermapping/locations/LagE.jpg","800"
"","","","","","19323","","","","","",""
"","","","","","11005","","","","","",""
"","","","","","20911","","","","","",""
"Pizza Fountain Valley CA","Lamppost Pizza","https://beermapping.com/account/18394","https://beermapping.com/maps/reviews/images.php?img=6547","0","6378","2017-03-30 20:18:57","6547","https://s3.amazonaws.com/beermapping/locations/03_30_2017/6547_best-italian-pizza-restaurant.jpg","0","https://s3.amazonaws.com/beermapping/locations/03_30_2017/th_6547_best-italian-pizza-restaurant.jpg","0"
"","","","","","8487","","","","","",""
"","","","","","2220","","","","","",""
"","","","","","19109","","","","","",""
"","","","","","20910","","","","","",""
"","","","","","16058","","","","","",""
"","","","","","21113","","","","","",""
"","Curmudgeon","https://beermapping.com/account/310","https://beermapping.com/maps/reviews/images.php?img=5177","480","15606","2012-05-22 15:55:49","5177","https://s3.amazonaws.com/beermapping/locations/Latitude.jpg","0","https://s3.amazonaws.com/beermapping/locations/Latitude.jpg","360"
"","","","","","6559","","","","","",""
"","","","","","20964","","","","","",""
"","","","","","9982","","","","","",""
"","","","","","8863","","","","","",""
"","","","","","2692","","","","","",""
"","","","","","747","","","","","",""
"","Curmudgeon","https://beermapping.com/account/310","https://beermapping.com/maps/reviews/images.php?img=5895","327","18404","2014-04-20 16:37:40","5895","https://s3.amazonaws.com/beermapping/locations/Legacy.jpg","0","https://s3.amazonaws.com/beermapping/locations/Legacy.jpg","360"
"","","","","","11200","","","","","",""
"Lengthwise entry","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=880","600","753","2008-01-18 21:30:00","880","https://s3.amazonaws.com/beermapping/locations/LngthwseE.jpg","1","https://s3.amazonaws.com/beermapping/locations/LngthwseE.jpg","800"
"","","","","","14687","","","","","",""
"","","","","","16391","","","","","",""
"","Curmudgeon","https://beermapping.com/account/310","https://beermapping.com/maps/reviews/images.php?img=6449","0","18719","2017-02-08 13:37:16","6449","https://s3.amazonaws.com/beermapping/locations/02_08_2017/6449_Libertine.Brewing.2.jpg","0","https://s3.amazonaws.com/beermapping/locations/02_08_2017/th_6449_Libertine.Brewing.2.jpg","0"
"The front entrance from the sidewalk","dorandbob","https://beermapping.com/account/1006","https://beermapping.com/maps/reviews/images.php?img=5058","800","1978","2012-04-10 14:44:27","5058","https://s3.amazonaws.com/beermapping/locations/PANASONIC_DMC_TZ5_P1050300.jpg","0","https://s3.amazonaws.com/beermapping/locations/PANASONIC_DMC_TZ5_P1050300.jpg","600"
"","","","","","10659","","","","","",""
"","","","","","763","","","","","",""
"Linden from the street","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=2698","600","6665","2009-02-09 11:56:47","2698","https://s3.amazonaws.com/beermapping/locations/LindenS.jpg","0","https://s3.amazonaws.com/beermapping/locations/LindenS.jpg","800"
"","","","","","2221","","","","","",""
"","","","","","17990","","","","","",""
"","","","","","16401","","","","","",""
"Liquor Expo from I5","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=5168","600","15692","2012-05-19 11:08:19","5168","https://s3.amazonaws.com/beermapping/locations/LqrExpoH.jpg","0","https://s3.amazonaws.com/beermapping/locations/LqrExpoH.jpg","800"
"","","","","","12007","","","","","",""
"","","","","","2548","","","","","",""
"","","","","","10703","","","","","",""
"","","","","","14730","","","","","",""
"","","","","","2181","","","","","",""
"","","","","","6216","","","","","",""
"Old Port Lobster entry","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=639","600","6214","2007-10-17 19:03:16","639","https://s3.amazonaws.com/beermapping/locations/OPLbstrSkE.jpg","0","https://s3.amazonaws.com/beermapping/locations/OPLbstrSkE.jpg","800"
"","","","","","2182","","","","","",""
"","","","","","17115","","","","","",""
"","","","","","13645","","","","","",""
"","","","","","15324","","","","","",""
"Lodi Beer entry","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=1688","800","774","2008-06-25 12:43:26","1688","https://s3.amazonaws.com/beermapping/locations/LodiE.jpg","0","https://s3.amazonaws.com/beermapping/locations/LodiE.jpg","600"
"","","","","","5203","","","","","",""
"LBB from parking lot","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=5271","600","13846","2012-10-30 16:48:44","5271","https://s3.amazonaws.com/beermapping/locations/LBBpl.jpg","0","https://s3.amazonaws.com/beermapping/locations/LBBpl.jpg","800"
"Los Gatos front entry (in back)","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=1772","600","778","2008-07-24 19:53:27","1772","https://s3.amazonaws.com/beermapping/locations/LosGtosE.jpg","0","https://s3.amazonaws.com/beermapping/locations/LosGtosE.jpg","800"
"The building from the parking lot","dorandbob","https://beermapping.com/account/1006","https://beermapping.com/maps/reviews/images.php?img=5102","600","4687","2012-04-24 11:06:54","5102","https://s3.amazonaws.com/beermapping/locations/PANASONIC_DMC_TZ5_P1050535.jpg","0","https://s3.amazonaws.com/beermapping/locations/PANASONIC_DMC_TZ5_P1050535.jpg","800"
"","","","","","9478","","","","","",""
"Lost Coast entry","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=2097","800","779","2008-09-25 11:29:19","2097","https://s3.amazonaws.com/beermapping/locations/LstCstE.jpg","1","https://s3.amazonaws.com/beermapping/locations/LstCstE.jpg","600"
"","","","","","19335","","","","","",""
"","","","","","18200","","","","","",""
"","","","","","2222","","","","","",""
"","","","","","1979","","","","","",""
"","","","","","1980","","","","","",""
"","","","","","19314","","","","","",""
"","","","","","11808","","","","","",""
"","","","","","20550","","","","","",""
"","","","","","6619","","","","","",""
"","","","","","2223","","","","","",""
"","","","","","13485","","","","","",""
"","","","","","20145","","","","","",""
"","","","","","20513","","","","","",""
"","","","","","17703","","","","","",""
"","","","","","20011","","","","","",""
"","","","","","13355","","","","","",""
"","","","","","3182","","","","","",""
"","","","","","14006","","","","","",""
"","","","","","17215","","","","","",""
"Mad River entry","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=2080","600","792","2008-09-25 10:25:20","2080","https://s3.amazonaws.com/beermapping/locations/MdRvrE.jpg","1","https://s3.amazonaws.com/beermapping/locations/MdRvrE.jpg","800"
"Madison Bear Garden entry","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=2207","600","6297","2008-10-07 16:45:04","2207","https://s3.amazonaws.com/beermapping/locations/MdsnBrGdnE.jpg","0","https://s3.amazonaws.com/beermapping/locations/MdsnBrGdnE.jpg","800"
"","","","","","1981","","","","","",""
"Magnolia Tap List - More beers on the handpump than on tap!","beerist","https://beermapping.com/account/4","https://beermapping.com/maps/reviews/images.php?img=139","466","796","2007-06-24 16:27:16","139","https://s3.amazonaws.com/beermapping/locations/da39a3ee5e6b4b0d3255bfef95601890afd80709.32.jpg","0","https://s3.amazonaws.com/beermapping/locations/da39a3ee5e6b4b0d3255bfef95601890afd80709.32.jpg","700"
"Main St entry","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=3065","600","799","2009-06-25 00:04:42","3065","https://s3.amazonaws.com/beermapping/locations/MainStE.jpg","0","https://s3.amazonaws.com/beermapping/locations/MainStE.jpg","800"
"","","","","","17523","","","","","",""
"","","","","","11446","","","","","",""
"Maltby's sidewalk seating","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=3822","600","6105","2009-11-09 21:26:09","3822","https://s3.amazonaws.com/beermapping/locations/MltbyP.jpg","0","https://s3.amazonaws.com/beermapping/locations/MltbyP.jpg","800"
"Brewery downstairs at Whiskey Creek","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=219","608","805","2007-07-14 11:23:38","219","https://s3.amazonaws.com/beermapping/locations/MBCwc.jpg","0","https://s3.amazonaws.com/beermapping/locations/MBCwc.jpg","800"
"","","","","","18490","","","","","",""
"Manny's entry","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=2836","600","2231","2009-04-03 15:37:00","2836","https://s3.amazonaws.com/beermapping/locations/MnysE.jpg","0","https://s3.amazonaws.com/beermapping/locations/MnysE.jpg","800"
"","","","","","18701","","","","","",""
"","","","","","12493","","","","","",""
"","","","","","2549","","","","","",""
"Marin Brewing entry","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=1434","600","811","2008-05-11 01:33:21","1434","https://s3.amazonaws.com/beermapping/locations/MarinBCe.jpg","1","https://s3.amazonaws.com/beermapping/locations/MarinBCe.jpg","800"
"Cheese Factory entry","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=1985","600","8788","2008-08-27 01:21:56","1985","https://s3.amazonaws.com/beermapping/locations/MarinChseE.jpg","0","https://s3.amazonaws.com/beermapping/locations/MarinChseE.jpg","800"
"","","","","","19230","","","","","",""
"","","","","","6657","","","","","",""
"","","","","","11468","","","","","",""
"Mary's entry","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=1588","800","7393","2008-05-25 18:46:32","1588","https://s3.amazonaws.com/beermapping/locations/MarysE.jpg","1","https://s3.amazonaws.com/beermapping/locations/MarysE.jpg","600"
"","","","","","1982","","","","","",""
"","","","","","2183","","","","","",""
"","","","","","2184","","","","","",""
"","","","","","10190","","","","","",""
"","","","","","2224","","","","","",""
"","","","","","2185","","","","","",""
"","","","","","16937","","","","","",""
"Mellow Fellow entry","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=5253","600","16350","2012-10-17 18:26:37","5253","https://s3.amazonaws.com/beermapping/locations/MeloFeloE.jpg","0","https://s3.amazonaws.com/beermapping/locations/MeloFeloE.jpg","800"
"Mellow Fellow Truckee entry","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=5666","600","17575","2013-06-26 17:39:53","5666","https://s3.amazonaws.com/beermapping/locations/MeloFeloTrkyE.jpg","0","https://s3.amazonaws.com/beermapping/locations/MeloFeloTrkyE.jpg","800"
"","","","","","14318","","","","","",""
"","","","","","842","","","","","",""
"","","","","","2660","","","","","",""
"","","","","","20951","","","","","",""
"","","","","","18498","","","","","",""
"","","","","","17902","","","","","",""
"","","","","","13928","","","","","",""
"","","","","","17757","","","","","",""
"Beerworks from the street (note small sign in window)","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=5561","600","12103","2013-05-11 00:10:33","5561","https://s3.amazonaws.com/beermapping/locations/BeerWksE.jpg","0","https://s3.amazonaws.com/beermapping/locations/BeerWksE.jpg","800"
"MV Market on corner","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=5566","600","15373","2013-05-11 00:14:39","5566","https://s3.amazonaws.com/beermapping/locations/MVMktE.jpg","0","https://s3.amazonaws.com/beermapping/locations/MVMktE.jpg","800"
"Mine Shaft entry","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=2027","600","8836","2008-09-07 10:29:45","2027","https://s3.amazonaws.com/beermapping/locations/MnShftE.jpg","0","https://s3.amazonaws.com/beermapping/locations/MnShftE.jpg","800"
"The building and front entrance from across the street","dorandbob","https://beermapping.com/account/1006","https://beermapping.com/maps/reviews/images.php?img=5134","600","13964","2012-05-01 11:06:04","5134","https://s3.amazonaws.com/beermapping/locations/PANASONIC_DMC_TZ5_P1050800.jpg","0","https://s3.amazonaws.com/beermapping/locations/PANASONIC_DMC_TZ5_P1050800.jpg","800"
"","","","","","15322","","","","","",""
"","","","","","6561","","","","","",""
"","","","","","3674","","","","","",""
"","","","","","18728","","","","","",""
"","","","","","15635","","","","","",""
"Mohawk Tavern","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=5590","600","17521","2013-05-31 12:14:21","5590","https://s3.amazonaws.com/beermapping/locations/MohwkE.jpg","0","https://s3.amazonaws.com/beermapping/locations/MohwkE.jpg","800"
"","","","","","13118","","","","","",""
"","","","","","16207","","","","","",""
"","","","","","2225","","","","","",""
"Front","Dogman Phil","https://beermapping.com/account/1527","https://beermapping.com/maps/reviews/images.php?img=3681","800","6558","2009-10-13 15:06:19","3681","https://s3.amazonaws.com/beermapping/locations/IMG_0208sml.jpg","0","https://s3.amazonaws.com/beermapping/locations/IMG_0208sml.jpg","506"
"","","","","","15623","","","","","",""
"","","","","","15068","","","","","",""
"The front entrance from the sidewalk","dorandbob","https://beermapping.com/account/1006","https://beermapping.com/maps/reviews/images.php?img=4933","800","3229","2012-02-24 11:34:25","4933","https://s3.amazonaws.com/beermapping/locations/PANASONIC_DMC_TZ5_P1040856.jpg","0","https://s3.amazonaws.com/beermapping/locations/PANASONIC_DMC_TZ5_P1040856.jpg","600"
"","","","","","6666","","","","","",""
"","","","","","20608","","","","","",""
"","","","","","6613","","","","","",""
"","","","","","3520","","","","","",""
"","Curmudgeon","https://beermapping.com/account/310","https://beermapping.com/maps/reviews/images.php?img=4895","480","12187","2012-01-29 17:14:55","4895","https://s3.amazonaws.com/beermapping/locations/Mother.jpg","0","https://s3.amazonaws.com/beermapping/locations/Mother.jpg","360"
"","","","","","16224","","","","","",""
"","","","","","16110","","","","","",""
"","","","","","21092","","","","","",""
"Mt Shasta Brewery from the street","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=340","527","881","2007-08-14 21:04:52","340","https://s3.amazonaws.com/beermapping/locations/MtShstaF.jpg","0","https://s3.amazonaws.com/beermapping/locations/MtShstaF.jpg","1000"
"Mt St Helena front entry","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=392","600","882","2007-08-19 14:46:43","392","https://s3.amazonaws.com/beermapping/locations/MtStHlnaF.jpg","0","https://s3.amazonaws.com/beermapping/locations/MtStHlnaF.jpg","800"
"","","","","","883","","","","","",""
"","","","","","15194","","","","","",""
"","","","","","19748","","","","","",""
"","","","","","19749","","","","","",""
"","","","","","19245","","","","","",""
"Moylan's entry","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=669","600","887","2007-11-02 20:42:41","669","https://s3.amazonaws.com/beermapping/locations/MoylanE.jpg","3","https://s3.amazonaws.com/beermapping/locations/MoylanE.jpg","800"
"","","","","","15746","","","","","",""
"","","","","","13171","","","","","",""
"","","","","","9700","","","","","",""
"","","","","","13946","","","","","",""
"","","","","","18378","","","","","",""
"Mucky Duck entry","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=850","600","6575","2008-01-12 23:43:07","850","https://s3.amazonaws.com/beermapping/locations/MkyDkE.jpg","0","https://s3.amazonaws.com/beermapping/locations/MkyDkE.jpg","800"
"","","","","","7632","","","","","",""
"Murphy's entry","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=546","604","6084","2007-09-20 12:10:08","546","https://s3.amazonaws.com/beermapping/locations/MurphysE.jpg","0","https://s3.amazonaws.com/beermapping/locations/MurphysE.jpg","800"
"Murphy's Law front entry","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=1384","800","7383","2008-04-30 19:55:09","1384","https://s3.amazonaws.com/beermapping/locations/MphysLawE.jpg","0","https://s3.amazonaws.com/beermapping/locations/MphysLawE.jpg","600"
"","","","","","9911","","","","","",""
"","","","","","16197","","","","","",""
"","","","","","1983","","","","","",""
"","","","","","15022","","","","","",""
"","","","","","18282","","","","","",""
"","","","","","7688","","","","","",""
"","","","","","14527","","","","","",""
"","","","","","11499","","","","","",""
"","","","","","6660","","","","","",""
"Chalk board andamp; tap handles","pudgym29","https://beermapping.com/account/171","https://beermapping.com/maps/reviews/images.php?img=4773","480","10580","2011-08-23 22:23:44","4773","https://s3.amazonaws.com/beermapping/locations/san_diego2011_114.jpg","0","https://s3.amazonaws.com/beermapping/locations/san_diego2011_114.jpg","640"
"Neighbors entry","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=5587","600","17519","2013-05-31 12:00:55","5587","https://s3.amazonaws.com/beermapping/locations/NbrsBBQe.jpg","0","https://s3.amazonaws.com/beermapping/locations/NbrsBBQe.jpg","800"
"","","","","","20142","","","","","",""
"","","","","","15608","","","","","",""
"","","","","","18916","","","","","",""
"","","","","","17567","","","","","",""
"","","","","","11322","","","","","",""
"","","","","","17474","","","","","",""
"This brewpub is outstanding!","rmilliron","https://beermapping.com/account/652","https://beermapping.com/maps/reviews/images.php?img=1855","530","907","2008-08-06 00:01:01","1855","https://s3.amazonaws.com/beermapping/locations/DSC_0084__Medium_.jpg","0","https://s3.amazonaws.com/beermapping/locations/DSC_0084__Medium_.jpg","800"
"","","","","","11393","","","","","",""
"","","","","","5289","","","","","",""
"","Curmudgeon","https://beermapping.com/account/310","https://beermapping.com/maps/reviews/images.php?img=5867","480","18679","2014-03-30 20:49:17","5867","https://s3.amazonaws.com/beermapping/locations/Nickel.jpg","0","https://s3.amazonaws.com/beermapping/locations/Nickel.jpg","360"
"","","","","","19352","","","","","",""
"The building from the parking lot","dorandbob","https://beermapping.com/account/1006","https://beermapping.com/maps/reviews/images.php?img=5066","600","12865","2012-04-11 11:20:29","5066","https://s3.amazonaws.com/beermapping/locations/PANASONIC_DMC_TZ5_P1050322.jpg","0","https://s3.amazonaws.com/beermapping/locations/PANASONIC_DMC_TZ5_P1050322.jpg","800"
"","","","","","10178","","","","","",""
"The entrance to the brewery from across the street","dorandbob","https://beermapping.com/account/1006","https://beermapping.com/maps/reviews/images.php?img=3184","639","913","2009-06-29 19:15:37","3184","https://s3.amazonaws.com/beermapping/locations/Panasonic_DMC_TZ5A_P1000980.jpg","0","https://s3.amazonaws.com/beermapping/locations/Panasonic_DMC_TZ5A_P1000980.jpg","857"
"","","","","","20232","","","","","",""
"","","","","","2551","","","","","",""
"","","","","","10281","","","","","",""
"","","","","","2186","","","","","",""
"","","","","","5206","","","","","",""
"","","","","","20804","","","","","",""
"","","","","","20844","","","","","",""
"","","","","","2227","","","","","",""
"","","","","","2552","","","","","",""
"","","","","","14117","","","","","",""
"Oak Barrel entry","BahHumBrew","https://beermapping.com/account/148","https://beermapping.com/maps/reviews/images.php?img=2839","600","3772","2009-04-03 15:39:17","2839","https://s3.amazonaws.com/beermapping/locations/OakBrlE.jpg","0","https://s3.amazonaws.com/beermapping/locations/OakBrlE.jpg","800"
"","","","","","16539","","","","","",""
"","","","","","19492","","","","","",""
"The building and front entrance from across the street","dorandbob","https://beermapping.com/account/1006","https://beermapping.com/maps/reviews/images.php?img=5090","600","928","2012-04-18 10:43:19","5090","https://s3.amazonaws.com/beermapping/locations/PANASONIC_DMC_TZ5_P1050404.jpg","0","https://s3.amazonaws.com/beermapping/locations/PANASONIC_DMC_TZ5_P1050404.jpg","800"
"","","","","","16568","","","","","",""
"ID sign @ the driveway entrance NOT on the building","Curmudgeon","https://beermapping.com/account/310","https://beermapping.com/maps/reviews/images.php?img=5491","480","16585","2013-03-03 11:43:20","5491","https://s3.amazonaws.com/beermapping/locations/Offbeat.jpg","0","https://s3.amazonaws.com/beermapping/locations/Offbeat.jpg","360"
"","","","","","10074","","","","","",""
"","","","","","939","","","","","",""
"","","","","","10073","","","","","",""
"","","","","","2189","","","","","",""
"","","","","","10070","","","","","",""
"","","","","","2187","","","","","",""
