blogmap,city,country,id,imagecount,name,overall,phone,proxylink,reviewlink,state,status,street,zip
http://beermapping.com/maps/blogproxy.php?locid=16582andamp;d=1andamp;type=norm,Carlsbad,United States,16582,4,Fezziwig's Brewing Co.,84.99985,(909) 529-2337,http://beermapping.com/maps/proxymaps.php?locid=16582andamp;d=5,https://beermapping.com/location/16582,CA,Brewery,"5621 Palmer Way, Suite C",92010
http://beermapping.com/maps/blogproxy.php?locid=7385andamp;d=1andamp;type=norm,Sunnyvale,United States,7385,1,Fibbar MaGees,78.33325,(408) 749-8373,http://beermapping.com/maps/proxymaps.php?locid=7385andamp;d=5,https://beermapping.com/location/7385,CA,Beer Bar,156 S Murphy Ave,94086
http://beermapping.com/maps/blogproxy.php?locid=2172andamp;d=1andamp;type=norm,San Diego,United States,2172,0,"Field, The",84.166575,(619) 232-9840,http://beermapping.com/maps/proxymaps.php?locid=2172andamp;d=5,https://beermapping.com/location/2172,CA,Beer Bar,544 5th Ave,92101
http://beermapping.com/maps/blogproxy.php?locid=20363andamp;d=1andamp;type=norm,Berkeley,United States,20363,0,Fieldwork Brewing,0,,http://beermapping.com/maps/proxymaps.php?locid=20363andamp;d=5,https://beermapping.com/location/20363,CA,Brewery,1160 Sixth St,94710
http://beermapping.com/maps/blogproxy.php?locid=3722andamp;d=1andamp;type=norm,Truckee,United States,3722,5,FiftyFifty Brewing Co.,86.2499625,(530) 386-6664,http://beermapping.com/maps/proxymaps.php?locid=3722andamp;d=5,https://beermapping.com/location/3722,CA,Brewpub,11197 Brockway Road,96161
http://beermapping.com/maps/blogproxy.php?locid=18217andamp;d=1andamp;type=norm,Santa Barbara,United States,18217,0,Figueroa Mountain Brewing Co Tap Room,0,805-694-2255,http://beermapping.com/maps/proxymaps.php?locid=18217andamp;d=5,https://beermapping.com/location/18217,CA,Beer Bar,137 Anacapa St,93101
http://beermapping.com/maps/blogproxy.php?locid=13684andamp;d=1andamp;type=norm,Buellton,United States,13684,4,Figueroa Mountain Brewing Company,95,(805) 694-2252,http://beermapping.com/maps/proxymaps.php?locid=13684andamp;d=5,https://beermapping.com/location/13684,CA,Brewery,45 Industrial Way,93427
http://beermapping.com/maps/blogproxy.php?locid=17216andamp;d=1andamp;type=norm,Roseville,United States,17216,0,Final Gravity,0,(916) 782-1166,http://beermapping.com/maps/proxymaps.php?locid=17216andamp;d=5,https://beermapping.com/location/17216,CA,Beer Bar,9205 Sierra College Blvd,95661
http://beermapping.com/maps/blogproxy.php?locid=1965andamp;d=1andamp;type=norm,Santa Monica,United States,1965,0,Finn McCool's,0,(310) 452-1734,http://beermapping.com/maps/proxymaps.php?locid=1965andamp;d=5,https://beermapping.com/location/1965,CA,Beer Bar,2702 Main St.,90405
http://beermapping.com/maps/blogproxy.php?locid=2214andamp;d=1andamp;type=norm,Millbrae,United States,2214,0,Finn McCool's Irish Pub,0,(650) 697-2403,http://beermapping.com/maps/proxymaps.php?locid=2214andamp;d=5,https://beermapping.com/location/2214,CA,Beer Bar,213 El Camino Real,94030
http://beermapping.com/maps/blogproxy.php?locid=7955andamp;d=1andamp;type=norm,Novato,United States,7955,0,Finnegan's Marin,0,(415) 899-1516,http://beermapping.com/maps/proxymaps.php?locid=7955andamp;d=5,https://beermapping.com/location/7955,CA,Beer Bar,877 Grant Avenue,94945
http://beermapping.com/maps/blogproxy.php?locid=9701andamp;d=1andamp;type=norm,East Palo Alto,United States,9701,3,Firehouse Brewery Pub,86.66665,(650) 326-9700,http://beermapping.com/maps/proxymaps.php?locid=9701andamp;d=5,https://beermapping.com/location/9701,CA,Beer Bar,1765 E. Bayshore Rd,94307
http://beermapping.com/maps/blogproxy.php?locid=2945andamp;d=1andamp;type=norm,Sunnyvale,United States,2945,5,Firehouse Grill and Brewery,80.00005,(408) 773-9500,http://beermapping.com/maps/proxymaps.php?locid=2945andamp;d=5,https://beermapping.com/location/2945,CA,Brewpub,111 S. Murphy Avenue,94086
http://beermapping.com/maps/blogproxy.php?locid=6394andamp;d=1andamp;type=norm,Woodland Hills,United States,6394,0,Firemans Brew,0,(818) 883-2739 ,http://beermapping.com/maps/proxymaps.php?locid=6394andamp;d=5,https://beermapping.com/location/6394,CA,Brewery,"6433 Topanga Canyon Blvd, #189 ",91303
http://beermapping.com/maps/blogproxy.php?locid=2539andamp;d=1andamp;type=norm,Santa Monica,United States,2539,0,Fireside Cellars,0,(310) 393-2888,http://beermapping.com/maps/proxymaps.php?locid=2539andamp;d=5,https://beermapping.com/location/2539,CA,Beer Store,1421 Montana Avenue,90403
http://beermapping.com/maps/blogproxy.php?locid=7728andamp;d=1andamp;type=norm,Alameda,United States,7728,0,Fireside Lounge,0,(510) 522-7400,http://beermapping.com/maps/proxymaps.php?locid=7728andamp;d=5,https://beermapping.com/location/7728,CA,Beer Bar,1453 Webster St,94501
http://beermapping.com/maps/blogproxy.php?locid=438andamp;d=1andamp;type=norm,Paso Robles,United States,438,13,Firestone Walker Brewing Co.,95.000025,(805) 238-2556,http://beermapping.com/maps/proxymaps.php?locid=438andamp;d=5,https://beermapping.com/location/438,CA,Brewery,1400 Ramada Drive,93446
http://beermapping.com/maps/blogproxy.php?locid=9998andamp;d=1andamp;type=norm,Buellton,United States,9998,6,Firestone Walker Taproom,88.3334,(805) 686-1557,http://beermapping.com/maps/proxymaps.php?locid=9998andamp;d=5,https://beermapping.com/location/9998,CA,Brewery,620 McMurray Road,93427
http://beermapping.com/maps/blogproxy.php?locid=7957andamp;d=1andamp;type=norm,Modesto,United States,7957,0,Firkin and Fox - CA,0,(209) 575-2369,http://beermapping.com/maps/proxymaps.php?locid=7957andamp;d=5,https://beermapping.com/location/7957,CA,Beer Bar,1111 I St,95354
http://beermapping.com/maps/blogproxy.php?locid=9801andamp;d=1andamp;type=norm,Los Altos,United States,9801,1,First and Main Sports Lounge,78.33325,(650) 949-1380,http://beermapping.com/maps/proxymaps.php?locid=9801andamp;d=5,https://beermapping.com/location/9801,CA,Beer Bar,397 Main St,94022
http://beermapping.com/maps/blogproxy.php?locid=439andamp;d=1andamp;type=norm,Livermore,United States,439,0,First Street Ale House,93.33325,(925) 371-6588,http://beermapping.com/maps/proxymaps.php?locid=439andamp;d=5,https://beermapping.com/location/439,CA,Beer Bar,2086 1st Street,94550
http://beermapping.com/maps/blogproxy.php?locid=16141andamp;d=1andamp;type=norm,Ventura,United States,16141,0,Five Points Liquor,0,(805) 643-4205,http://beermapping.com/maps/proxymaps.php?locid=16141andamp;d=5,https://beermapping.com/location/16141,CA,Beer Store,2783 East Thompson Blvd  ,93003
http://beermapping.com/maps/blogproxy.php?locid=20485andamp;d=1andamp;type=norm,estlake Village,United States,20485,0,Five Threads Brewing Compnay,0,(805) 457-5990,http://beermapping.com/maps/proxymaps.php?locid=20485andamp;d=5,https://beermapping.com/location/20485,CA,Brewery,31133 Via Counas Ste 109,91362
http://beermapping.com/maps/blogproxy.php?locid=5366andamp;d=1andamp;type=norm,Santa Rosa,United States,5366,4,Flavor,88.33335,(707) 573-9600,http://beermapping.com/maps/proxymaps.php?locid=5366andamp;d=5,https://beermapping.com/location/5366,CA,Beer Bar,96 Old Courthouse Square,95404
http://beermapping.com/maps/blogproxy.php?locid=6034andamp;d=1andamp;type=norm,Truckee,United States,6034,1,Florian's Fine Wines,86.6667,(530) 550-0802,http://beermapping.com/maps/proxymaps.php?locid=6034andamp;d=5,https://beermapping.com/location/6034,CA,Beer Store,11260 Donner Pass Rd,96161
http://beermapping.com/maps/blogproxy.php?locid=19889andamp;d=1andamp;type=norm,Santa Rosa,United States,19889,0,Fogbelt Brewing Company,0,(707) 978-3400,http://beermapping.com/maps/proxymaps.php?locid=19889andamp;d=5,https://beermapping.com/location/19889,CA,Brewery,1305 Cleveland Ave,95401
http://beermapping.com/maps/blogproxy.php?locid=13309andamp;d=1andamp;type=norm,Culver City,United States,13309,0,Ford's Filling Station,0,(310) 202-1470,http://beermapping.com/maps/proxymaps.php?locid=13309andamp;d=5,https://beermapping.com/location/13309,CA,Beer Bar,9531 Culver Boulevard,90232
http://beermapping.com/maps/blogproxy.php?locid=18495andamp;d=1andamp;type=norm,Danville,United States,18495,0,Forge Pizza - Danville,0,925-855-1700,http://beermapping.com/maps/proxymaps.php?locid=18495andamp;d=5,https://beermapping.com/location/18495,CA,Beer Bar,"345 Railroad Avenue, Suite B",94526
http://beermapping.com/maps/blogproxy.php?locid=18494andamp;d=1andamp;type=norm,Oakland,United States,18494,0,Forge Pizza - Oakland,0,510-268-3200,http://beermapping.com/maps/proxymaps.php?locid=18494andamp;d=5,https://beermapping.com/location/18494,CA,Beer Bar,66 Franklin St,94607
http://beermapping.com/maps/blogproxy.php?locid=19244andamp;d=1andamp;type=norm,Huntington Beach,United States,19244,0,Four Sons Brewing,86.66665,,http://beermapping.com/maps/proxymaps.php?locid=19244andamp;d=5,https://beermapping.com/location/19244,CA,Brewery,"18421 Gothard St., Ste. 100",92648
http://beermapping.com/maps/blogproxy.php?locid=4619andamp;d=1andamp;type=norm,Sacramento,United States,4619,4,Fox and Goose Public House,81.66665,(916) 443-8825,http://beermapping.com/maps/proxymaps.php?locid=4619andamp;d=5,https://beermapping.com/location/4619,CA,Beer Bar,1001 R St,95814
http://beermapping.com/maps/blogproxy.php?locid=1966andamp;d=1andamp;type=norm,Studio City,United States,1966,0,"Fox And Hounds, The",0,(818) 763-7976,http://beermapping.com/maps/proxymaps.php?locid=1966andamp;d=5,https://beermapping.com/location/1966,CA,Beer Bar,11100 Ventura Boulevard,91604
http://beermapping.com/maps/blogproxy.php?locid=6245andamp;d=1andamp;type=norm,Colfax,United States,6245,6,Fox Barrel Cider Co.,96.6666,(530) 346-9699,http://beermapping.com/maps/proxymaps.php?locid=6245andamp;d=5,https://beermapping.com/location/6245,CA,Brewery,1213 S. Auburn Street,95713
http://beermapping.com/maps/blogproxy.php?locid=18505andamp;d=1andamp;type=norm,Mountain View,United States,18505,0,Francesea's Sports Bar,0,650-965-1162,http://beermapping.com/maps/proxymaps.php?locid=18505andamp;d=5,https://beermapping.com/location/18505,CA,Beer Bar,2135 Old Middlefield Way,94043
http://beermapping.com/maps/blogproxy.php?locid=17162andamp;d=1andamp;type=norm,Redwood City,United States,17162,5,Freewheel Brewing Co,93.3333,650-365-2337,http://beermapping.com/maps/proxymaps.php?locid=17162andamp;d=5,https://beermapping.com/location/17162,CA,Brewpub,3736 Florence St,94063
http://beermapping.com/maps/blogproxy.php?locid=17565andamp;d=1andamp;type=norm,South Lake Tahoe,United States,17565,5,Freshies Restaurant and Bar,0,(530) 542-3630,http://beermapping.com/maps/proxymaps.php?locid=17565andamp;d=5,https://beermapping.com/location/17565,CA,Beer Bar,3330 Lake Tahoe Blvd,96150
http://beermapping.com/maps/blogproxy.php?locid=7980andamp;d=1andamp;type=norm,Cotati,United States,7980,0,Friar Tucks Pub,0,(707) 792-9847,http://beermapping.com/maps/proxymaps.php?locid=7980andamp;d=5,https://beermapping.com/location/7980,CA,Beer Bar,8201 Old Redwood Hwy,94931
http://beermapping.com/maps/blogproxy.php?locid=2173andamp;d=1andamp;type=norm,San Diego,United States,2173,0,Froggy's Bar and Grill,0,(858) 488-8102 ,http://beermapping.com/maps/proxymaps.php?locid=2173andamp;d=5,https://beermapping.com/location/2173,CA,Beer Bar,954 Turquoise St,92109
http://beermapping.com/maps/blogproxy.php?locid=479andamp;d=1andamp;type=norm,Fresno,United States,479,3,Full Circle Brewing Co.,76.6668,(559) 264-6323,http://beermapping.com/maps/proxymaps.php?locid=479andamp;d=5,https://beermapping.com/location/479,CA,Brewery,620 F Street,93704
http://beermapping.com/maps/blogproxy.php?locid=2540andamp;d=1andamp;type=norm,Los Angeles,United States,2540,0,Galco's Old World Grocery,0,(323) 255-7115 ,http://beermapping.com/maps/proxymaps.php?locid=2540andamp;d=5,https://beermapping.com/location/2540,CA,Beer Store,5702 York Blvd.,90042
http://beermapping.com/maps/blogproxy.php?locid=5907andamp;d=1andamp;type=norm,Carnelian Bay,United States,5907,2,Gar Woods Grill and Pier,74.99975,(530) 546-3366,http://beermapping.com/maps/proxymaps.php?locid=5907andamp;d=5,https://beermapping.com/location/5907,CA,Beer Bar,5000 North Lake Blvd,96140
http://beermapping.com/maps/blogproxy.php?locid=18742andamp;d=1andamp;type=norm,Temecula,United States,18742,0,Garage Brewing and Pizzeria,0,(951) 587-2537,http://beermapping.com/maps/proxymaps.php?locid=18742andamp;d=5,https://beermapping.com/location/18742,CA,Brewpub,29095 Old Town Front Street,92590
http://beermapping.com/maps/blogproxy.php?locid=2541andamp;d=1andamp;type=norm,Pasadena,United States,2541,0,Gerlachs Drive-In,0,(626) 799-1166 ,http://beermapping.com/maps/proxymaps.php?locid=2541andamp;d=5,https://beermapping.com/location/2541,CA,Beer Store,1075 So. Fair Oaks,91105
http://beermapping.com/maps/blogproxy.php?locid=14883andamp;d=1andamp;type=norm,Redlands,United States,14883,0,Gerrards Market,0,(909) 793-2808,http://beermapping.com/maps/proxymaps.php?locid=14883andamp;d=5,https://beermapping.com/location/14883,CA,Beer Store,705 West Cypress Avenue,92373
http://beermapping.com/maps/blogproxy.php?locid=5172andamp;d=1andamp;type=norm,San Francisco,United States,5172,0,Gestalt Haus,0,(415) 560-0137,http://beermapping.com/maps/proxymaps.php?locid=5172andamp;d=5,https://beermapping.com/location/5172,CA,Beer Bar,3159 16th St,94110
http://beermapping.com/maps/blogproxy.php?locid=16469andamp;d=1andamp;type=norm,Glendale,United States,16469,0,"Glendale Tap, The",0,(818) 241-4227,http://beermapping.com/maps/proxymaps.php?locid=16469andamp;d=5,https://beermapping.com/location/16469,CA,Beer Bar,4227 San Fernando Rd,91204
http://beermapping.com/maps/blogproxy.php?locid=15227andamp;d=1andamp;type=norm,Garden Grove,United States,15227,0,"Globe, The",0,(714) 537-7471,http://beermapping.com/maps/proxymaps.php?locid=15227andamp;d=5,https://beermapping.com/location/15227,CA,Beer Bar,12926 Main Street,92840
http://beermapping.com/maps/blogproxy.php?locid=1967andamp;d=1andamp;type=norm,Costa Mesa,United States,1967,0,Goat Hill Tavern,0,(949) 548-8428 ,http://beermapping.com/maps/proxymaps.php?locid=1967andamp;d=5,https://beermapping.com/location/1967,CA,Beer Bar,1830 Newport Blvd,92627
http://beermapping.com/maps/blogproxy.php?locid=18826andamp;d=1andamp;type=norm,Lincoln,United States,18826,0,Goathouse Brewing,0,916-740-9100,http://beermapping.com/maps/proxymaps.php?locid=18826andamp;d=5,https://beermapping.com/location/18826,CA,Brewery,600 Wise Road,95648
http://beermapping.com/maps/blogproxy.php?locid=493andamp;d=1andamp;type=norm,Placerville,United States,493,4,Gold Hill Brewery,89.9998,(530) 626-6522,http://beermapping.com/maps/proxymaps.php?locid=493andamp;d=5,https://beermapping.com/location/493,CA,Brewery,5660 Vineyard Lane,95667
http://beermapping.com/maps/blogproxy.php?locid=19640andamp;d=1andamp;type=norm,Oakland,United States,19640,0,Golden Gate Brewing Co,0,(415) 341-6326,http://beermapping.com/maps/proxymaps.php?locid=19640andamp;d=5,https://beermapping.com/location/19640,CA,Brewery,346 Santa Clara Ave,94610
http://beermapping.com/maps/blogproxy.php?locid=19944andamp;d=1andamp;type=norm,San Francisco,United States,19944,0,Golden Gate Tap Room,0,(415) 677-9999,http://beermapping.com/maps/proxymaps.php?locid=19944andamp;d=5,https://beermapping.com/location/19944,CA,Beer Bar,525 Sutter St #2,94108
http://beermapping.com/maps/blogproxy.php?locid=15015andamp;d=1andamp;type=norm,Los Angeles,United States,15015,0,Golden Road Brewing,0,(213) 373-4677,http://beermapping.com/maps/proxymaps.php?locid=15015andamp;d=5,https://beermapping.com/location/15015,CA,Brewpub,5410 West San Fernando Rd,90039
http://beermapping.com/maps/blogproxy.php?locid=12621andamp;d=1andamp;type=norm,Livermore,United States,12621,0,"Good Brewer, The",0,(925) 373-0333,http://beermapping.com/maps/proxymaps.php?locid=12621andamp;d=5,https://beermapping.com/location/12621,CA,Homebrew,2960 Pacific Ave,94550
http://beermapping.com/maps/blogproxy.php?locid=15980andamp;d=1andamp;type=norm,San Jose,United States,15980,0,Good Karma Vegan Cafe,0,(408) 294-2694,http://beermapping.com/maps/proxymaps.php?locid=15980andamp;d=5,https://beermapping.com/location/15980,CA,Beer Bar,37 S First St,95113
http://beermapping.com/maps/blogproxy.php?locid=1968andamp;d=1andamp;type=norm,Los Angeles,United States,1968,0,Good Microbrew and Grill,0,(323) 660-3645 ,http://beermapping.com/maps/proxymaps.php?locid=1968andamp;d=5,https://beermapping.com/location/1968,CA,Beer Bar,3725 Sunset Blvd.,90026
http://beermapping.com/maps/blogproxy.php?locid=11162andamp;d=1andamp;type=norm,Los Angeles,United States,11162,0,Gordon Biersch  - LAX airport,0,,http://beermapping.com/maps/proxymaps.php?locid=11162andamp;d=5,https://beermapping.com/location/11162,CA,Beer Bar,Terminal 1 Food Court,90045
http://beermapping.com/maps/blogproxy.php?locid=502andamp;d=1andamp;type=norm,Burbank,United States,502,0,Gordon Biersch - Burbank,88.3333,(818) 569-5240,http://beermapping.com/maps/proxymaps.php?locid=502andamp;d=5,https://beermapping.com/location/502,CA,Brewpub,145 S. San Fernando Blvd.,91502
http://beermapping.com/maps/blogproxy.php?locid=11202andamp;d=1andamp;type=norm,Oakland,United States,11202,0,Gordon Biersch - OAK airport,0,(510) 563-3300,http://beermapping.com/maps/proxymaps.php?locid=11202andamp;d=5,https://beermapping.com/location/11202,CA,Beer Bar,Terminal 2 near gate 29,94621
http://beermapping.com/maps/blogproxy.php?locid=513andamp;d=1andamp;type=norm,San Diego,United States,513,0,Gordon Biersch - San Diego,76.6666,(619) 688-1120,http://beermapping.com/maps/proxymaps.php?locid=513andamp;d=5,https://beermapping.com/location/513,CA,Brewpub,5010 Mission Center Road,92108
http://beermapping.com/maps/blogproxy.php?locid=515andamp;d=1andamp;type=norm,San Jose,United States,515,4,Gordon Biersch - San Jose,75.8333,(408) 294-6785,http://beermapping.com/maps/proxymaps.php?locid=515andamp;d=5,https://beermapping.com/location/515,CA,Brewpub,33 East San Fernando Street,95113
http://beermapping.com/maps/blogproxy.php?locid=11199andamp;d=1andamp;type=norm,San Francisco,United States,11199,0,Gordon Biersch - SFO airport,71.6666,(650) 827-6635,http://beermapping.com/maps/proxymaps.php?locid=11199andamp;d=5,https://beermapping.com/location/11199,CA,Beer Bar,Terminal 3 - Area F near gate 74,94128
http://beermapping.com/maps/blogproxy.php?locid=11203andamp;d=1andamp;type=norm,San Jose,United States,11203,2,Gordon Biersch - SJC airport,0,,http://beermapping.com/maps/proxymaps.php?locid=11203andamp;d=5,https://beermapping.com/location/11203,CA,Beer Bar,Terminal A near gate 11,95112
http://beermapping.com/maps/blogproxy.php?locid=11248andamp;d=1andamp;type=norm,Sacramento,United States,11248,0,Gordon Biersch - SMF airport,0,,http://beermapping.com/maps/proxymaps.php?locid=11248andamp;d=5,https://beermapping.com/location/11248,CA,Beer Bar,Terminal B2 near gate 24,95837
http://beermapping.com/maps/blogproxy.php?locid=6213andamp;d=1andamp;type=norm,San Jose,United States,6213,3,Gordon Biersch Brewery,70,(408) 278-1008,http://beermapping.com/maps/proxymaps.php?locid=6213andamp;d=5,https://beermapping.com/location/6213,CA,Brewery,357 E. Taylor St,95112
http://beermapping.com/maps/blogproxy.php?locid=14960andamp;d=1andamp;type=norm,Roseville,United States,14960,0,Gordon Biersch Tavern - Roseville,0,(916) 772-2739,http://beermapping.com/maps/proxymaps.php?locid=14960andamp;d=5,https://beermapping.com/location/14960,CA,Beer Bar,"1151 Galleria Blvd., Space 9211",95678
http://beermapping.com/maps/blogproxy.php?locid=11469andamp;d=1andamp;type=norm,Redwood City,United States,11469,0,Gourmet Haus Staudt,0,(650) 364-9232,http://beermapping.com/maps/proxymaps.php?locid=11469andamp;d=5,https://beermapping.com/location/11469,CA,Beer Bar,2615 Broadway St,94063
http://beermapping.com/maps/blogproxy.php?locid=19642andamp;d=1andamp;type=norm,San Mateo,United States,19642,0,Grape and Grain Bar,0,650-342-9463,http://beermapping.com/maps/proxymaps.php?locid=19642andamp;d=5,https://beermapping.com/location/19642,CA,Beer Bar,227 S. San Mateo Dr,94401
http://beermapping.com/maps/blogproxy.php?locid=11171andamp;d=1andamp;type=norm,Chatsworth,United States,11171,0,"Great Beer Co, The",0,(818) 718-2739,http://beermapping.com/maps/proxymaps.php?locid=11171andamp;d=5,https://beermapping.com/location/11171,CA,Brewery,21119 Superior St,91311
http://beermapping.com/maps/blogproxy.php?locid=18930andamp;d=1andamp;type=norm,Carlsbad,United States,18930,3,Green Dragon Tavern and Museum,78.3332,760.918.2421,http://beermapping.com/maps/proxymaps.php?locid=18930andamp;d=5,https://beermapping.com/location/18930,CA,Beer Bar,6115 Paseo del Norte,92011
http://beermapping.com/maps/blogproxy.php?locid=14129andamp;d=1andamp;type=norm,San Diego,United States,14129,4,Green Flash Tasting Room and Beer Garden,92.222233333334,,http://beermapping.com/maps/proxymaps.php?locid=14129andamp;d=5,https://beermapping.com/location/14129,CA,Brewery,6550 Mira Mesa Boulevard,92121
http://beermapping.com/maps/blogproxy.php?locid=2543andamp;d=1andamp;type=norm,Woodland Hills,United States,2543,0,Green Jug,0,(818) 887-9463,http://beermapping.com/maps/proxymaps.php?locid=2543andamp;d=5,https://beermapping.com/location/2543,CA,Beer Store,6307 Platt Ave.,91367
http://beermapping.com/maps/blogproxy.php?locid=19140andamp;d=1andamp;type=norm,Redwood City,United States,19140,0,"Grill House, The",0,650.264.8017,http://beermapping.com/maps/proxymaps.php?locid=19140andamp;d=5,https://beermapping.com/location/19140,CA,Beer Bar,246 Redwood Shores Pkwy,94065
http://beermapping.com/maps/blogproxy.php?locid=19603andamp;d=1andamp;type=norm,Hollister,United States,19603,0,Grillin and Chillin Alehouse,0,(831) 637-2337,http://beermapping.com/maps/proxymaps.php?locid=19603andamp;d=5,https://beermapping.com/location/19603,CA,Brewpub,401 McCray St #B24,95023
http://beermapping.com/maps/blogproxy.php?locid=17690andamp;d=1andamp;type=norm,San Diego,United States,17690,0,Groundswell Brewing Company,0,(619) 770-7827,http://beermapping.com/maps/proxymaps.php?locid=17690andamp;d=5,https://beermapping.com/location/17690,CA,Brewery,6304 Riverdale St.,92120
http://beermapping.com/maps/blogproxy.php?locid=6553andamp;d=1andamp;type=norm,Murphys,United States,6553,4,Growler Craft Brewery - Figaros Pizza,83.3333,(209) 728-1162,http://beermapping.com/maps/proxymaps.php?locid=6553andamp;d=5,https://beermapping.com/location/6553,CA,Brewpub,164 Hwy 4,95247
http://beermapping.com/maps/blogproxy.php?locid=14823andamp;d=1andamp;type=norm,Brea,United States,14823,0,Hacienda Beverage,0,(714) 529-1593,http://beermapping.com/maps/proxymaps.php?locid=14823andamp;d=5,https://beermapping.com/location/14823,CA,Beer Store,670 South Brea Blvd.,92821
http://beermapping.com/maps/blogproxy.php?locid=21125andamp;d=1andamp;type=norm,San Diego,United States,21125,0,Half Door Brewing Co.,86.66665,619-232-9845,http://beermapping.com/maps/proxymaps.php?locid=21125andamp;d=5,https://beermapping.com/location/21125,CA,Brewpub,903 Island Ave,92101
http://beermapping.com/maps/blogproxy.php?locid=565andamp;d=1andamp;type=norm,Princeton-by-the-Sea,United States,565,9,Half Moon Bay Brewing Co (Mavericks),82.22225,(650) 728-2739,http://beermapping.com/maps/proxymaps.php?locid=565andamp;d=5,https://beermapping.com/location/565,CA,Brewpub,390 Capistrano Avenue,94019
http://beermapping.com/maps/blogproxy.php?locid=21111andamp;d=1andamp;type=norm,Rancho Cucamonga,United States,21111,0,Hamilton Family Brewery,0,(909) 989-7050,http://beermapping.com/maps/proxymaps.php?locid=21111andamp;d=5,https://beermapping.com/location/21111,CA,Brewery,9757 7th St #802,91730
http://beermapping.com/maps/blogproxy.php?locid=3933andamp;d=1andamp;type=norm,San Diego,United States,3933,4,Hamilton's Tavern,51.667,(619) 238-5460,http://beermapping.com/maps/proxymaps.php?locid=3933andamp;d=5,https://beermapping.com/location/3933,CA,Beer Bar,1521 30th St,92102
http://beermapping.com/maps/blogproxy.php?locid=21105andamp;d=1andamp;type=norm,Chatsworth,United States,21105,0,Hand-Brewed Beer,0,8189641422,http://beermapping.com/maps/proxymaps.php?locid=21105andamp;d=5,https://beermapping.com/location/21105,CA,Brewery,9771 Variel Ave,91311
http://beermapping.com/maps/blogproxy.php?locid=15616andamp;d=1andamp;type=norm,Elk Grove,United States,15616,0,Handcraft Brewing,0,(916) 525-2739,http://beermapping.com/maps/proxymaps.php?locid=15616andamp;d=5,https://beermapping.com/location/15616,CA,Homebrew,"9183 Survey Road, Ste. 104",95624
http://beermapping.com/maps/blogproxy.php?locid=15321andamp;d=1andamp;type=norm,Pleasanton,United States,15321,0,Handles,0,(925) 399-6690,http://beermapping.com/maps/proxymaps.php?locid=15321andamp;d=5,https://beermapping.com/location/15321,CA,Beer Bar,855 Main Street,94566
http://beermapping.com/maps/blogproxy.php?locid=15047andamp;d=1andamp;type=norm,Burbank,United States,15047,0,Handy Market,0,(818) 848-2500,http://beermapping.com/maps/proxymaps.php?locid=15047andamp;d=5,https://beermapping.com/location/15047,CA,Beer Store,2514 W. Magnolia Blvd.,91505
http://beermapping.com/maps/blogproxy.php?locid=6268andamp;d=1andamp;type=norm,Redlands,United States,6268,5,Hangar 24 Craft Brewery,84.166675,(909) 389-1400,http://beermapping.com/maps/proxymaps.php?locid=6268andamp;d=5,https://beermapping.com/location/6268,CA,Brewery,1710 Sessums Drive,92374
http://beermapping.com/maps/blogproxy.php?locid=20963andamp;d=1andamp;type=norm,San Francisco,United States,20963,0,Harmonic Brewing,0,(415) 872-6817,http://beermapping.com/maps/proxymaps.php?locid=20963andamp;d=5,https://beermapping.com/location/20963,CA,Brewery,1050 26th St,94107
http://beermapping.com/maps/blogproxy.php?locid=15418andamp;d=1andamp;type=norm,San Jose,United States,15418,0,Harry's Hofbrau - San Jose,0,(408) 243-0434,http://beermapping.com/maps/proxymaps.php?locid=15418andamp;d=5,https://beermapping.com/location/15418,CA,Beer Bar,390 Saratoga Ave,95129
http://beermapping.com/maps/blogproxy.php?locid=12339andamp;d=1andamp;type=norm,Orange,United States,12339,0,Haven Gastropub - Orange,0,(714) 221-0680,http://beermapping.com/maps/proxymaps.php?locid=12339andamp;d=5,https://beermapping.com/location/12339,CA,Beer Bar,190 South Glassell Street,92866
http://beermapping.com/maps/blogproxy.php?locid=5290andamp;d=1andamp;type=norm,San Francisco,United States,5290,0,Healthy Spirits - Castro,0,(415) 255-0610,http://beermapping.com/maps/proxymaps.php?locid=5290andamp;d=5,https://beermapping.com/location/5290,CA,Beer Store,2299 15th Street,94114
http://beermapping.com/maps/blogproxy.php?locid=17432andamp;d=1andamp;type=norm,San Francisco,United States,17432,0,Healthy Spirits - Clement,0,(415) 682-4260,http://beermapping.com/maps/proxymaps.php?locid=17432andamp;d=5,https://beermapping.com/location/17432,CA,Beer Store,1042 Clement St,94118
http://beermapping.com/maps/blogproxy.php?locid=5204andamp;d=1andamp;type=norm,Upland,United States,5204,0,Heffernan's Homebrew,0,(909) 946-6782,http://beermapping.com/maps/proxymaps.php?locid=5204andamp;d=5,https://beermapping.com/location/5204,CA,Homebrew,210 E. A St,91786
http://beermapping.com/maps/blogproxy.php?locid=9606andamp;d=1andamp;type=norm,Solvang,United States,9606,0,Heidelberg Inn and Beer Garden,0,(805) 688-6213,http://beermapping.com/maps/proxymaps.php?locid=9606andamp;d=5,https://beermapping.com/location/9606,CA,Beer Bar,1618 Copenhagen Dr,93463
