,id,brewery_id,beer_style_id,brewery_type_id,post_code,loc_id,name,description,abv,calories,ibu,num_ratings,overall_rating,beer_style_rating,mean_rating,beer_style_name,beer_style_norm,brewery_name,brewery_type,city,state,zip_code,country,lat,long,style_score,review_sim,style_sim,weighted_rating,final_score
96,177,"12,107",42,4,"16,054",22698,Smuttynose Robust Porter,"Our most award-winning beer, Robust Porter honors the dark, full-bodied ales that were a favorite of dockworkers and warehousemen (hence the name ??Porter??) in 19th century London, where the style originated. It's a good bet that when Dickens' Mr. Pickwick sat down for a pint, his beer would have been very similar to our Robust Porter. This smooth, deceptively drinkable beer features an assertive hop profile which accentuates signature flavors of coffee and dark chocolate.",6.2,186.0,60.0,1401,98,100,,Porter,Porter,Smuttynose Brewing Company,Microbrewery,Hampton,NH,3842.0,USA,42.93569,-70.82514,9,0.0,8.18746020747,19.6296984093,27.8171586168
1455,3359,"9,906",12,4,"4,777",4881,Other Half Baby Diamonds,Can.,4.8,144.0,84.1875,24,97,99,3.82,Session IPA,IPA,Other Half Brewing,Microbrewery,Brooklyn,NY,11231.0,USA,40.622994,-73.96427,6,0.0,7.70798632353,19.7891266375,27.497112961
437,905,"12,107",65,4,"16,054",22698,Smuttynose Big Beer Series: East Coast Common,"East Coast Common is a nod to those uniquely American lager beers ?? fermented warm, in the San Franciscan-style. One sniff of the heady aroma tells you this isn't a utilitarian, washing machine-variety beer. Our brewers infuse significant quantities of late-in-the-boil and post-fermentation dry hops to make sure you know East Coast Common is a New England original. We originally brewed East Coast Common at Smuttlabs with our friends and neighbors Stoneface Brewing Company and Great Rhythm Brewing Company, to commemorate 2015's Portsmouth Beer Week. We're pleased to bring it back for a wider, hop-hungry audience.",7.4,222.0,82.0,34,95,100,3.72,California Common,Pils/Lager,Smuttynose Brewing Company,Microbrewery,Hampton,NH,3842.0,USA,42.93569,-70.82514,12,0.0,11.0812826454,16.3428226762,27.4241053216
228,460,"11,225",44,4,"26,944",13985,Rogue Shakespeare Oatmeal Stout,"Rogue's Shakespeare Stout is ebony in color, a rich creamy head and a mellow chocolate aftertaste. It is made from Northwest Harrington, Crystal, and Chocolate malts, roasted barley and rolled oats, along with Cascade hop.",6.5,195.0,60.0,2467,99,100,,Stout,Stout,Rogue Ales,Microbrewery,Newport,OR,97365.0,USA,44.649252,-124.05039,10,0.0,7.63910027296,19.7510929436,27.3901932165
1476,3380,635,12,4,"15,394",19302,Badger State Green Chop Session IPA,"Brewed with six different American hop varieties, our IPA combines bright, earthy flavors blended with a tropical fruit aroma yielding to a spicy, clean finish.",4.8,144.0,83.0,14,94,98,3.86,Session IPA,IPA,Badger State Brewing Company,Microbrewery,Green Bay,WI,54304.0,USA,44.499346,-88.06318,6,0.0,7.57811757065,19.7788515296,27.3569691003
371,715,"7,666",2,5,415,18536,La Cumbre Red Ryeot,"Hop Bomb? Sure. Malted magic? Yep. Spicy Rye cacophony? Absolutely. Rich caramel and toasted malts team up with flaked rye and march to the beat of a big but balancing bitterness only to be overtaken by an onslaught of American hop aroma and flavor. You want a tame and subservient, spineless beer that takes orders well and doesn't challenge anything or anyone? This ain't it!",6.5,195.0,75.0,43,97,99,,Specialty Grain,"Other (Cider, Mead, etc.)",La Cumbre Brewing Company,Brew Pub/Brewery,Albuquerque,NM,87107.0,USA,35.134094,-106.64073,1,0.0,9.69874285484,17.5990096042,27.297752459
309,619,"11,225",18,4,"26,944",13985,Rogue Chocolate Stout,"Ebony in color with a rich creamy head. The mellow flavor of oats, chocolate malts, and real chocolate are balanced perfectly with the right amount of hops for a bittersweet finish. Chocolate Stout is brewed with 10 ingredients: Northwest Harrington and Klages, Crystal 135-165 and Beeston Chocolate Malts, Cascade Hops, Rolled Oats and Roasted Barley, Natural Chocolate Flavor, Free Range Coastal Waters and PacMan Yeast.",5.8,174.0,69.0,2554,99,99,,Sweet Stout,Stout,Rogue Ales,Microbrewery,Newport,OR,97365.0,USA,44.649252,-124.05039,10,0.0,7.14193284227,19.7525592988,26.894492141
1016,2134,"3,524",69,4,"38,089",24636,Cigar City Brewpub Pink Peppercorn La Rubia,La Rubia treated with pink peppercorns,5.3,159.0,70.0,17,87,99,3.62,Golden Ale/Blond Ale,Pale Ale,Cigar City Brewing,Microbrewery,Tampa,FL,33607.0,USA,27.963798,-82.49537,5,0.0,8.55116362726,18.2418438447,26.7930074719
626,1287,"4,698",10,3,,13678,Elysian The Wise ESB,"A malty, reddish-copper-colored ale with strong hop character, allusive to the goddess Athena, patroness of warriors, weaving and wisdom. Bittered with Chinook and finished with Cascade and Columbus hops.  Gold Medal Winner 2003 & 2004 GABF ESB Category.",5.9,177.0,60.0,338,88,99,,Premium Bitter/ESB,Pale Ale,Elysian Brewing (AB InBev),Commercial Brewery,Seattle,WA,,USA,47.397521,-122.315,5,0.0,8.89948947519,17.8377369514,26.7372264266
1459,3341,"8,447",12,4,"13,838",3494,Maine Beer II,"American hop breeders have led the way in creating unique and interesting aroma varieties. Hop breeders across the globe have followed suit. Beer II in our Hop Program, a session IPA, features some of our favorite aromas varieties from here and abroad- Amarillo, Citra, Simcoe, Hallertau Blanc and Nelson Sauvin.",4.7,141.0,84.1875,89,99,100,,Session IPA,IPA,Maine Beer Company,Microbrewery,Freeport,ME,4032.0,USA,43.843778,-70.10172,6,0.0,6.92208182585,19.8091864598,26.7312682857
1467,3355,"12,137",12,4,"34,337",6960,Societe The Coachman,,4.7,141.0,84.1875,38,97,99,3.79,Session IPA,IPA,Societe Brewing Company,Microbrewery,San Diego,CA,92111.0,USA,32.804972,-117.16871,6,0.0,6.94976784132,19.7773553448,26.7271231861
1464,3348,202,12,4,688,2202,Alpine Beer Company Babyface,,4.7,141.0,84.1875,20,98,100,3.92,Session IPA,IPA,Alpine Beer Company (CA),Microbrewery,Alpine,CA,91901.0,USA,32.823102,-116.73864,6,0.0,6.92208182585,19.8016187389,26.7237005648
335,657,"5,239",6,4,"15,169",13540,Founders Backwoods Bastard,"Big and delicious for your 'perty mouth. Expect lovely, warm smells of single malt scotch, oaky bourbon barrels, smoke, sweet caramel and roasted malts. A bit of earthy spice and a scintilla of dark cherries. It's a kick-back sipper made to excite the palate.",11.6,348.0,50.0,1947,100,100,,Scotch Ale,Strong Ale,Founders Brewing Company,Microbrewery,Grand Rapids,MI,49503.0,USA,42.964176,-85.65885,7,0.0,6.75264595584,19.8985661267,26.6512120825
204,398,"3,128",87,4,"1,778",19187,Carton / Barrier SS-C.R.E.A.M,"Brewing with Barrier is almost as cool as drinking with Barrier. Every time we get together Boat and Money are passed back and forth. We drink merrily while lamenting not having a tank to play in together. For this ensemble effort we took the things that make us happy together and put them together. Barrier and Carton took the Need A Bigger Boat recipe to Smuttlabs. We swapped American 6-row in for the base malt, fermented cold with both beer's common Kolsch yeast, held it cold for a while, then dry-hopped it within an inch of it's life with Money's hops. Drink C.R.E.A.M. because colabs rule everything around me.",8.4,252.0,70.0,28,85,99,3.54,Cream Ale,Pils/Lager,Carton Brewing,Microbrewery,Atlantic Highlands,NJ,7716.0,USA,40.407958,-74.03483,12,0.0,10.821282469,15.805618826,26.626901295
1678,3878,"13,331",49,4,"9,749",18793,Toppling Goliath Pompeii IPA,"Inspiration for our newest Hop Patrol IPA comes from the House of Faun in Pompeii, Italy. At this site, some of the world's most famous mosaics were preserved under layers of ash after the eruption of Mount Vesuvius.

Just as Mount Vesuvius preserved the complex mosaics of Pompeii, this single-hop IPA preserves the luxurious taste of the Mosaic hop.",5.5,165.0,60.0,203,99,100,,India Pale Ale (IPA),IPA,Toppling Goliath,Microbrewery,Decorah,IA,52101.0,USA,43.345879,-91.77187,6,0.0,6.76322959654,19.807518327,26.5707479236
1913,4349,"8,542",79,5,"35,213",13678,Maritime Pacific Jolly Roger Christmas Ale,,9.5,285.0,42.0,196,89,96,,English Strong Ale,Strong Ale,Maritime Pacific Brewing Co.,Brew Pub/Brewery,Seattle,WA,98107.0,USA,47.432251,-121.803388,7,0.0,7.67746973698,18.8541772928,26.5316470298
1184,2683,"5,239",11,4,"15,169",13540,Founders Sumatra Mountain Brown,"This bold, imperial brown ale gets its body from a team of malts including Caramel malt for sweetness, flaked barley for dense foam, a bit of Chocolate malt for its deep color and Aromatic and Munich malts to add even more depth. German and Perle hops add a touch of bitterness to balance the malty sweetness. The addition of rich Sumatra coffee takes this perfectly balanced imperial brown ale to a decadent level.",9.0,270.0,40.0,488,99,98,,American Strong Ale,Strong Ale,Founders Brewing Company,Microbrewery,Grand Rapids,MI,49503.0,USA,42.964176,-85.65885,7,0.0,6.83061067214,19.6178686508,26.4484793229
299,608,"12,692",18,4,"24,923",23182,Surly Four,"Surly's Fourth Anniversary beer. An iced double espresso milk stout. In the Surly brewhouse brewing our Anniversary beers means one thing, forget what you know and try something different.  Brewed with too many Espresso beans, too much Roasted Barley, and a healthy dose of Milk sugar, this Double Espresso Milk Stout has layers of chocolate, espresso and smoke flavors intertwined with a velvety lush body.",9.4,282.0,46.8095238095,188,100,100,,Sweet Stout,Stout,Surly Brewing Company,Microbrewery,Minneapolis,MN,55414.0,USA,44.980379,-93.23003,10,0.0,6.69286998973,19.6132172188,26.3060872085
679,1406,"6,099",64,5,"31,952",9659,Hangar 24 4th Anniversary Ale - Doppelsticke Alt,"This year's Anniversary beer is a special, ""doubled"" version of the Alt-Bier. We blended in a portion of Pugachev's Cobra that has been aging in rye barrels for over 16 months to make this a special beer for a special occasion.
You'll experience a caramel and roasty flavor with a spicy oak finish, and a rich malt aroma with hints of fruit esters and alcohol notes.",8.8,264.0,44.0,15,97,100,3.89,Altbier,Brown/Amber Ale,Hangar 24 Craft Brewery,Brew Pub/Brewery,Redlands,CA,92374.0,USA,34.063264,-117.16888,8,0.0,8.51294673007,17.7241260649,26.237072795
852,1791,"12,982",53,4,"12,730",28563,The Duck-Rabbit Baltic Porter,"The Duck-Rabbit Baltic Porter is deep, rich and velvety soft. A full blooded roasty character is balanced by complex alcohol notes. Strong (9% alcohol by volume) yet unfailingly subtle, this special brew warrants sipping and savoring.",9.0,270.0,42.3076923077,912,100,100,,Baltic Porter,Porter,The Duck-Rabbit Craft Brewery,Microbrewery,Farmville,NC,27828.0,USA,35.598204,-77.59066,9,0.0,6.10399377769,19.9339523554,26.037946133
910,1943,"12,491",16,1,"2,278",7362,"Stillwater Barrel Aged Series - Folklore, the tale of Van Winkle",Folklore aged in freshly emptied 20yr Pappy Van Winkle barrels that were kindly provided by our good friends at Lush Wines in Chicago.,8.4,252.0,46.8095238095,42,99,99,,Foreign Stout,Stout,Stillwater Artisanal,Client Brewer,Baltimore,MD,21224.0,USA,39.284607,-76.55696,10,0.0,6.54568151431,19.4467524889,25.9924340032
851,1790,"12,107",53,4,"16,054",22698,Smuttynose Baltic Porter,"Native to northern Europe, Baltic porters evolved from British porters once exported to the Russian hinterland. Unlike their British cousins, Baltic porters are often brewed as lagers, the tradition we've followed. This beer is big, bold & smooth, with malty flavors reminiscent of coffee, dark fruit & raisins. Share one with your comrades!",8.7,261.0,42.3076923077,881,100,99,,Baltic Porter,Porter,Smuttynose Brewing Company,Microbrewery,Hampton,NH,3842.0,USA,42.93569,-70.82514,9,0.0,6.05365680671,19.932268201,25.9859250077
854,1797,"6,469",53,4,"15,509",16829,Hill Farmstead Fear and Trembling,"Fear and Trembling was Hill Farmstead's first collaboration ?? a Baltic Porter brewed with malt that was hand smoked over maple wood by our Danish friend, and former colleague, Anders Kissmeyer. This version was a rebrew of Batch #4 in our brewery...and was aged for many weeks in stainless steel.  As a student of philosophy and former resident of Copenhagen, it is fitting that our brewer named our first collaboration after Denmark's great thinker: S??ren Kierkegaard. All three contemplated absurdity, faith, and salvation while wandering the shores of the Baltic Sea??
 
??continue to work out your salvation with fear and trembling??
 
Note: This is stainless steel fermentation, no barrel treatment (released 2013 and late 2015)",9.0,270.0,42.3076923077,157,99,99,,Baltic Porter,Porter,Hill Farmstead Brewery,Microbrewery,Greensboro Bend,VT,5842.0,USA,44.574196,-72.24333,9,0.0,6.13101104506,19.7686869217,25.8996979667
97,181,"3,524",42,4,"38,089",24636,Cigar City Cookies and Milk,"A 50/50 blend of Oatmeal Raisin Cookie Brown Ale and Imperial Milk Porter, with cacao nibs added",8.81597938144,264.484536082,42.3076923077,13,98,99,4.05,Porter,Porter,Cigar City Brewing,Microbrewery,Tampa,FL,33607.0,USA,27.963798,-82.49537,9,0.0,6.10190297851,19.7482426595,25.850145638
725,1480,"7,278",90,4,"1,479",2972,Kane Sunday Brunch,Morning Bell with cinnamon and maple syrup,9.2,276.0,42.3076923077,40,100,98,,Imperial Porter,Porter,Kane Brewing Company,Microbrewery,Asbury Park,NJ,7712.0,USA,40.232713,-74.03143,9,0.0,6.0696197194,19.7802589064,25.8498786258
23,156,"6,469",42,4,"15,509",16829,Hill Farmstead Everett - Bourbon Barrel Aged (2014-),"Released May 2014, Editor's Note: This version aged in Bourbon barrels only  500ML bottle no-wax",8.81597938144,264.484536082,42.3076923077,90,99,100,,Porter,Porter,Hill Farmstead Brewery,Microbrewery,Greensboro Bend,VT,5842.0,USA,44.574196,-72.24333,9,0.0,6.07490889222,19.7637473689,25.8386562611
100,185,"3,524",42,4,"38,089",24636,Cigar City Soggy Loaf Pumpernickel Rye Porter,A robust porter brewed with rye and black caraway.,8.81597938144,264.484536082,42.3076923077,51,98,99,,Porter,Porter,Cigar City Brewing,Microbrewery,Tampa,FL,33607.0,USA,27.963798,-82.49537,9,0.0,6.10190297851,19.7336386073,25.8355415858
1357,3083,"14,582",14,4,"26,265",27901,Yazoo SUE,"The south is famous for smoking everything. Why not beer? Sue is a big, rich, smoky malt bomb of a beer, with mellow smokiness coming from barley malts smoked with cherry wood, and assertive bitterness from Galena and Perle hops to cleanse the finish.",9.1,273.0,42.3076923077,293,98,99,,Smoked,Porter,Yazoo Brewing Company,Microbrewery,Nashville,TN,37203.0,USA,36.152607,-86.78927,9,0.0,6.12240740739,19.6821187772,25.8045261846
1910,4342,"11,957",79,3,"7,067",17127,Sierra Nevada / Fullers Beer Camp Atlantic-Style Vintage Ale,We're calling our Beer Camp collaboration an ??Atlantic Vintage Ale?? which combines elements from Fullers' robust Vintage Ales with some American-style hopping techniques. We used plums in the brew to complement Fuller's naturally fruity yeast strain and we're bottle conditioning the beer for added longevity. This beer should age well in the bottle for years to come. Drink it now or stash some away to revisit in the future.,8.5,255.0,40.0,43,90,97,,English Strong Ale,Strong Ale,Sierra Nevada Brewing Company,Commercial Brewery,Chico,CA,95928.0,USA,39.720955,-121.81888,7,0.0,6.52952735051,19.2493280967,25.7788554472
732,1490,"7,278",90,4,"1,479",2972,Kane Mexican Brunch,"Imperial milk porter with coffee, maple syrup, cinnamon, cacao nibs, and ancho chili.",9.2,276.0,42.3076923077,22,99,97,4.11,Imperial Porter,Porter,Kane Brewing Company,Microbrewery,Asbury Park,NJ,7712.0,USA,40.232713,-74.03143,9,0.0,5.98877860228,19.7568368794,25.7456154817
1359,3088,"12,491",14,1,"2,278",7362,Stillwater / Mikkeller Rauchstar,Editor's note: please note that this is different from Mikkeller/Stillwater Rauchstar. Different label and different ABV.,9.4,282.0,42.3076923077,80,98,99,,Smoked,Porter,Stillwater Artisanal,Client Brewer,Baltimore,MD,21224.0,USA,39.284607,-76.55696,9,0.0,5.99361404851,19.7242939262,25.7179079747
1355,3110,"4,819",14,1,"4,794",4881,Evil Twin Been Smoking Too Long,"English: Smoked Imperial Stout aged on bourbon barrels.
How the significant amount af ??Ashtray Heart?? found its way to the brisk bourbon barrels is to this day an unsolved mystery. Nevertheless, let's not twist our minds with bizarre details when this beer is ridiculously choice and overwhelmingly corpulent.",8.9,267.0,42.3076923077,64,96,97,,Smoked,Porter,Evil Twin Brewing,Client Brewer,Brooklyn,NY,11249.0,USA,40.617563,-74.01168,9,0.0,6.01449456249,19.6650776716,25.6795722341
729,1486,"5,239",90,4,"15,169",13540,Founders Barrel Aged Porter,,9.5,285.0,42.3076923077,40,100,98,,Imperial Porter,Porter,Founders Brewing Company,Microbrewery,Grand Rapids,MI,49503.0,USA,42.964176,-85.65885,9,0.0,5.88972421922,19.7802589064,25.6699831256
158,303,"13,171",15,4,"26,021",15101,Three Floyds Zombie Dust,"A medium bodied single hop pale ale showcasing Citra hop from the Yakima Valley, U.S.A.",6.2,186.0,50.0,1375,100,100,,American Pale Ale,Pale Ale,Three Floyds Brewing Company,Microbrewery,Munster,IN,46321.0,USA,41.551457,-87.50143,5,0.0,5.81906684516,19.8225292768,25.641596122
506,1027,"4,008",74,4,"33,903",14425,Cycle Trademark Dispute (Yellow),"Bourbon barrel aged imperial stout with Coffee, Cinnamon.  
Previously known as Pallet #1",8.07781690141,242.338028169,46.8095238095,107,100,100,,Imperial Stout,Stout,Cycle Brewing,Microbrewery,Saint Petersburg,FL,33701.0,USA,27.770955,-82.63931,10,0.0,6.09420245407,19.5443150258,25.6385174799
522,1039,"4,008",74,4,"33,903",14425,Cycle Trademark Dispute (Green),Bourbon barrel aged imperial stout with hazelnuts,8.07781690141,242.338028169,46.8095238095,70,100,99,,Imperial Stout,Stout,Cycle Brewing,Microbrewery,Saint Petersburg,FL,33701.0,USA,27.770955,-82.63931,10,0.0,6.12121191316,19.503949713,25.6251616261
1365,3101,"4,819",14,1,"4,794",4881,Evil Twin Ashtray Heart,"Danish: Usandsynlig tyktflydende, forf??rende m??rk og smoking good. Ja en rigtig hjerteknuser. Vi anbefaler, at kun de virkelig veltr??nede ??lchamps tager kampen op med denne frygteligt vanedannende og overv??ldende gode r??gstout. Pas p??, mange oplever en mindre placebo-effekt ved indtagelse.
 
Ingredienser: vand, malt, peated malt, humle, g??r.   English Language Label: Amazingly rich, seductively dark and smoking good. Yes a real heartbreaker. We recommend only the truly skillful, heavyweight beer champions to battle this awfully addictive and overpowering smoked Stout. Be careful because this is the real deal with a minor Placebo effect. Makes invalids out of supermen.",8.9,267.0,42.3076923077,607,97,98,,Smoked,Porter,Evil Twin Brewing,Client Brewer,Brooklyn,NY,11249.0,USA,40.599256,-73.94118,9,0.0,6.09539699593,19.5258263196,25.6212233156
919,1960,173,16,4,"30,945",11808,Allagash Black - Bourbon Barrel,Belgian-style Stout aged for 10 months in bourbon barrels,9.5,285.0,46.8095238095,170,97,95,,Foreign Stout,Stout,Allagash Brewing Company,Microbrewery,Portland,ME,4103.0,USA,43.685882,-70.2903,10,0.0,6.2054281314,19.4027413086,25.60816944
1372,3118,"2,888",14,6,"42,213",25161,Bullfrog Gothika,"An evil collaboration between the Bullfrog Brewery and the Bavarian Barbarian Brewing Company. With an evil twist on tradition this SchwarzDoppleRauchBock is lagered for 3 months in freshly emptied Buffalo Trace bourbon barrels, lending a rich bourbon and vanilla character to this black-as-night double strength and lightly smoked lager.",9.2,276.0,42.3076923077,22,97,96,3.92,Smoked,Porter,Bullfrog Brewery,Brew Pub,Williamsport,PA,17701.0,USA,41.256736,-77.0108,9,0.0,5.85446872679,19.7321683626,25.5866370894
921,1962,"10,316",16,6,"34,344",6960,Pizza Port Z Man Stout - Bourbon Barrel,,9.0,270.0,46.8095238095,21,97,94,3.86,Foreign Stout,Stout,Pizza Port (Ocean Beach),Brew Pub,San Diego,CA,92107.0,USA,32.7409,-117.24434,10,0.0,6.1772438039,19.4038491517,25.5810929557
490,1015,"4,008",74,4,"33,903",14425,Cycle / 3 Sons Rare Scooop,Imperial stout with Neapolitan ice cream treatment,8.07781690141,242.338028169,46.8095238095,24,100,100,4.5,Imperial Stout,Stout,Cycle Brewing,Microbrewery,Saint Petersburg,FL,33701.0,USA,27.770955,-82.63931,10,0.0,6.09420245407,19.4425596429,25.5367620969
321,637,"4,063",18,4,"23,323",18051,Dark Horse One Oatmeal Stout,"Number one in a series of five stouts produced for the fall and winter seasons. This beer is full bodied with hints of chocolate, roasted barley, coffee flavors and a nice creamy head.",8.0,240.0,46.8095238095,784,98,98,,Sweet Stout,Stout,Dark Horse Brewing Company,Microbrewery,Marshall,MI,49068.0,USA,42.277837,-84.94869,10,0.0,5.96581511272,19.5398073824,25.5056224951
322,639,294,18,4,"38,101",24636,Angry Chair The Wilfred,German Chocolate Cupcake Stout with Maple,8.07781690141,242.338028169,46.8095238095,38,97,98,3.84,Sweet Stout,Stout,Angry Chair Brewing,Microbrewery,Tampa,FL,33604.0,USA,28.016846,-82.4566,10,0.0,6.09420245407,19.403679495,25.497881949
296,604,"3,524",18,4,"38,089",24636,Cigar City Cafe Con Leche Stout,"A sweet stout aged on Cuban-style roasted coffee beans from Naviera Coffee Mills in Ybor City, Florida.",8.0,240.0,46.8095238095,82,100,100,,Sweet Stout,Stout,Cigar City Brewing,Microbrewery,Tampa,FL,33607.0,USA,27.963798,-82.49537,10,0.0,5.96581511272,19.517802839,25.4836179517
724,1479,"3,524",90,4,"38,089",24636,"Cigar City Good Morning, Mekong","Collaboration with Mekong Restaurant in Richmond, VA. Imperial porter with Vietnamese civet coffee.",8.3,249.0,42.3076923077,23,100,98,4.15,Imperial Porter,Porter,Cigar City Brewing,Microbrewery,Tampa,FL,33607.0,USA,27.963798,-82.49537,9,0.0,5.68528416527,19.7698163978,25.4551005631
1138,2572,"11,422",57,5,"17,705",8885,Saint Arnold Divine Reserve #16,"DR16 is a full bodied beer with layers of complexity. There is a deep, rich maltiness that is balanced by the artful use of smoked malt. While the smoke character is present, it is more subdued than you would find in a rauchbier. There is a subtle Noble hop aroma and a slight caramel character that becomes more prominent as the beer warms up. The K??lsch yeast adds a light fruitiness.

DR16 has a moderately-high bitterness that is balanced nicely by its residual malty sweetness, and there is no lack of alcohol warmth as you easily finish a pint. DR16 comes in right at 10% ABV. This beer is ready to enjoy now but will also cellar well cold for at least five years.

The Adambier style was popular in Dortmund, Germany until the mid-19th century, when Pilsners and Munich-style lagers began to take over. Eventually, the style became largely extinct until recently, as more and more breweries look to their brewing roots.",10.0,300.0,44.0,34,95,98,3.73,Traditional Ale,Brown/Amber Ale,Saint Arnold Brewing Company,Brew Pub/Brewery,Houston,TX,77020.0,USA,29.775927,-95.31836,8,0.0,7.63659845547,17.8106547107,25.4472531661
302,611,294,18,4,"38,101",24636,Angry Chair Tiramisu,"Sweet stout aged on vanilla, cacao nibs, coffee, cinnamon and rum soaked oak.",8.0,240.0,46.8095238095,51,99,100,,Sweet Stout,Stout,Angry Chair Brewing,Microbrewery,Tampa,FL,33604.0,USA,28.016846,-82.4566,10,0.0,5.96581511272,19.4547265958,25.4205417085
714,1465,"4,200",90,4,"3,030",4847,Deschutes Black Butte XXVIII,"Every year, we celebrate our anniversary with an imperial, barrel-aged version of our flagship Black Butte Porter. Our brewers love to experiment and they always add some fun new ingredients to this beer like chilies, cranberries, figs and other such treats. This year, to celebrate 28 years of brewing, they've added the interesting mix of ingredients above for another multi-layered flavor experience.",11.5,345.0,51.0,128,100,99,,Imperial Porter,Porter,Deschutes Brewery,Microbrewery,Bend,OR,97702.0,USA,44.020483,-121.30891,9,0.0,5.56410921879,19.8220483219,25.3861575407
1348,3057,"5,328",51,6,"20,896",21053,Free State Old Backus Barleywine,"Like great friendships, barleywine is meant to evolve over time. From the first brash encounters, to the mellow complexity that age will bring, this is a beer to be savored early and then revisited with the passage of time. Share our tribute to friendships new and old.

 
The aroma starts with some malty, caramel notes like a sprinkling of brown sugar. Fruity overtones from the fermentation build on the inviting sweetness and add to the complexity. A bright hint of lemon from the hops tops it off.

Malty sweetness creates the first layer of flavor and on that foundation, fruity flavors of plums, pears and a touch of apple pie develop. The hops again serve to brighten the finish and add a balance to the malty sweetness .

Over time these flavors and aromas will deepen and continue to develop. Undertones of raisons, figs and prunes will add maturity and the hops will continue to soften until they become but a faint background for the sweet, fruitiness of the malts. Of course, that means you have to save some to find out!

Just as you might gently warm a winter brandy, let your barleywine come up to around 50-55?? to allow for the best appreciation of its flavors and aromas.

 
Old Backus gains complexity from a blend of American and English Pale Malts as well English Crystal Malt and Amber Malt. Generosity is the name of the game with just over 1/3 of a pound of malt in every pint

 
Where complexity serves in the malt bill, focus and simplicity is the key to our hops. Domestic Nugget and Crystal hops add some balancing bitterness and a hint of citrus to the aroma

O.G. 24??P/1.100
IBU -  50    
2016 vintage 10% abv",10.5,315.0,55.0,256,99,99,,Barley Wine,"Other (Cider, Mead, etc.)",Free State Brewing Company,Brew Pub,Lawrence,KS,66044.0,USA,38.983551,-95.23202,1,0.0,6.57749613021,18.7103536427,25.2878497729
1432,3239,173,88,4,"30,945",11808,Allagash Tripel Reserve,"This golden hued ale is marked by passion fruit and herbal notes in the aroma, with subtle suggestions of banana and honey surfacing from its deep and complex palate. The Tripel's finish is remarkably long and soothing.",9.0,270.0,38.0612244898,1409,99,100,,Abbey Tripel,Strong Ale,Allagash Brewing Company,Microbrewery,Portland,ME,4103.0,USA,43.685882,-70.2903,7,0.0,5.56751405688,19.7112701274,25.2787841843
1082,2338,"11,372",39,5,"34,794",22924,Russian River Salvation,This Belgian style Strong Dark Ale has a tawny brown color and aromas of banana and spice that dominate the initial bouquet of the beer. Lean malt flavors blend perfectly with fruit driven characteristics created by the classic Belgian yeast which fermented this ale. The alcohol content is deceptively smooth just like its sister beer Damnation. Brewed just once a year for a release in January.,9.0,270.0,38.0612244898,697,99,99,,Belgian Strong Ale,Strong Ale,Russian River Brewing,Brew Pub/Brewery,Santa Rosa,CA,95404.0,USA,38.457611,-122.69317,7,0.0,5.59411005031,19.65298649,25.2470965404
711,1462,667,90,4,"34,355",6960,Ballast Point Victory at Sea,"Two of the world's oldest beverages join forces to conquer your palate. Victory at Sea embodies the art of masterful brewing by infusing a velvety Imperial Porter with pure vanilla flavor and specially-selected, hand roasted coffee. The addition of cold brewed coffee to the beer lends a subtle roasted flavor to this robust imperial porter, blending perfectly with rich vanilla and caramel undertones. By uniting two San Diego brewing traditions, Caffe Calabria freshly brewed coffee and Ballast Point beer, we have successfully created an artisanal masterpiece.",10.0,300.0,42.3076923077,1521,100,99,,Imperial Porter,Porter,Ballast Point Brewing Company (Constellation),Microbrewery,San Diego,CA,92110.0,USA,32.766482,-117.20077,9,0.0,5.28119937408,19.9556273919,25.236826766
1111,3360,"8,252",12,4,"25,644",1368,Lost Nation Lost Galaxy,Wheat Session IPA with Galaxy hops.,4.5,135.0,84.1875,38,96,99,3.76,Session IPA,IPA,Lost Nation Brewing,Microbrewery,Morrisville,VT,5661.0,USA,44.549391,-72.60332,6,0.0,5.43263902306,19.7609336207,25.1935726437
713,1464,"13,606",90,4,"20,337",28867,Tyranena BGW Devil Over A Barrel,Imperial Oatmeal Porter brewed with coffee beans and aged in bourbon barrels,8.0,240.0,42.3076923077,349,100,99,,Imperial Porter,Porter,Tyranena Brewing,Microbrewery,Lake Mills,WI,53551.0,USA,43.082761,-88.90838,9,0.0,5.28119937408,19.8795671098,25.1607664839
1130,3361,"11,372",12,5,"34,794",22924,Russian River Dribble Belt,,4.5,135.0,84.1875,86,96,99,,Session IPA,IPA,Russian River Brewing,Brew Pub/Brewery,Santa Rosa,CA,95404.0,USA,38.457611,-122.69317,6,0.0,5.43263902306,19.708222716,25.140861739
796,1681,"12,105",8,6,"35,416",27275,Smoky Mountain Brown Trout Stout,"A creamy, smooth, Irish style dry stout. Black as a revenooer's heart and roasty as Juan Valdez's breakfast. Great in black & tans.",8.07781690141,242.338028169,46.8095238095,36,89,96,3.54,Dry Stout,Stout,Smoky Mountain Brewery & Restaurant,Brew Pub,Sevierville,TN,37862.0,USA,35.818653,-83.59197,10,0.0,5.8788964544,19.2535789998,25.1324754542
